rating,review
1,"Kecewa berat pokoknya, buat lu pada yg mau beli pikir² dulu aja, gua saranin sih kga ush dibeli Respon lama, tadinya mau buqt kado malah jadi kga ngado.... Salernya kebanyakan mecin"
5,Difoto ada penutup fd nya. Aslinya tdk adaaa !
5,Tidak ada review
5,Kecil dan sangat unik dan mini. Sesuai dengan harapan
5,Very good item ..Delivery faster than I expected.
5,Tidak ada review
5,Tidak ada review
5,Its ok its good for me. thanks lazada Working well and delivery very fast
5,"Sesuai gambar, harga terjangkau"
1,"Ditulis Hanya 1 unit yang tersisa, ketika dipesan, 4 hari baru ada pemberitahuan pembatalan pesanan dari pihak lazada."
5,Tidak ada review
1,Udh hampir 2 minggu barang tak kunjung datang
5,Tidak ada review
5,Sudah 2 minggu blm terima barangny...terus transfer dengn jumlah uang pembayaran 2pcs....tp d keterangan jumlhny cuma 1pcs
5,Tidak ada review
5,Produk sudah sampai sesuai estimasi. produk sesuai dengan gambar dan deskripsi. Makasih lazada
5,"barang sangat bagus n sangat simpel... saya suka banget, recoment... g usa mikir lg untuk beli, ini aja ma niatan beli lagi but cadangan...."
5,Tidak ada review
3,Tidak ada review
5,Tidak ada review
1,"Saya pesen barang ini dengan nomor pesanan #3493221742 , yang nyampe malah ukuran 16GB.  Mohon dapat diproses lagi untuk penggantiannya."
5,Tidak ada review
5,Tidak ada review
4,"Barang sudah diterima,  Sesuai dengan gambar, barang bermanfaat  Saya jadi suka belanja online disini, lazada tetap jadi yang terbaik"
5,Barang cepat sampai dan packing sangat rapih
5,Tidak ada review
5,Produk sudah digunakan dan berfungsi sangat baik
4,Saya puas skali dengan barangnya....tapi Jne nya yg lama
1,Yang dipesan 128 Gb yang tiba 64 Gb... penipuan ini namanyA!!!
2,"Uang udh 10 hri blm di kembalikan, proses lama kaya keong"
2,"produk bagus dan original, namun pengiriman lama benget kurang lebih 1 bulan, baru sampai"
5,Tidak ada review
4,Tidak ada review
4,"Barangnya cepet sampe, 2hari lgsg nyampe rumah. Bagus jugaa brgnya, cuma buka penutup flashdisk agak susah&agak susah untuk dicabut dari laptop"
5,"Sudah dipakai selama berbulan2 ga ada masalah dan lancar2 aja, sengaja kasih rivew lama biar jadi bukti kalo barang disini memang bagus"
5,Tidak ada review
5,Tidak ada review
4,Tidak ada review
1,"kecewa lahh, seperti ufd palsu, padahal spesifikasi yang dilampirkan di web original. contoh cover pack warna hijau, sedangkan yang dikirim warna merah. file hasil copy nya selalu corrupt. katanya ""best seller"", tapi kualitas mengeccewakan. baru kali ini beli di lazada mengecewakan. SAYA MINTA DITUKAR BARANGNYA DENGAN YANG SESUAI DI SPESIFIKASI"
5,Barang cepat sampai..  Sesuai pesanan.. Lazada memang ok!!
4,"Barang telah sampai dengan packing rapih dan aman, barang juga dalam keadaan baik ."
5,Tidak ada review
5,"barang sesuai pesanan, pengiriman cepat n rapi, thanks"
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,"Flashdisk ori, Packing bagus. Saya suka.Thx"
2,Tidak ada review
5,Tidak ada review
2,Gambarnya tidak keliatan
3,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
3,Tidak ada review
5,Tidak ada review
5,baik berfungsi dengan baikkk
5,ga bisa untuk save PDF file
5,Tidak ada review
5,"I like this design ,,, So convenien."
4,mantap sampai tujuan rapih kemasan nya
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
2,Ori ngga ka?
5,good
5,"Excellent delivery, flashdrive good working  put in PC"
1,"Barang ini jgn di beli, nyesal ntar. barang gk bisa kepakai."
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
1,"hanya bertahan 3 bulan.., setelah itu rusak.,"
4,Tidak ada review
2,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Thanks lazada sesuai pesanan dan harga yg terjangkau.  Succes selalu lazada
5,"Barang cepat sampai, mantap deh pokok nya"
5,Tidak ada review
1,Tidak ada review
5,Sesuai ekpektasi. mantab jiwa
1,produk ini bagus di awal tapi pemakaian 2 minggu sudah mengalami masalah.  1. file yg dicopy sering korup 2. banyak file yg masuk dan sekitar 80%tidak terbaca 3. tidak bs digunakan untuk copy langsung ukuran besar (pasti ngadat) 4. skrg tidak bs digunakan karena semua yg dimasukkan tidak dapat dibuka 5. beberapa file hilang sendiri. semoga tidak ada yg terkena masalah seperti ini lagi.
5,Tidak ada review
5,Bagus banget. Puas lah tapi kecil banget.
5,produk sesuai dan sampai tepat waktu
1,Tidak ada review
5,Tidak ada review
1,"Saya pesen USB flashdisk Toshiba 8GB untuk hadiah orang, ternyata setelah di cek kapasitas-nya cuma 128MB. Harga memang murah, tapi hati-hati waktu terima barang. Kecewa berat. beli 3 pcs, 1 gak ke detect, 2 gak bener. :-("
1,"Udah pesen nunggu seminggu, pesanan dibatalkan gara2 barang gak ada.... Ribet uangnya Wes... Harus tunggu2.."
5,Tidak ada review
1,Power bank tidak dapat digunakan..
1,bisa Di Ganti Mi Sama Flash yang Lain cuman flash Distnya Saja Min
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
4,packing'an nya kurang rapih. Tp untuk flashdisk nya bagus ga ada masalah
5,Tidak ada review
1,Lazada atau penjuannya yg koplak! Barang belum diterima dibilang sudah diterima!
1,Mgkn krn produk negeri luar ya...sy nrimanya agak lama...
1,kecewa sekali
3,otg nya kok tidak bisa konek y..
5,"barang bagus, sesuai pesanan"
1,"Tidak bisa,dipakai alias rusak"
1,ukuran 32gb tpi ngisi data yg 8gb ajjh gk muat krna udh bnyk virus pdhl di pke jg blm .. mhl doank .. pas saya nyimpen fto bkn nya kesimpen mlh ilang smuaa!! nyesell bli ..
5,Material Perfect Packing Bad
5,Tidak ada review
1,BARANG NYA GK BAGUS.
5,Tidak ada review
3,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
4,Tidak ada review
1,ini flasdisk opo!!!!  flasdisk kok ora iso di buka isi filenya!!!... buang2 uang ae.
5,Tidak ada review
5,Tidak ada review
1,"2X saya memesan barang. dari seller ini, dan 2X dibatalkan. pertama saya pesan hnya dari seller ini. kemudian setelah dibayar malah dibatalkan. sy pikir kesalahan sistem. lalu saat saya pesan yang ke-2 kali, saya kombinasi dengan seller ini dan seller lainnya. alhasil ternyata hanya pesanan dari seller ini yang terbatalkan. ternyata masalahnya emang ada di seller ini. belanja online itu paling ribet kalau refund"
5,Tidak ada review
1,Dari sekian bnyak barang yang saya beli di lazada... cuman di toko ini yang paling parah..... pengiriman lebih dari estimasi. Barang yang di kirim pun cacat.. bener bener cacat..
2,Sudah 2 hari pemesanan kenapa statusny masih di proses ya?
1,Tidak ada review
5,Tidak ada review
5,Tidak ada review
2,Pb Slim nya merek APA Klo Boleh tau dan brp MAHH nya gan
5,Barang ini blm saya terima
1,barang tidak sesuai item dan sangat mengecewakan...walo kebaca cuma satu data video yg bisa diputar.selebihnya gak bisa
1,"File yg dipindahin k flasdisk hilang sendiri,, g kepakai, rugi jadinya"
1,"flasdisk rusak/error, klo barang rudak tolong jgn di jual"
5,Tidak ada review
1,"mini peluit trendy, usb 4 GB sudah saya terima sesuai pesanan, terima kasih."
5,Tidak ada review
5,Tidak ada review
4,"Original asli, cuma pengiriman nya lamaaaaaa"
5,Tidak ada review
1,Di tqwarka original ternyata kw kekuatan nya sdh terbayang pasti takut sm file penting klo di simpan di flasdik ini
5,Barang kualitasnya bagus. Saya senang dan puas. Tksh.
5,flashdisk Nya gak bisa simpan lagu/video alias tdk bisa di pskai
5,Barang udah nyampai peking bagus barang memuaskan walau lama nyampainya
3,biasa aja
1,Dari 2 flasdish hanya 1 yg berfungsi dgn baik. Yang lainnya tidak bsa digunakan.
1,barangnya tidak berfungsi
5,Bagus Barang sesuai dgn item yg tertera Dan yg diminta
1,barang gak sesuai dan gambar...
5,flashdisk ringkas/compact. kapasitas dan performa sesuai harapan.
5,Tidak ada review
1,gak bisa kebaca dh disimpan pas dibuka di pc lain data nya gak ada
5,"Barangnya lumayan berat dan bagus sih, cuma permatanya hilang 1 🙁"
4,Tidak ada review
5,good
5,Tidak ada review
2,Pengiriman produk sangat lama
4,Tidak ada review
1,Tidak ada review
1,Tidak ada review
4,Tidak ada review
1,barang belum saya terima. mohon bantuannya gan. terimakasih
1,Tidak ada review
1,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,"Saya suka,bermanfaat bgt...usul kuotanya ditambah lg bt ruang penyimpanannya..."
5,Tidak ada review
5,paket ya aman
5,Tidak ada review
5,Recommended
5,barangnya ketrima ok sesuai
5,bagus
5,Tidak ada review
5,"Packing aman, barang sesuai..."
3,Tidak ada review
5,rekomendasi sekali ini!! puas sekali kendala busy gk terlalu lg harga murah sangat. dan vidio lbh lncar dan cepat. barang sangat2 super cepat sampai padahal jauh d malinau. terima kasih
3,lumayan
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,cocok sesuai pesanan
4,yang kami inginkan merah yang dikirim biru
1,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
1,Tidak ada review
3,Tidak ada review
1,"barang ga sampe ke saya, gtw nyampenya kmana"
5,Tidak ada review
3,"Barang sudah di terima, untuk saat ini masih normal. Untuk transfer data agak lelet, tapi tetap bisa digunakan. Wajar saja, ini kan barang bukan barang ori."
5,ga bisa di pake
5,Tidak ada review
3,tepat
5,Tidak ada review
5,Tidak ada review
3,barang sesuai dg yg dipesan..pengemasan baik dan rapi..walaupun sampe nya lebih 2hari dari estimasi terlama
1,Paket lama sekali
2,Tidak ada review
5,Tidak ada review
1,Gak bisa nyimpan data kayaknya flaadish bekas ya padahal saya sudah sering kecewa belnja d lazada
4,Tidak ada review
5,bos pesanan merek sony yang datang kok merek toshiba murahan?
5,Tidak ada review
5,"packing rapi, barang cepat sampai, sesuai pesanan, terima kasih."
5,"packing rapi, barang cepat sampai, sesuai pesanan, terima kasih."
5,Barangnya bagus. Berfungsi dengan baik
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
1,Kecewa
4,"Minta warna hijau seperti gambar, tapi yg dikirim warna merah."
5,bagus
5,paket sudah mendarat
1,Tidak ada review
5,Tidak ada review
1,Barang yang datang tidak sesuai dengan pesanan.  Yang saya terima hanya 1 potongan plastik warna hitam sepanjang 20cm dengan bentuk tidak jelas.
5,Tidak ada review
2,"bungkus nya tidak profesional .seharusnya memakai gelembung"""
4,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
4,Barangnya sudah diterima dengan baik
5,barang diterima dengan selamat dan sudah dicoba
2,Saya pesannya flashdisk Kunci tp datangnya koq model kartu ???
5,Tidak ada review
5,Tidak ada review
5,Oky terimakasih Lazada barang udah diterima sesuai dengan
2,"packing rapi, tp barangnya agak cacat bagian ujung flashdisk kebuka. semoga aja ini awet"
5,Tidak ada review
5,Tidak ada review
3,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,pas banget
5,barang sesuai pesanan
5,"packing rapi, barang cepat sampai, sesuai pesanan, terima kasih."
5,"packing rapi, barang cepat sampai, sesuai pesanan, terima kasih."
5,Tidak ada review
4,Barang sesuai
5,It's working well
5,Matap barang cepat sampai..puas lazada
5,Tidak ada review
4,Awesome
5,Tidak ada review
1,Hdd Saya Jadi Rusak Karena (Baru Sadar) Pcb Hdd Nempel Pada Logam Ini
5,Tidak ada review
5,"barang sudah diterima, mudahan berfungsi"
1,". kecewa yang dteng tidak sesuai dengan pict.a, terus gak bisa kepakek😭"
5,Tidak ada review
5,"Bagus, dan bisa OTG...  kecepatan data tranfers juga bagus"
1,barang gak bagus... kapasitas gak sesuai
4,Tidak ada review
5,Tidak ada review
5,sip befunsi barangnta
5,Tidak ada review
5,barang sesuai discripsi
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
3,paket diterima dengan baik dan cepat tapi sayang file 2 yang disimpan dalam memori tersebut mudah hilang !! kecewa dengan kwalitas ini barang!
5,Tidak ada review
5,Tidak ada review
3,Tidak ada review
5,bgus.... cpt pngirimanx
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
2,Tidak ada review
5,"barang bagus dan sesuai, mantap 👍🏻 recomended seller"
5,Tidak ada review
5,"Produk tiba dlm kondisi baik, dan berfungsi sesuai dgn harapan... thnx 🙂"
5,mantap
5,Tidak ada review
1,"Pesannya 32 GB, yg datang 64 GB, sayang nya gak bisa nyimpen data, kecewa banget, terima kasih Lazada"
5,"barang datang,begitu dipakai ternyata eror !! bagaimana ini ? bisa tukar nggak ?"
5,Tidak ada review
5,Tidak ada review
5,mantap
4,"bagus, tapi rada aneh aja tuk kapasitas memorinya secara KB terbaca sekitar 64.000  Kb"
5,Tidak ada review
5,Barang nya bagus keren bngt
5,"produk original resmi ,,cpt sampai pula .."
2,Tidak ada review
5,barang sampai dengan slamat dan lengkap sesuai pesanan tanpa kekurangan🗽🗽🗽...
5,tak tau ini ori atau ngga nya.
5,Tidak ada review
5,Tidak ada review
4,Tidak ada review
5,Tidak ada review
5,mantap
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,terima kasih barang sudah sampai... dan sudah saya testing... semoga awet
5,Tidak ada review
4,Tidak ada review
5,Yg ditrima kok TOSHIBA? Tidak sesuai dgn yg diminta merk HP.
1,Belum di terima siapa penerimanya
5,Berfungsi dengan baik.
5,Tidak ada review
2,32gb? ternyata 16 gb doang :( kecewa
5,Tidak ada review
1,barang udah sya terima td jam 11:19 tp sya kecewa bngt gan flashdisk'memoryY knp nga bs dsmpn
5,Zesuai gambaR
5,Tidak ada review
5,Barangnya original..
5,Tidak ada review
5,"mantap barang sesuai dengan pesanan, sangat di rekomen buat di beli"
5,Tidak ada review
5,"lumayan bagus, bintang yg bicara"
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
1,"sangat mengecewakan...,pesan flash yang datang casing, jangan beli di toko ini kalo g mau tertipu juga"
5,Tidak ada review
5,Tidak ada review
5,bagus
4,Tidak ada review
5,Tidak ada review
5,Tidak ada review
3,Lumayan kecil...
5,Tidak ada review
5,barang cukup bagus sudah di coba dan berfungsi dengan baik
2,Flash disk terlalu kecil bisa dipakai.OTG tidak bisa dipakai.gmn cara mengembalikan?.lain kali kalau kirim dicek dulu.
5,sesuai deskripsi nyala Ok.  charger Ok.. . tqs Lazada.. trims Seller..good packing
5,bonekanya lucu
1,Tidak ada review
2,Tidak ada review
5,Okelah
5,Sesuai.. Makasih Lazada
5,Tidak ada review
5,"Gimn cara nya datg sms paketan dahbterima, dr hongkong ya, aq blom terima barang nya. Mohon bantuan nya lasada, udah lama lg nunggu nya, tolong di hubungi kembali, saya blom terima barang pesanan saya."
4,produk okay
5,"Barang diterima dlm kondisi dan berfungsi baik, semoga awet👍"
5,Tidak ada review
5,"Thanks bos, udah saya terima, sesuai pesanan...mantul"
3,Tidak ada review
1,rusak ... sim cartnya rusak gk bisa di pake... minta ganti dong... 🤑
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Barangnya sudah tiba dengan baik. Flashdisknya bagus dan utamanya berfugsi dengan baik. Terima kasih untuk Lazada dan Sellernya.
5,sdh dicoba tapi ada bbrp lagu yg g bs loading... ok lah...
3,Tidak ada review
5,Tidak ada review
5,"Pertamanya ragu....tp setelah datang barangnya datang, lgs test...wow....its complite.......good job....tq seller..."
5,Tidak ada review
5,sy blm terima pesanan ini ttp imformsinya sudah rerima? tlg bantu ya
5,barang sangat bagus
5,lampu tiba2 mati..langsung tidak berfungsi
5,"barangnya ori,  bagus,  pengirimannya cepat,  terima kasih seller dan lazada"
5,All good and no problem at all!
3,Tidak ada review
5,Sangat oke dan bermanfaat
5,bagus
5,Tidak ada review
5,Tidak ada review
5,"berfungsi dengan baik, sesuai deskripsi."
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Sangat puas sesuai dgn pesanan thanks seller n Lazada
3,Tidak ada review
5,Tidak ada review
5,"berfungsi dengan baik, sesuai deskripsi."
4,"barang bagus sesuai deskripsi, hanya saja saya tak dapat memakainya di Hp xiaomi note 5 sebab mounting mini USB note 5 yg tipis, sementara OTG yg saya beli mounting mini USB nya agak besar sikiiit aja. Pengiriman J&T sekarang lama, biasa ke Tanjungpinang 4 hari saja.....ini nyampai 5 hari."
3,"Barang nya udah sampe,koq langsung ke hp ga bisa ya?saya order biru dtng nya merah..eehhhmmm.."
5,"bhinneka, baru sehari dipakai flashdisknya eror write protected setelah copy data. apa bisa di garansikan?"
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,sesuai. bagus dan lucu
5,Mantul
3,Tidak ada review
1,Tidak ada review
5,Tidak ada review
5,Tidak ada review
1,pengiriman lama dan kapasitas tidak sesuai
3,FLASDIK TIDAK BISA D FORMAT
5,Kecewa katanya usbnya 128 gb tp ternyata 119 gb gak sesuai dg pesanan kita
5,barang jelek...
5,Tidak ada review
1,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Sangat bagus barangnya. Cepat pengiriman barannya..
4,Lumayan sesuai. Cman ga bisa nymbung otg ke ponsel
5,bagus
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
1,"kecewa bgt dah pokoknya pengiriman nya lama , udh lagi mesen yg 64gb yg dikirim 32gb . pas dicek ternyata cuma tulisan doang 32gb , ternyata asli nya malah 500mb . parah syekali modusnya"
1,"mengecewekan, jgn beli lg di toko ini...boong, kalau bisa toko ini di blokir aja...."
5,"Tidak memuaskan, suli dicolokkan ke laptop, ukurannya kecil. Makasi"
2,wk...wk gak seperti yg di bayangkan
5,Tidak ada review
1,"kecewa berat, katanya 64 GB ternyata hanya 2 GB pokoknya kecewa 👎👎👎👎 baru awal beli barang di lazada udah kena tipu"
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
2,Tidak ada review
2,layar/screen nya pecah dan barang sdh di kembalikan ke SeMART Komp... sy tunggu laptopnya dikirim kembali yg sesuai dgn permintaan sy
5,Tidak ada review
5,barang original dan berfungsi dengan baik...
3,"Visual: barang mulus dan bagus Kelengkapan: hardisk sudah bukan ori Thinkpad, tas ada, charger ada Fungsional: Window 7 plus office lengkap, driver ok, battery tahan 5 jam."
1,Tidak ada review
1,Tidak ada review
5,Tidak ada review
4,Tidak ada review
5,ok
5,Tidak ada review
4,Tidak ada review
5,"mas ini flasdisknya udah sampai tapi dikirim film kok filmya ngk bisa diputar, vidio yang disimpan di folder tiba tiba hilang kenapa ya mas bisa beri pe"
1,Saya belum menerima paket sy ..tp diulasan sudah terkirim. Dibukti pengiriman tertulis hanya satpam. Biasanya bila yg menerima satpam dia menulis namanya. Satpam diperumahan kami amanah. Ini siapa yg tidak jujur..kurir atau seller? Saya sangat kecewa dan marah.. baru kali ini sy tertipu belanja dilazada
5,Mudah2an
5,paket diterima dlm keadaan baik ..terima kasih
1,Ini bohong...bukan 32GB tapis lebih kecil.  Kalau saya hitung elkuran filenya lebih kecil Jadinya jangi barang
5,Sudah sampai ternyata dan barang bagus banget
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,"mantap sesuai ekspektasi,."
4,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
1,"flashdisk error dijual, tdk brfungsi cm jd rongsok..."
1,"barang pas diterima bagus, tapi pas udah di pake error mengecewakan kalo nyimpen foto atau lagu selalu ilang sendiri atau keformat"
5,Tidak ada review
1,barangnya tidak berfungsi sama sekali. tolong donk kalau mau jualan itu yang jujur.
5,Tidak ada review
5,barang sudah saya terima dengan kemasan baik
5,Bagus Berfungsi dengan baik
5,Tidak ada review
5,Tidak ada review
5,Barang sudah saya terima. Seller respon cepat. Saya dikasih bonus sarung tangan hehe. Pembelian ke 5. Barang sesuai deskripsi. Class 10 real. Recomended nanti beli disini lagi.
5,Tidak ada review
1,kabel OTG tidak dikirim...sy kecewa
5,Top
5,"ngak nyesal belanja, barangnya sampai tepat waktu"
5,"puas banget dengan barangnya, pengiriman juga cepat banget"
5,"penjualnya respon sekali, pengiriman cepat barang sesuai dengan gambar"
5,"barang nya bagus banget, pengiriman cepat"
3,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,sesuai dg harga mantap kali
5,Tidak ada review
5,Tidak ada review
5,"terima kasih, pengiriman cepat,"
5,Tidak ada review
5,Produk Bagus dan Original
3,Ternyata kecele dg produk ini. Cm ada colokan utk usb tipe c (untuk masuk ke hp) aja tdk ada colokan usb standar utk di sambungkan ke laptop. Kurang etail baca deskripsi produknya
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,"Ciri2 keaslian uda jelas. Barang bagus work well. Kapasitas gak mgkn ada yg pas 64gb klo ada yg  pas at lebih gw malah curiga itu bkn barang ori. Puas klo dapet barang ori patut dicontoh itu penjualnya, trims..."
1,Gak bisa dipakai. Begitu copy filenya hilang
5,"Respon cepat , barang sesuai Pesanan, mantap 👍👍👍"
3,Tidak ada review
5,Tidak ada review
5,mantul mas bro
5,Tidak ada review
5,Kcwaa produk ga mbaca failnya...
5,USB sudah dicoba. Lumayan bagus. Kapasitas mendekati 32 GB. Keseluruhan OK.
5,Tidak ada review
5,bisa. sip
5,Makasih gan terbaca sempurna .terima kasih seller .jayalah lazada
5,produk oke banget
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
3,mudah2an tanpa kendala
5,barang sesuai...
5,"Otg flashdisk'y gk dikirim, katanya habis.. Gimana cara refund nya gan..??"
5,"barang bagus, real capacity."
5,Tidak ada review
5,Tidak ada review
5,barang bagus sesuai iklan
2,"Memang harganya cukup terjangkau untuk ukuran kapasitas 32GB, tapi untuk kualitasnya mengecewakan. Flash disk bisa menyimpan file, tapi beberapa file langsung corrupted karna ber-virus. Beberapa kali menyimpan file langsung corrupted dan tidak bisa dibuka."
1,"Kapasitas asli hanya 118.7 MB, jika mengcopy file lebih dari ukuran tersebut akan corrupt -_-"
5,Harga murah tapi gk murahan .terbaca dengan baik.terima kasih lazada dan seller
5,Kapasitas real .terbaca dengan baik.
5,blm dicoba
4,Tidak ada review
5,Terbaca dengan baik.terima kasih
1,Tidak ada review
5,Tidak ada review
1,"luarnya ok, kapasitas ok tapi sayang tidak bisa simpan video."
5,Tidak ada review
5,Bentuknya beda sm yg digambar..tp no pronlem lah yg pnting bisa dipake..
2,Tidak ada review
4,Tidak ada review
3,kkkkkkkk
5,Tidak ada review
5,Tidak ada review
5,"bagus,semoga awet dan tahan lama,thanks LASADA"
5,Tidak ada review
5,produk good dicoba langsung connec
5,"produk bagus, pengiriman cepat"
5,pengiriman super cepat barang oke
5,Tidak ada review
2,Tidak ada review
5,"barang sesuai deskripsi, berfungsi dgn baik, pengiriman tanpa masalah, tapiii sayang hp saya konektor nya VOOC jd gg kepakai.. secara keseluruhan OK.. TERIMA KASIH.."
5,Tidak ada review
5,"Produk bagus, Original, sesuai dengan deskripsi"
5,Tidak ada review
5,Tidak ada review
5,"mantul bener,pengiriman cepat,ke papua cuma 4 hari"
5,Tidak ada review
5,Puas
5,Tidak ada review
1,"apaan flashdisk dr hongkong? ini namanya flashdisk?  pesen 1 flashdisk sama mainan kok dikirim mainan semua, mana sama lagi 😑 mao dipake flashdisk nya, mohon pertanggung jawaban nya!"
5,barang uda sampai
5,"Barang tdk ada yg jadi , tidak bisa menyimpan data , kapasitas 62 gb tp data tdk terbaca / tdk bisa menyimpan data ....maklum barang kw"
5,Tidak ada review
5,lancar jaya buat di pakai
5,Tidak ada review
5,Tidak ada review
1,Tidak ada review
5,Alhamdulillah sesuai gbrnya
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
1,Tidak ada review
3,"Sayang bgt gan,, di hp q vivo y53 gak suport,,"
4,Tidak ada review
5,"sedikit sedih, flashdisknya harus hape samsung"
5,Tidak ada review
5,Tidak ada review
5,Lucu. Dan bisa berfungsi dengan baik. Walaupun agak lama sampenya.. Saya suka
5,Tidak ada review
5,"baguuus,barangnya sesuai dengan gambar,tapi belum di cobra."
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,"Sangat cepat pengirimannya,pesan terakhir datang paling dahulu."
5,"Barangnya sudah sampai, kwalitas juga ok. mkasih ya"
5,Tidak ada review
4,Tidak ada review
5,"barang datang dg selamat,,he he ada gratisnya juga ..mantap pokoknya"
5,sesuai deskripsi
4,Tidak ada review
2,Biarkan Bintang yang bicara
4,Tidak ada review
4,Tidak ada review
5,mantap
5,mantab.. kurir nya super bae n ramah
5,Tidak ada review
5,Tidak ada review
1,mengecewakan barang rusak gak bisa di pakai kualitas sangat buruk
5,Tidak ada review
1,"Produk bohong, Free OTG tidak ada, mohon di ban toko kayak gini lazada"
5,Tidak ada review
5,Tidak ada review
3,Tidak ada review
5,sangat memuaskan
5,Tidak ada review
5,Tidak ada review
5,mantap
5,ok
5,pelayanan seller sangat memuaskn
1,Barang nya nggak sesuai dengan gambar
5,Mantul gan barangnya....
5,mantap barang bagus. kemasan pakai plastik buble. rapi dan pastinya sesuai harapan. rekomendasi seller. tks layanannya
5,sudah ditrima dg selamat....real pick sesuai gambar terimakasih lazada.
5,mantap real kapasitas terbaca dengan baik
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
2,kpn datang lagi
5,Barang sesuai deskripsi dan berfungsi..terima ksih lazada dan juga seller
5,manttaaaaaappp semoga awet
5,"LAZADA Hi item ready, u/ pemesanan add whatsApp: 0853-1403-1165 respon langsung aman dan terpercaya. Proses cepat Happy shopping. LAZADA.CO.ID         Terima kasih."
5,"Produk memuaskan, harga termurah kualitas juarah.. meskipun sempet dapet barang defect langsung ditangani dgn cepat"
4,Berapa inci itu barang boz
5,Tidak ada review
5,Tidak ada review
1,"Hi We are not receive the TV, but you remarked that goods already received."
5,Tidak ada review
1,"harganya ternyata sangat mahal dibanding dg online shopping lain, terutama yg inisial T. Sangat menyesal"
4,"Penjual dichat berkali2 g bales, padahal udah di read. Dikacangin, begitu dpt uang lgsg kaburrr.."
5,Tidak ada review
5,"Barangnya bagus, mulus, uji coba dengan wifi aman lancar. Tapi untuk bluetoothnya kenapa tidak bisa."
5,Tidak ada review
5,"Barang bagus mantep , gk usah beli tv androit cukup pakai alat ini wis bagus"
5,Tidak ada review
1,"Tv nya dmna pak,,saya hanya menerima surat invoice aja, tapi barangnya gk ada.mohon untuk ditindak lanjuti."
1,"KECEWA..., merk yg dipesan MITO.., yg datang/dikirim merk COOCAA"
5,Tidak ada review
3,Everthing is OK.. Thanks Lazada..
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,like
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
4,Ni klo cicilan syarat ny ap aj bos
4,"Pengiriman sangat cepat. Barang diterima sesuai. Saya pesan minggu malam jam 23, barang diterima esok hari di hari senin via gojek jam 15"
5,Sesuai harapan
3,Tidak ada review
5,"Imformasi!!! Krn maraknya Wa""spam bbs mengaku dr lazada, maka km dr lazadaco. Id. Mengeluarkan WA trbaru 0853-1524-3866.spy kmi bs merespon and dg cepat, jd yg ingin psn baran slhkn chet kmi,disini jg layani.And belnja dgn yg lain itu diluar tnggung jwb lazada.trima kasih perhatiannya Hti""penipuan."
5,"Bagus..sesuai yang digambarkan. Packing rapih. Over all it's ok, Thanks LADAZA."
5,Bisa ga saya ambil televisi ini d ngan di kredit
1,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Terima kasih pengiriman nya sangat cepat dan barangnya memuaskan bagus bngt thx Semoga makin jaya LAZADA
