review,sentiment
'seler' 'incapable' 'to' 'kep' 'his' 'produk' 'page' 'clear' 'yang' 'tv' 'shown' 'adalah' 'tidak' 'empat' 'puluh' 'tiga' 'klima' 'ratus' 'empat' 'puluh' 'tiga' 'klima' 'ratus' 'it' 'adalah' 'yang' 'empat' 'puluh' 'tiga' 'klima' 'ribu' 'seratus' 'i' 'thought' 'it' 'adalah' 'so' 'i' 'bought' 'it' 'turned' 'out' 'that' 'it' 'was' 'yang' 'wrong' 'one' 'having' 'al' 'yang' 'hasle' 'of' 'bringing' 'a' 'empat' 'puluh' 'tiga' 'inch' 'tv' 'to' 'yang' 'post' 'ofice' 'untuk' 'return' 'terima kasih' 'a' 'lot' 'ngomong-ngomong' 'pengiriman' 'of' 'yang' 'tv' 'was' 'aligned' 'dengan' 'yang' 'courier' 'untuk' 'sepuluh' 'private message' 'dan' 'i' 'waited' 'until' 'sebelas' 'private message' 'but' 'he' 'never' 'came' 'waste' 'of' 'waktu' 'he' 'brought' 'it' 'yang' 'lanjut' 'day' 'without' 'notifying' 'me' 'ahead' 'instead' 'he' 'was' 'terorizing' 'me' 'beli' 'phone' 'why' 'i' 'am' 'tidak' 'home' 'to' 'receive' 'it' 'apa-apaan',0
'ukuran' 'lumayan' 'mungil' 'tapi' 'pas' 'buat' 'pasangan' ' tenaga bank' 'dan' 'telepon seluler' 'jadi' 'aman' 'tersimpan',1
'sangat' 'bagus' 'barang' 'pengiriman' 'faster' 'than' 'i' 'expected',1
'pada' 'akhir' 'hardisk' 'wd' 'ekternal' 'warna' 'biru' 'saya' 'datang' 'xd' 'sempat' 'khawatir' 'juga' 'saya' 'mengingat' 'saya' 'tidak' 'pernah' 'membeli' 'barang' 'daring' 'pada' 'hari' 'wekend' 'kecuali' 'po' 'saking' 'khawatir' 'pesanan' 'saya' 'sudah' 'dikirim' 'atau' 'belum' 'saya' 'sampai' 'live' 'chat' 'dengan' 'pihak' 'lazada' 'untuk' 'menanyakan' 'posisi' 'hardisk' 'pesanan' 'saya' 'ini' 'tertawa' 'untuk' 'pengiriman' 'termasuk' 'lama' 'iya' 'padahal' 'masih' 'wilayah' 'jakarta' 'juga' 'ckckckck' 'mungkin' 'ini' 'efek' 'belanja' 'daring' 'di' 'hari' 'wekend' 'tapi' 'walau' 'terlambat' 'dari' 'hari' 'yang' 'dicantumin' 'oleh' 'lazada' 'dan' 'di' 'dalam' 'nota' 'pembelian' 'saya' 'tetap' 'merasa' 'lega' 'karena' 'barang' 'pesanan' 'saya' 'sudah' 'sampai' 'dengan' 'sangat' 'aman' 'mengingat' 'pembungkusan' 'barang' 'sangat' 'rapi' 'sekali' 'hinga' 'harus' 'mengunakan' 'gunting' 'untuk' 'membuka' 'di' 'tambah' 'dengan' 'buble' 'bungkus' 'yang' 'memberi' 'kesan' 'empuk' 'hinga' 'tambah' 'yakin' 'saya' 'kalau' 'barang' 'ini' 'akan' 'sangat' 'aman' 'saya' 'juga' 'sudah' 'mencoba' 'hardisk' 'dan' 'beneran' 'tb' 'lho' 'walau' 'tertawa' 'tersisa' 'satu' ' satu' 'tb' 'karena' 'sisa' 'termakan' 'untuk' 'sistem' 'tapi' 'dengan' 'harga' 'rp' 'satu' 'lima' 'puluh' 'delapan' 'puluh' 'bisa' 'dibilang' 'sangat' 'bernilai' 'it' 'mendapat' 'hardisk' 'tb' 'p' 's' 'saya' 'beli' 'dengan' 'harga' 'segitu' 'karena' 'memakai' 'kode' 'voucher' 'potongan' 'diskon' 'dari' 'lazada' 'dari' 'harga' 'asli' 'kalau' 'tidak' 'salah' 'rp' 'satu' 'tiga' 'ratus' 'lima' 'puluh' 'sembilan' 'nol' 'lihat' 'ke' 'atas' 'fufufufufu' 'gakmaurugijugadia' 'ditambah' 'dengan' 'bonus' 'yang' 'tiga' 'kali' 'plus' 'pouch' 'wd' 'memo' 'wd' 'dan' 'pen' 'wd' 'semua' 'ada' 'tulisan' 'wd' 'tidak' 'tahu' 'asli' 'atau' 'tidak' 'tapi' 'semoga' 'saja' 'asli' 'dari' 'wd' 'wkwkwkwk' 'tambah' 'tidak' 'rugilah' 'nihanakemangbener' 'benar' 'secara keseluruhan' 'saya' 'puas' 'sekali' 'dengan' 'barang' 'yang' 'saya' 'beli' 'ini' 'karena' 'itulah' 'saya' 'bersedia' 'menulis' 'ulasan' 'panjang' 'panjang' 'begini' 'bukan' 'memang' 'selalu' 'nulis' 'ulasan' 'panjang' 'panjang' 'iya' 'plakplakplak' 'p' 's' 'saya' 'sempat' 'bingung' 'dengan' 'tulisan' 'nota' 'di' 'dalam' 'pada' 'bagian' 'kertas' 'putih' 'yang' 'bertulisan' 'nama' 'pengirim' 'dan' 'identitas' 'penerima' 'saya' 'cari' 'cari' 'sampai' 'bego' 'di' 'dalam' 'bungkusan' 'kok' 'tidak' 'ada' 'berhubung' 'iq' 'saya' 'tinggi' 'plak' 'jadi' 'saya' 'berpikiran' 'pasti' 'di' 'balikatau' 'di' 'dalam' 'kertas' 'ini' 'ini' 'dan' 'dugan' 'sayabenar' 'ternyata' 'kertas' 'putih' 'itu' 'adalah' 'amplop' 'yang' 'berisi' 'kartu' 'nama' 'sih' 'penjual' 'dan' 'nota' 'pembelian' 'wkwkwkwkwk' 'anda' 'sunguh' 'kreatif' 'sebagai' 'pedagang' 'baru' 'kali' 'ini' 'saya' 'dibegituin' 'untung' 'belum' 'saya' 'buang' 'itu' 'bungkusan' 'at' 'last' 'but' 'tidak' 'least' 'terima kasih' 'kamu' 'ezy' 'com' 'saya' 'pasti' 'akan' 'pesan' 'hardisk' 'lagi' 'ke' 'sini' 'kalau' 'kapasitas' 'hardisk' 'saya' 'sudah' 'penuh' 'tapi' 'tidak' 'tahu' 'kapan' 'penuh' 'mungkin' 'masih' 'agak' 'sangat' 'lama',1
'flshdisk' 'ajaib' 'sering' 'hilang' 'tapi' 'selalu' 'blik',1
'gambar' 'dot' 'pixel' 'bisa' 'di' 'whatsapp' 'kan' 'delapan' 'puluh' 'lima' 'miliar' 'tiga' 'puluh' 'satu' 'juta' 'sembilan' 'puluh' 'empat' 'ribu' 'tiga' 'ratus' 'enam' 'puluh' 'delapan',1
'produk' 'tidak' 'menjelaskan' 'lebih' 'spesifik' 'bhw' 'tidak' 'ada' 'program' 'ofice' 'tas' 'acer' 'yang' 'dikirim' 'tidak' 'matching' 'dengan' 'ukuran' 'note' 'bok' 'tas' 'lebih' 'kecil' 'sehingga' 'note' 'bok' 'tidak' 'bisa' 'masuk',1
'tampa' 'sidik' 'jari' 'tampa' 'pen' 'tampa' 'led' 'harga' 'tidak' 'pernah' 'bohong' 'sesuia' 'dengan' 'anka' 'terima kasih',1
'respon' 'cepat' 'barang' 'sesuai' 'pesanan' 'mantap',1
'barang' 'sesuai' 'dengan' 'yang' 'dipesan' 'pengemasan' 'baik' 'dan' 'rapi' 'walaupun' 'sampai' 'lebih' 'hari' 'dari' 'estimasi' 'terlama',0
'pengiriman' 'cepat' 'sampai' 'tertawa' 'satu' 'hari' 'lokasi' 'dki' 'jakarta' 'sudah' 'terinstal' 'os' 'endles' 'os' 'dari' 'sana' 'tertawa' 'suport' 'os' 'windows' 'satu' ' ' 'enam' 'puluh' 'empat' 'bit' 'saja' 'di' 'deskripsi' 'tertawa' 'ditulis' 'os' 'dos' 'dan' 'non' 'os' 'namun' 'nyata' 'sudah' 'ada' 'os' 'endles' 'os' 'yang' 'jarang' 'sekali' 'orang' 'indonesia' 'pakai' 'include' 'driver' 'yang' 'tertawa' 'untuk' 'windows' 'satu' ' ' 'enam' 'puluh' 'empat' 'bit' 'saja' 'mohon' 'cantumkan' 'tertawa' 'suport' 'windows' 'satu' ' ' 'enam' 'puluh' 'empat' 'bit' 'saja' 'di' 'deskripsi' 'agar' 'customer' 'paham' 'dari' 'awal',1
'bagus' 'kualitas' 'of' 'barang' 'cepat' 'pengiriman',1
'barang' 'belum' 'di' 'terima' 'tapi' 'ada' 'notifikasi' 'barang' 'sudah' 'diterima' 'coba' 'cek' 'dulu' 'baik' 'baik' 'sebelum' 'send' 'notifikasi' 'dulu' 'pesan' 'tas' 'anak' 'merek' 'onlan' 'jasa' 'pengiriman' 'lewat' 'lex' 'alhasil' 'barang' 'di' 'send' 'balik' 'ke' 'pusat' 'alasan' 'kata' 'kantor' 'tidak' 'ditemukan' 'buset' 'hotel' 'besar' 'di' 'pusat' 'kota' 'makasar' 'tidak' 'ketemu' 'sekarang' 'pesan' 'fd' 'jasa' 'pengiriman' 'lex' 'barang' 'belum' 'di' 'terima' 'tapi' 'ada' 'notifikasi' 'sudah' 'diterima' 'hadeh',0
'terima kasih' 'seler' 'dan' 'lazada' 'barang' 'yang' 'aku' 'pesan' 'sesuai' 'sama' 'yang' 'ada' 'di' 'gambar' 'puas' 'deh' 'pokok' 'ya',1
'terima kasih' 'iya' 'membantu' 'alhamdulilah',1
'saya' 'belum' 'terima' 'pesanan' 'ini' 'tapi' 'imformsi' 'sudah' 'rerima' 'tlg' 'bantu' 'iya',1
'produk' 'memuaskan' 'harga' 'termurah' 'kualitas' 'juarah' 'meskipun' 'sempat' 'dapat' 'barang' 'defect' 'langsung' 'ditangani' 'dengan' 'cepat',1
'sesuai' 'ekpektasi' 'mantap' 'jiwa',1
'status' 'sudah' 'dikirim' 'tapi' 'kok' 'belum' 'sampai' 'iya',0
'bagi' 'yang' 'minat' 'orderatau' 'pesan' 'barang' 'kami' 'untuk' 'lebih' 'memastikan' 'silakan' 'ada' 'whatsapatau' 'whatsapp' 'delapan' 'puluh' 'lima' 'delapan' 'puluh' 'lima' 'lima' 'ratus' 'tujuh' 'lima' 'ratus' 'tujuh' 'empat' 'puluh' 'empat' 'atau' 'faktur' 'pin' 'dsembilan' 'ribu' 'enam' 'puluh' 'enam' 'cbenam' 'langsung' 'dari' 'reseler' 'toko' 'terimah' 'kasih',1
'produk' 'okay',1
'baik',1
'sesuai' 'dengan' 'apa' 'yang' 'dipromosikan' 'bonus' 'belum' 'dicoba' 'tapi' 'mudah' 'mudahan' 'oke',1
'ram' 'delapan' 'gb' 'atau' 'empat' 'gb',0
'mantap' 'kurir' 'super' 'baik' 'dan' 'ramah',1
'asli' 'tidak' 'kakak',0
'barang' 'sesuai' 'gambar' 'secara keseluruhan' 'sangat' 'bagus' 'terima kasih',1
'hai' 'we' 'are' 'tidak' 'receive' 'yang' 'tv' 'but' 'kamu' 'remarked' 'that' 'gods' 'already' 'received',0
'barang' 'diterima' 'dengan' 'baik' 'secara keseluruhan' 'berfungsi' 'baik' 'tapi' 'kok' 'capacity' 'storage' 'hanya' 'lima' 'puluh' 'tujuh' 'gb' 'tidak' 'sesuai' 'tulisan' 'enam' 'puluh' 'empat' 'gb',0
'flashdisk' 'asli' 'pengemasan' 'bagus' 'saya' 'suka' 'terima kasih',1
'pesanan' 'sudah' 'sampai' 'terima kasih' 'banyak',1
'pengiriman' 'cepat' 'respon' 'penjual' 'bagus' 'dan' 'barang' 'sesuai' 'gambar',1
'diterima' 'sesuai' 'estimasi' 'waktu' 'pengemasan' 'bagus' 'barang' 'oke',1
'barang' 'asli' 'tersegel' 'rapi' 'sesuai' 'deskripsi' 'dan' 'ekspektasi' 'auto' 'lima' 'terima kasih',1
'bagus',1
'paket' 'telah' 'diterima' 'dengan' 'baik',1
'sudah' 'pesan' 'nungu' 'semingu' 'pesanan' 'dibatalkan' 'gara' 'gara' 'barang' 'tidak' 'ada' 'ribet' 'uang' 'wes' 'harus' 'tungu' 'tungu',0
'bagus' 'i' 'suka',1
'tidak' 'ada' 'ulasan',1
'i' 'belum' 't' 'login' 'to' 'activated' 'this' 'netbok' 'because' 'ned' 'pasword' 'i' 'ned' 'help' 'untuk' 'this' 'masalah',0
'harga' 'memikat' 'pengiriman' 'cepat' 'dan' 'kualitas' 'barang' 'tidak' 'kalah' 'hebat' 'walaupun' 'garansi' 'sc' 'semoga' 'aman' 'hari' 'sudah' 'sampai' 'terima kasih' 'lazada' 'dan' 'juga' 'reseler',1
'maf' 'baru' 'kadih' 'ulasan' 'barang' 'sesuai' 'dengan' 'yang' 'diharapkan',1
'barang' 'bagus' 'memang' 'capacity',1
'bagus',1
'barang' 'sudah' 'sampai' 'dengan' 'kondisi' 'bagus' 'dan' 'sesuai' 'dengan' 'iklan' 'mantap' 'pokok' 'cma' 'pengemasan' 'horor' 'alngkah' 'baik' 'jika' 'di' 'pengemasan' 'kayu' 'agar' 'lebih' 'aman',1
'barang' 'datang' 'dengan' 'kondisi' 'baik' 'dan' 'sesuai',1
'barang' 'bagus' 'sesuai' 'dengan' 'gambar' 'dan' 'deskripsi' 'produk',1
'bagus' 'dan' 'mantap',1
'sangat' 'bagus' 'barang' 'cepat' 'pengiriman' 'baran',1
'ini' 'bohong' 'bukan' 'tiga' 'tiga' 'gb' 'tapis' 'lebih' 'kecil' 'kalau' 'saya' 'hitung' 'elkuran' 'file' 'lebih' 'kecil' 'jadi' 'jangi' 'barang',0
'tidak' 'bisa' 'untuk' 'save' 'pdf' 'file',1
'dari' 'flasdish' 'tertawa' 'satu' 'yang' 'berfungsi' 'dengan' 'baik' 'yang' 'lain' 'tidak' 'bisa' 'digunakan',0
'maksih' 'tv' 'sudah' 'sampai' 'bagus' 'pesan' 'pagi' 'sore' 'datang',1
'barang' 'sudah' 'diterima' 'pengemasan' 'rapi' 'semoga' 'awet',1
'barang' 'sudah' 'terima' 'tidak' 'sesuai' 'gambar' 'yang' 'diklankan' 'lengkap' 'speaker' 'yang' 'dikirim' 'tanpa' 'speaker' 'kecewa' 'type' 'yang' 'sama' 'tanpa' 'speaker' 'pada' 'seler' 'lain' 'jauh' 'lebih' 'murah',1
'terima kasih',1
'barang' 'sangat' 'bagus' 'pengemasan' 'baik' 'rapi' 'dan' 'pakai' 'plastik' 'gelembung' 'Cuma' 'saya' 'ingin' 'laptop' 'yang' 'empat' 'belas' 'empat' 'belas',1
'barang' 'bagus' 'gambar' 'dan' 'suara' 'juga' 'bagus' 'teratas' 'deh' 'pokok' 'pengemasan' 'juga' 'rapi' 'pakai' 'kayu' 'terima kasih' 'lazada' 'terima kasih' 'juga' 'multi' 'digital' 'semoga' 'barang' 'bisa' 'awet' 'iya',1
'bagus' 'cepat' 'pngirimanx',1
'barang' 'cepat' 'sampai' 'sesuai' 'pesanan' 'lazada' 'memang' 'oke',1
'ternyata' 'belum' 'compatible' 'digital' 'broadcast' 'dvb' 't' 't' 'siaran' 'digital' 'a' 'kena' 'tipu' 'deskripsi',0
'barang' 'ini' 'belum' 'saya' 'terima',1
'flasdisk' 'rusakatau' 'error' 'kalau' 'barang' 'rudak' 'tolong' 'jangan' 'di' 'jual',0
'produk' 'bagus' 'dan' 'asli',1
'barang' 'bagus' 'sampai' 'juga' 'cepat',1
'barang' 'yang' 'datang' 'tidak' 'sesuai' 'dengan' 'pesanan' 'yang' 'saya' 'terima' 'tertawa' 'satu' 'potongan' 'plastik' 'warna' 'hitam' 'sepanjang' 'nol' 'cuma' 'dengan' 'bentuk' 'tidak' 'jelas',0
'produk' 'tiba' 'dalam' 'kondisi' 'baik' 'dan' 'berfungsi' 'sesuai' 'dengan' 'harapan' 'thnx',1
'pengiriman' 'sangat' 'cepat' 'barang' 'diterima' 'sesuai' 'saya' 'pesan' 'mingu' 'malam' 'jam' 'tiga' 'barang' 'diterima' 'esok' 'hari' 'di' 'hari' 'senin' 'lewat' 'gojek' 'jam' 'lima' 'belas',1
'saya' 'puas' 'sekali' 'dengan' 'barang' 'tapi' 'jne' 'yang' 'lama',1
'harga' 'sat' 'itu' 'lagi' 'diskon' 'terus' 'juga' 'asli' 'pengiriman' 'cepat',1
'bonus' 'bohong' 'tidak' 'ada',0
'sangat' 'puas' 'minta' 'sekalian' 'di' 'instal' 'di' 'kabulkan' 'seler' 'komunikatif' 'dan' 'responsif',1
'paket' 'rapi' 'barang' 'sesuai' 'pesanan' 'pengiriman' 'sesuai' 'layanan' 'produk' 'asli' 'dan' 'mudah' 'an' 'awet',1
'kualitas' 'bagus' 'bahan' 'aluminium' 'dan' 'akhir' 'bisa' 'digunakan' 'hd' 'sd' 'saya' 'sebagai' 'eksternal',1
'barang' 'oke' 'pengiriman' 'oke' 'kirim' 'pesan' 'ngak' 'oke' 'ngak' 'di' 'respon' 'suara' 'oke' 'tapi' 'volume' 'di' 'atas' 'lima' 'belas' 'suara' 'jadi' 'kecil' 'subwofer' 'juga' 'mengecil',1
'puas' 'sekali' 'begitu' 'kita' 'klick' 'untuk' 'payment' 'dua' 'hari' 'kemudian' 'barang' 'kiriman' 'sudah' 'datang' 'sesuai' 'alamat' 'yang' 'dituju',0
'barang' 'oke' 'waktu' 'kirim' 'cepat' 'respon' 'penjual' 'cepat',1
'produk' 'bagus' 'dicoba' 'langsung' 'conec',1
'terima' 'kasih' 'untuk' 'telepon genggam' 'chat' 'benar' 'benar' 'cepat' 'sekali' 'respon' 'dan' 'pengiriman' 'juga' 'cepat' 'sekali' 'laptop' 'sampai' 'dengan' 'aman' 'dan' 'selamat',1
'magic' 'pointer' 'tidak' 'compatible' 'kenapa' 'iya',0
'tidak' 'bisa' 'dipakai' 'begitu' 'copy' 'file' 'hilang',0
'usb' 'delapan' 'gb' 'ini' 'tidak' 'bisa' 'di' 'pakai',0
'dari' 'sekian' 'bnyak' 'barang' 'yang' 'saya' 'beli' 'di' 'lazada' 'Cuma' 'di' 'toko' 'ini' 'yang' 'paling' 'parah' 'pengiriman' 'lebih' 'dari' 'estimasi' 'barang' 'yang' 'di' 'kirim' 'pun' 'cacat' 'benar' 'benar' 'cacat',0
'visual' 'barang' 'mulus' 'dan' 'bagus' 'kelengkapan' 'hardisk' 'sudah' 'bukan' 'asli' 'thinkpad' 'tas' 'ada' 'charger' 'ada' 'fungsional' 'window' 'tujuh' 'plus' 'ofice' 'lengkap' 'driver' 'oke' 'batery' 'tahan' 'lima' 'jam',0
'bagus' 'semoga' 'awet' 'dan' 'tahan' 'lama' 'terima kasih' 'lasada',1
'luar' 'biasa' 'laptop' 'mantap' 'jasa' 'pengiriman' 'cepat' 'hari' 'saja' 'pengemasan' 'rapi' 'dan' 'aman' 'barang' 'datang' 'dhnkeadan' 'sangat' 'baik' 'melebihi' 'expetasi' 'bahkan',1
'terimakadih' 'lazada' 'barang' 'bagus',1
'barang' 'bagus' 'plus' 'sesuai' 'spesifikasi' 'tapi' 'barang' 'yang' 'saya' 'inginkan' 'sesuai' 'dengan' 'gambar',1
'barang' 'kira' 'kira' 'bagus' 'tidak' 'ya' 'semoga' 'pas' 'datang' 'nanti' 'bagus',0
'kelebihan' 'tipis' 'build' 'kualitas' 'teratas' 'lenovo' 'warna' 'hitam' 'dove' 'keren' 'layar' 'ips' 'sd' 'core' 'ilima' 'sudah' 'delapan' 'th' 'gen' 'fingerprint' 'dapat' 'geforce' 'mxseratus' 'tiga' 'puluh' 'pula' 'paling' 'bernilai' 'it' 'untuk' 'kelas' 'insatu' 'yang' 'bisa' 'lumayan' 'gaming' 'dapat' 'pas' 'harga' 'promo' 'pula' 'kekurangan' 'agak' 'berat' 'ternyata' 'untuk' 'satu' 'tujuh' 'kg' 'kalau' 'dipegang' 'mode' 'tablet',1
'semoga' 'cepat' 'sampai' 'dan' 'semoga' 'benar' 'memang' 'tiga' 'tiga' 'gb',0
'ada' 'tower' 'speaker' 'tidak' 'ini' 'produk',1
'barang' 'lumayan' 'bagus' 'tebal' 'jadi' 'aman' 'untuk' 'hardisk' 'harga' 'sesuai',1
'barang' 'sudah' 'sampai',1
'dari' 'barang' 'sih' 'oke' 'hanya' 'pengemasan' 'yalord' 'biasa' 'aku' 'beli' 'barang' 'kayak' 'begini' 'sama' 'yang' 'jualan' 'itu' 'dikasih' 'safety' 'kayu' 'tapi' 'ini' 'hanya' 'bublewrap' 'yang' 'kecil' 'mudah' 'mudahan' 'dalam' 'tidak' 'kenapa' 'kenapa',0
'produk' 'baik' 'pengirimanan' 'cepat',1
'barang' 'tidak' 'sesuai' 'dan' 'gambar',0
'saya' 'pesan' 'flashdisk' 'kunci' 'tapi' 'datang' 'kok' 'model' 'kartu',0
'kecewa' 'dan' 'mengecewakan' 'barang' 'tidak' 'bisa' 'digunakan' 'keaslian' 'diragukan' 'dan' 'tidak' 'ada' 'respon',0
'sesuai' 'pesanan' 'dan' 'pengiriman' 'tepat' 'waktu',1
'barang' 'bagus' 'dan' 'sesuai' 'mantap' 'direkomendasikan' 'seler',1
'pengiriman' 'cepat' 'pengemasan' 'juga' 'mantap' 'aman' 'lsg' 'dpke' 'brfungsi' 'dengan' 'baik' 'bagus' 'produk',1
'barang' 'diterima' 'dalam' 'kondisi' 'dan' 'berfungsi' 'baik' 'semoga' 'awet',1
'uang' 'sudah' 'sepuluh' 'hri' 'belum' 'di' 'kembalikan' 'proses' 'lama' 'kaya' 'keong',0
'bagus' 'barang' 'sesuai' 'dengan' 'barang' 'yang' 'tertera' 'dan' 'yang' 'diminta',1
'so' 'far' 'found' 'oke',0
'sesuai' 'pesanan',1
'terima kasih' 'tidak' 'barang' 'sesuai' 'deskripsi' 'dan' 'cepat' 'sekali' 'pengiriman' 'direkomendasikan' 'seler',1
'asli' 'asli' 'hanya' 'pengiriman' 'lama',1
'lumayan' 'kecil',0
'barang' 'direkomendasikan' 'tertawa' 'kurir' 'saja' 'yang' 'lama' 'dalam' 'pengiriman' 'terima kasih',1
'sudah' 'lewat' 'batas' 'pengiriman' 'barang' 'belum' 'sampai',0
'lampu' 'tiba' 'tiba' 'mati' 'langsung' 'tidak' 'berfungsi',1
'barang' 'asli' 'bagus' 'pengiriman' 'cepat' 'terima' 'kasih' 'seler' 'dan' 'lazada',1
'sudah' 'hari' 'pemesanan' 'kenapa' 'status' 'masih' 'di' 'proses' 'iya',0
'oky' 'terima kasih' 'lazada' 'barang' 'sudah' 'diterima' 'sesuai' 'dengan',1
'sempat' 'khawatir' 'tidak' 'muat' 'hard' 'disk' 'eksternal' 'saya' 'tapi' 'ternyata' 'muat' 'barang' 'bagus' 'dengan' 'bahan' 'yang' 'sesuai',1
'barang' 'bagus' 'harga' 'miring' 'sudah' 'ditest' 'dan' 'oke' 'sayang' 'pengemasan' 'agak' 'beresiko' 'karena' 'tertawa' 'buble' 'bungkus' 'tipis' 'terus' 'dipaket' 'tidak' 'ada' 'tanda' 'fragile' 'untung' 'saja' 'tidak' 'dibanting' 'sama' 'kurir',0
'untuk' 'pemakaian' 'darurat' 'lumayan' 'bisa' 'bantu' 'nyalakan' 'sebatang' 'mah',1
'barang' 'oke',1
'usb' 'diterima' 'lebih' 'cepat' 'dari' 'informasi' 'yang' 'ada' 'barang' 'oke' 'dan' 'sesuai' 'dengan' 'spesifikasi' 'yang' 'dicantumkan' 'di' 'lazada' 'thanks',1
'jelek' 'hilang' 'hilang' 'terus' 'data' 'dibuatnya',0
'tidak' 'bisa' 'dipakai' 'alias' 'rusak',0
'ntbk' 'ungu' 'ada',0
'sesuai' 'bagus' 'dan' 'lucu',1
'tv' 'iya' 'sudah' 'sampai' 'sejak' 'lama' 'tapi' 'baru' 'bisa' 'kasi' 'ulasan' 'hari' 'ini' 'sudah' 'sampai' 'dengan' 'selamat' 'tv' 'iya' 'dan' 'memang' 'bagus' 'bngt' 'panasonic' 'ini' 'tapi' 'di' 'rumah' 'saya' 'tv' 'iya' 'bures' 'bisa' 'kasi' 'saran' 'kenapa' 'tv' 'iya' 'bersemut' 'begitu' 'salah' 'beli' 'antena' 'atau' 'bagaimana' 'iya' 'kak',1
'gambar' 'tidak' 'kelihatan',0
'oke' 'ok',1
'berfungsi' 'baik',1
'kami' 'kecewa' 'flsdis' 'tudak' 'bisa' 'digunakan' 'tertawa' 'bisa' 'menyimpan' 'data' 'namun' 'tidak' 'dapat' 'membaca' 'kembali',0
'penjual' 'respon' 'sekali' 'pengiriman' 'cepat' 'barang' 'sesuai' 'dengan' 'gambar',1
'ntabs',1
'paket' 'lama' 'sekali',0
'barang' 'asli' 'dan' 'berfungsi' 'dengan' 'baik',1
'produk' 'sesuai' 'dan' 'sampai' 'tepat' 'waktu',1
'barang' 'sudah' 'sampai' 'cepat' 'respon' 'produk' 'memang' 'pick' 'tidak' 'mengecawakan' 'lah' 'pokok' 'mantap' 'juragan',1
'mengecewakan' 'barang' 'rusak' 'tidak' 'bisa' 'di' 'pakai' 'kualitas' 'sangat' 'buruk',0
'barang' 'bagus' 'pengemasan' 'rapi' 'saya' 'senang' 'sekali' 'terima kasih' 'kamu',1
'matap' 'barang' 'cepat' 'sampai' 'puas' 'lazada',1
'lumayan' 'tapi' 'sayang' 'lambat' 'dan' 'belum' 'download' 'aplikasi' 'baterai' 'cepat' 'habis',0
'barang' 'sesuai' 'pesanan',1
'barang' 'mantap' 'terima kasih',1
'barang' 'sampai' 'dengan' 'selamat',1
'barang' 'ini' 'jangan' 'di' 'beli' 'menyesal' 'sebentar' 'barang' 'tidak' 'bisa' 'kepakai',0
'lacie' 'tb' 'mantap',1
'barang' 'bagus' 'dan' 'berfungsi' 'normal',1
'flashdisk' 'ringkasatau' 'compact' 'kapasitas' 'dan' 'performa' 'sesuai' 'harapan',1
'produk' 'sudah' 'sampai' 'sesuai' 'estimasi' 'produk' 'sesuai' 'dengan' 'gambar' 'dan' 'deskripsi' 'terima kasih' 'lazada',1
'kalau' 'ke' 'toko' 'di' 'bali' 'bisa' 'lewat' 'home' 'kredit',0
'kapasitas' 'asli' 'tertawa' 'seratus' 'delapan' 'belas' 'tujuh' 'mbak' 'jika' 'mengcopy' 'file' 'lebih' 'dari' 'ukuran' 'tersebut' 'akan' 'corupt',0
'mantap' 'tv' 'mksih' 'seler' 'mksih' 'lazada' 'mas' 'kurir' 'juga' 'baek' 'sekali',1
'barang' 'bagus' 'sesuai' 'iklan',1
'mantap' 'lancar' 'jaya' 'mesen' 'jumat' 'sabtu' 'sampai' 'minta' 'upgrade' 'spesifikasi' 'gapake' 'lama' 'barang' 'mulus' 'pengemasan' 'rapi' 'teratas' 'pokoknya',1
'mohon' 'di' 'cek' 'kembali' 'sudah' 'benar' 'untuk' 'harga' 'apa' 'belum',1
'kok' 'barang' 'saya' 'beli' 'mahal' 'mahal' 'pas' 'mau' 'digunakan' 'ternyata' 'tidak' 'bisa' 'menyala' 'mohon' 'diganti' 'dong' 'barang' 'yang' 'saya' 'beli' 'ini',0
'barang' 'bagus' 'mulus' 'uji' 'coba' 'dengan' 'wifi' 'aman' 'lancar' 'tapi' 'untuk' 'bluetoth' 'kenapa' 'tidak' 'bisa',1
'pertama' 'beli' 'dibatalkan' 'karena' 'salah' 'harga' 'pesanan' 'ke' 'lama' 'sekali' 'barang' 'datang',1
'barang' 'sudah' 'sampai',1
'sudah' 'blanja' 'bahkan' 'minta' 'uang' 'di belakang' 'ya sudah' 'lebih baik' 'dibatalkan' 'saja',0
'sesuai' 'gambar' 'sesuai' 'harapan',1
'barang' 'tidak' 'bagus',0
'kualitas',1
'bagus' 'direkomendasikan' 'seler',1
'tv' 'retak' 'bagian' 'atas',0
'mantap' 'semoga' 'awet' 'terima kasih',1
'mantap',1
'aman' 'terkendali' 'cepat' 'sampai' 'seler' 'ramah' 'sekali',1
'gambarplus' 'suara' 'mantap' 'tahun' 'pakai' 'tanpa' 'masalah' 'terima kasih' 'toshiba',1
'so' 'far' 'puas' 'dengan' 'produk' 'ini' 'harga' 'dan' 'fasilitas' 'yang' 'didapat' 'sangat' 'sebanding' 'pengiriman' 'juga' 'tidak' 'sampai' 'hari' 'terima kasih' 'lazada',1
'keren' 'habis' 'harga' 'murah' 'kualitas' 'nomor' 'murahan',1
'punyaku' 'kok' 'tidak' 'ada' 'kartu' 'garansi' 'dan' 'segel' 'juragan' 'nanti' 'buat' 'mengklaim' 'garansi' 'bagaimana' 'cara' 'iya',1
