review,aspect_category,polarity
bagus cepat kilat jelas detail,anekdot/serbaneka,positif
ramah ramah bagus responsif jelas butuh,pelayanan,positif
sangat bantu sekali kondisi covid,anekdot/serbaneka,positif
maaf rapid antigen mayor metode bayar bisa pakai anjung tunai mandiri bri tidak terima kasih,anekdot/serbaneka,positif
dokter ramah jelas akurat,pelayanan,positif
terima kasih dokter semoga bisa manfaat,anekdot/serbaneka,positif
aplikasi bagus murah terima kasih,harga,positif
sangat bantu manfaat pandemi seperti obat anjur sangat baik cepat sembuh sesuai sakit tepat sasar terima kasih,pelayanan,positif
bagus konsultasi jam obat langsung jam aplikasi sangat bantu semoga obat cocok,pelayanan,positif
dokter jelas jelas,pelayanan,positif
bayar ovo dana tidak,anekdot/serbaneka,positif
bagus bisa kasih informasi tarik baik,pelayanan,positif
bagus murah bisa konsultasi dokter bayar gopay,harga,positif
sangat bantu alam kurang,pelayanan,positif
cukup baik tangan suka panik jangan diagnose lebih baik langsung ahli teman,pelayanan,positif
pesan kirim obat sangat cepat sangat bantu desak ayah perlu obat jantung cepat tidak jam terima kasih,pelayanan,positif
aplikasi bagus sangat bantu,anekdot/serbaneka,positif
aplikasi bagus dokter responya cepat bagus bagus bagus,pelayanan,positif
layan baik hasil cepat terima customer,pelayanan,positif
chat dokter sangat bantu,pelayanan,positif
praktis sangat bantu terima kasih,anekdot/serbaneka,positif
w kirim mata m yun ukm j mi,anekdot/serbaneka,positif
puas sekali cepat tangap bantu bantu bagus bagus,anekdot/serbaneka,positif
bayar tidak gratis hanya obat batuk pilek baik jual warung tidak paham bedan obat lumayan aplikasi bisa lihat dokter cantik pengalamanya tahu lulus bintang sangat aplikasi,pelayanan,negatif
terima kasih dokter uji asiah m sc dokter baik ramah sangat jelas jasa senang bisa konsultasi bu dokter bantu,pelayanan,positif
antre klinik rumah sakit dokter lebih baik tingal klik konsultasi keluh tunggu obat beres keren terima kasih kasih,pelayanan,positif
bintang pilih bayar sangat batas segera evaluasi pilih bayar seperti linkaja transfer rekening virtual,sistem,negatif
paket tidak tidak pertangung terima kasih dana ganti lama sekali proses panjang,pelayanan,negatif
bintang coba masuk bahkan keluar langsung padahal sinyal telepon genggam dukung,sistem,negatif
bagus bisa konsultasi langsung dokter spesialis semoga sukses,pelayanan,positif
konsultasi muas lumayan ramah,pelayanan,positif
tolong sekali aplikasi mudah sekali,sistem,positif
sangat bantu kondisi seperti tanpa rumah sakit pasien aman sehat t jaga terima kasih tahan respon cepat dokter,pelayanan,positif
konsultasi pakai bayar kaya lebih baik langsung rumah sakit bisa langsung kasih obat buka bantu,pelayanan,negatif
amat sangat bantu darurat butuh obat malam bisa chat dokter spesialis obatny cepat dtangnya terima kasih gosend,pelayanan,positif
kode voucher bilang invalid,anekdot/serbaneka,positif
proses mudah cepat pesan obat,pelayanan,positif
terima kasih aplikasi lebih mudah konsultasi dokter semoga sakit segera sembuh amin,pelayanan,positif
bisa bantu sakit mag kosan tidak bisa jalan apotek pesan beli gojek puji tuhan langsung minum obat sembuh untung suka bagus,pelayanan,positif
bagus manfaat sekali,anekdot/serbaneka,positif
praktis dokter layan ramah bagus bagus,pelayanan,positif
praktis puas terima kasih,pelayanan,positif
sangat bantu pandemi seperti hamil selalu puas respon baik ramah dokter dokter senang senang baik suka,anekdot/serbaneka,positif
terima kasih tidak apotek pesan obat rutin suami semoga smakin bagus depa terima kasih bagus,pelayanan,positif
bantu sekali konsultasi dokter tidak perlu antre lama beli obat sangat mudah langsung rumah,pelayanan,positif
dokter selalu tangap cepat respon,pelayanan,positif
beberapa customer servis dokter telepon tawar prodak unlimited sistem auto debit fasilitas bebas chat dokter fitur aplikasi tidak ubah tetap tarif tidak gratis ulas lengkap,sistem,negatif
dokter balas cepat ramah,pelayanan,positif
barusan telepon nama email pribadi data nmor rekening anjung tunai mandiri bner mohon informasi bner tidak bong data anjung tunai mandiri bawa ulas lengkap,anekdot/serbaneka,negatif
binggung biaya tangan kok tidak biaya ongkos kirim gataunya biaya tangan ongkirnya jelek jatohnya lebih murah terima kasih suka,harga,positif
respon layan sangat lambat keluh,pelayanan,negatif
pesan obat susah cari driver pesan offline bisa tidak langsung apotek kasih lihat resep,pelayanan,negatif
bagus konsultasi dokter bagus,pelayanan,positif
maaf download aplikasi tahu gejala sakit alami kena biaya bantu,anekdot/serbaneka,negatif
bagus bantu konsultasi sakit obat terima,pelayanan,positif
bagus aplikasi sangat bantu,anekdot/serbaneka,positif
terima kasih serba cepat,anekdot/serbaneka,positif
pagi pagi konsultasi bu dokter cantik diagnosis baik resep jangkau bahasa ramah terima kasih dokter bantu bantu bagus bagus bagus,pelayanan,positif
maaf hampir mingu hidung tidak bisa cium bau coba jelas,anekdot/serbaneka,positif
sangat sangat rekomendasi sekali unduh utama sulit cari beli obat sangat butuh,pelayanan,positif
sangat bantu terima kasih,anekdot/serbaneka,positif
mag kambuh berat sekali dokter untung selesai konsultasi daring resep langsung bisa pemesanan gojek terima kasih banyak,pelayanan,positif
bagus sangat cepat kirim semoga obat manjur cepat khasiat cepat kirim sukses,pelayanan,positif
layan obat sembuh,pelayanan,positif
balita usia beberap telinga anak belah kanan keluar cair bau anak sering terkadang ting telapak tangan kasih obat tepat terima kasih,anekdot/serbaneka,positif
terima kasih aplikasi malam sakit pinggang salah rekan dokter nama feny sangat bantu sakit,pelayanan,positif
buatin dokter bisa chat gratis,anekdot/serbaneka,positif
pandemi seperti sangat bantu cukup klik bisa hubung konsultasi obat langsung,anekdot/serbaneka,positif
suda bayar chat bayar hasil tidak bisa chat dokter bahkan sibuk,pelayanan,negatif
sekian konsultasi dokter dokter konsultasi nency binggung mingu dokter dokter spesialis libur praktik terima kasih dokter,pelayanan,positif
sangat bantu sekali obat bisa langsung gopay saldo great senang,pelayanan,positif
instal aplikasi wlopun tahu jelek bagus lengkap mudah instal coba konsultasi gizi keren dokter asik terima kasih aditya mulyantari tidak,pelayanan,positif
pesan obat status kirim padahal tidak terima obat telepon layan ktnya urus jangan jangan selesai ktnya aplikasi bagus layan buruk,pelayanan,negatif
hai cari swab antigen rsatau klinik kok reading seperti crash mohon bantu,sistem,negatif
sangat bantu terima kasih,anekdot/serbaneka,positif
aplikasi sangat bagus dokter sangat bertangung bangat semoga aplikasi kembang lebih baik,pelayanan,positif
bagus dokter rekomendasi,pelayanan,positif
cukup baik perlu baik verifikasi kode otp bayar gopay ulang ulang sukses terima kasih,sistem,negatif
sangat bantu sekali pandemi seperti konsultasi dokter obat kirim langsung tanpa apotek bayar bisa cashles,pelayanan,positif
sangat mudah tidak perlu repot repot antre antre rumah sakit klinik cukup klik bisa konsultasi kasih resep obat terimakasih semoga dokter sukses amin bagus bantu,pelayanan,positif
sangat bantu cepat praktis sangat muas,anekdot/serbaneka,positif
log out verifikasi kode tidak kirim sms rusak,sistem,negatif
era pandemi seperti dokter bisa konsultasi daring sangat bantu terima kasih,pelayanan,positif
layan baik sopan lokasi mudah area luas mudah vaksin jalan proses m bravo,pelayanan,positif
sangat bantu aman selagi pandemi malas antre jasa sangat muas,anekdot/serbaneka,positif
sangat bantu aplikasi dokter baik baik,pelayanan,positif
konsultasi dokter sangat baik cepat responsif pesan obat bahkan status pembayaranya batal ih jelek,pelayanan,negatif
bagus sekali suka aplikasi,anekdot/serbaneka,positif
bayar dokter bahkan tidak bisa chat terima kasih kembali dana,pelayanan,negatif
bagus layan baik jelas cepat,pelayanan,positif
sangat bantu pandemi seperti dokter baik sangat sabar keluh pasien bagus bagus,pelayanan,positif
konsultasi dokter lebih mudah lebih tenang panik bisa tolong sakit,pelayanan,positif
bagus sangat pelayananya,pelayanan,positif
selamat siang dokter barusan telepon mengatasnamakan layan dokter jelas klaim dana jt data lengkap email nomor rekening bank yakin aneh kok tahu email nama nomor rek un ulas lengkap,anekdot/serbaneka,negatif
selalu kasih bonus kaki beli obat pakai,pelayanan,positif
bagus cepat respon dokter sangat bantu terima kasih,pelayanan,positif
terima kasih aplikasi sangat bantu bagus,anekdot/serbaneka,positif
cepat tangap aplikasi tidak sulit,sistem,positif
baik konsultasi baik,pelayanan,positif
malam malam sakit kontak langsung konsultasi obat kirim sangat bantu informasi teman teman,pelayanan,positif
aplikasi bukan orang kelas tibang obat bayar sunguh miris negeri ktika orang pintar anugerah tidak bisa bantu ihklas uwang lebih kuasa tuhan,anekdot/serbaneka,negatif
bantu fasilitas pendaftara vaksinasi covid usia tidak perlu apotek butuh obat malas keluar rumah,pelayanan,positif
bagus kemarin putus koneksi chat dokter ulas bintang lansung telepon kembali uang bagus,pelayanan,positif
sangat bantu sekali bahkan bisa resep dokter obat bisa kirim daring terima kasih,pelayanan,positif
bagus pandemi sangat bantu terima kasih sukses selalu bantu,pelayanan,positif
sangat bantu respon cepat terima kasih,pelayanan,positif
sangat bantu sekali adany aplikasi maju,anekdot/serbaneka,positif
alamat tidak maaf tidak bisa cantum alamat manual,anekdot/serbaneka,positif
entah aplikasi apotek toko daring sedia barang kondisi edisi th beli langsung apotek gojek kasih obat edisi,pelayanan,negatif
respon dokter sangat cepat,pelayanan,positif
bagus tidak perlu antre rumah sakit,pelayanan,positif
profesional cepat tangap,anekdot/serbaneka,positif
sangat bantu sangat mudah,sistem,positif
aplikasi bantu sekali jauh vet utama dokter suci dokter hewan ramah sekali selalu konsultasi dokter suci,pelayanan,positif
sangat bantu terima kasih,anekdot/serbaneka,positif
terimakasih sangat bantu mendapt resep tanpa pergi dokter,pelayanan,positif
alam aplikasi sangat bagus semoga manfaat bantu sembuh,pelayanan,positif
cara mudah konsultasi dokter,pelayanan,positif
nomor telepon genggam muncul otentikasi bukan nomor telepon genggam tolong tim it back end baik terima kasih,sistem,negatif
tolong sekali aplikasi darurat anak anak tidak bisa ditingal rumah terima kasih,pelayanan,positif
aplikasi pintar sangat bantu sekali pandemi seperti tidak perlu antre lama apotek apotek tidak perlu antre lama kasier apotek tingal pakai gopay terima kasih,pelayanan,positif
sistem bayar kok hanya pakai gopay tidak bisa kasih bayar laku indomaret alfamaret,sistem,negatif
terima kasih mudah obat tanpa perlu klinik pandemi,pelayanan,positif
sangat bantu kirim ongkos agak mahal kurir reguler tarif ribu kena ribu,pelayanan,negatif
uang habis ribu konsultasi resep tidak bahkan tidak acuh sam dokter padahal posisi sakit,pelayanan,negatif
cukup mudah konsultasi janji dokter lingkung tingal,pelayanan,negatif
beli obat tidak nota belia,pelayanan,negatif
metode bayar sulit kenpa hanya go pay isi saldo pakai debit tidak bisa rekening bank dam sejisnya padahal hapy hewan dsni bagus bagus bagus,pelayanan,negatif
dokter baik ramah,pelayanan,positif
baik selalu andal paling jelek belanja apotek zaman pandemi lebih aman beli daring,pelayanan,positif
dokter bagus respon cepat,pelayanan,positif
terima kasih khusus wid patria sangat sabar ramah dengar konsultasi pasien bantu bagus,pelayanan,positif
tidak bisa sambung gopay,pelayanan,negatif
instal sambung gopay tulisanya nomor tidak daftar padahal nomor gopaynya benar verifikasi benar edit bintang terima kasih,sistem,negatif
konsultasi chat doctornya kena tarif tarif lebih,pelayanan,negatif
bagus layan cepat dokter ramah harga obat jangkau,pelayanan,positif
sangat bantu musim pandemi,anekdot/serbaneka,positif
bagus bagus konsultasi hamil istri semoga berkah sehat amin,pelayanan,positif
aplikasi sangat bantu,anekdot/serbaneka,positif
sangat bantu semoga resep obat khasiat sembuh anak terima kasih,pelayanan,positif
lambat respon adminya uang cepat keluh kendala lambat parah jelek jelek,pelayanan,negatif
harga bagus sayang rusak lambat respon telepon layan susah masuk hasil rapid antigen jam bisa lebih jam,pelayanan,negatif
bagus pelayananya ramah sekali,pelayanan,positif
respon costumer servies lambat lambat tidak solusi masalah aplikasi tidak bisa sinkron,pelayanan,negatif
konsultasi bayar pakai gopay bahkan gagal konsultasi menu kembali konsultasi,pelayanan,negatif
aplikasi keren sangat bantu,anekdot/serbaneka,positif
auntik vaksin mandiri sus usia umur aplikasi,anekdot/serbaneka,positif
suka pakai aplikasi bisa konsultasi murah tidak perlu jauh jauh rumah sakit,pelayanan,positif
konsultasi beli obat mudah sekali aplikasi tidak perlu report keluar cukup konsultasi beli obat tunggu rumah,pelayanan,positif
aplikasi benar sangat bantu suka,anekdot/serbaneka,positif
layan bagus sangat puas,pelayanan,positif
bagus mungkin bisa mudahin cek toko daerah,pelayanan,negatif
kondisi sulit keluar rumah sangat bantu sekali terima kasih barakalah,pelayanan,positif
oke mudah bantu sekali,pelayanan,positif
bagus sangat bantu sekali terima kasih mudah mudah lebih kembang,pelayanan,positif
layan dokter sangat cepat respon komunikasi terima baik tepat terima kasih,pelayanan,positif
sangat bantu pandemi,pelayanan,positif
pesan obat cepat sangat bantu sekali kondisi,pelayanan,positif
dokter benar lambat hampir postif hamil mohon dokter,pelayanan,positif
aplikasi mudah sangat bantu belum semoga responsif layan konsultasi terima kasih,pelayanan,positif
apotek toko beli barang harga beli naik kurang ajar sekali,harga,negatif
dokter ramah komunikatif,pelayanan,positif
terima kasih dokter resep,anekdot/serbaneka,positif
bagus musim anak sakit makin mudah nanganinya terima kasih banyak bantu,pelayanan,positif
sangat bantu kurang telepon pandemi depa semoga bisa pilih apotek,pelayanan,positif
aplikasi lambat telepon genggam masuk tampil aplikasi redmi note mohon bantuanya,sistem,negatif
kok bayar iklan gratis,harga,negatif
masuk kalender hamil kok tidak menu,sistem,negatif
proses apotek terlalu lama,pelayanan,negatif
sangat bantu tolong jangan mahal mahal konsultasi pasien butuh bantu konsultasi,harga,negatif
asli bagus sekali jam malam cari obat pilek anak langsung pakai gojek,pelayanan,positif
suka aplikasi sangat bantu,sistem,positif
mudah sekali konsultasi dokter beli obat sangat sangat mudah aplikasi bagus,sistem,positif
gatal bintik keluar nanah selangkang paha,anekdot/serbaneka,positif
masalah bagus terima kasih nilai bisa ubah makin bagus layan,pelayanan,negatif
bagus bisa dapetin obat tanpa repot apotek terima kasih bagus konsultasi dokter sangat lancar cepat,anekdot/serbaneka,positif
mudah informasi lengkap,anekdot/serbaneka,positif
sangat bantu terima kasih,pelayanan,positif
akun tidak bisa sambung gopay padahal saldo gopay isi mohon baik,sistem,negatif
bagus referensi sehat,anekdot/serbaneka,positif
terima kasih dokter ramah,pelayanan,positif
respon dokter baik chat cepat balas konsultasi mudah,pelayanan,positif
cepat tangan bagus,pelayanan,positif
he bayar debit bni tidak suportnya paksa pakai mandiri,sistem,negatif
aplikasi cepat respon layan cepat sukses bagus bagus,pelayanan,positif
aplikasi jelek cari obat driver gojek arah apotek tutup,sistem,negatif
konsultasi tht langsung responsif kasih resep bagus semoga lekas sembuh,pelayanan,positif
dokter respon baik cepat detail konsultasi sangat bagus,pelayanan,positif
dokter sangat baik nyaman konsultasi semoga makin,pelayanan,positif
bagus bagus tidak susah obat aplikasi bagus,pelayanan,positif
aplikasi bagus sangat bantu beli obat tidak perlu putar putar cari apotek terima kasih,sistem,positif
sangat bantu tidak sehat tangan cepat mudah akses terima kasih,pelayanan,positif
sangat bantu sekali mudah mudah konsultasi bisa segera sembuh,pelayanan,positif
tidak jelas aplikasi pelan tidak responsif keluar keluar tidak jelas,sistem,negatif
darurat bagus,pelayanan,positif
lambat brpa menit langsung batal jadwal konsultasi uang tidak kembali dana chat bot layan payah tidak bisa ngrespon,sistem,negatif
terima kasih saran resep bagus tidak perlu tatap muka dokter,sistem,positif
sangat bantu konsultasi obat langsung terima terima kasih dokter bagus bagus,pelayanan,positif
bagus dokter baik pakai kaget bisa langsung beli obat pakai gojek keren bantu sekali,pelayanan,positif
bagus layan csnya respon cepat tolong aplikasi pelan hanya sedikit dokter bisa asuransi teruk,anekdot/serbaneka,negatif
sangat manfaat sehat,pelayanan,positif
mudah beli obat,anekdot/serbaneka,positif
sangat bantu konsultasi dokter layan ramah jelas bantu solusi,pelayanan,positif
mudah cepat informasi,anekdot/serbaneka,positif
bagus konsultasi dokter cepat respon ramah terima kasih,sistem,positif
bagus bantu sekali jauh rumah sakit puskesmas,anekdot/serbaneka,positif
puas sekali layan terima kasih banyak bantu,pelayanan,positif
aplikasi konsultasi anga mintarsa bagus bagus bagus terima kasih dokter,sistem,positif
aplikasi sangat bantu konsultasi sehat,sistem,positif
sangat bantu solusi baik dokter percaya alam sekali bagus,pelayanan,positif
sangat bantu sekali,anekdot/serbaneka,positif
jelas dokter baik bagus bagus,pelayanan,positif
aplikasi baik suka suka suka,sistem,positif
sangat bantu sekali selalu cocok resep dokter terima kasih,pelayanan,positif
aplikasi sangat bantu,sistem,positif
jelas sangat jelas detail mudah,pelayanan,positif
sangat manfaat orang,anekdot/serbaneka,positif
bismilah semoga manfaat,anekdot/serbaneka,positif
cepat keluh pasien,pelayanan,positif
dokter komunikatif ramah sabar sara cukup jelas cara bagus terima kasih dokter,pelayanan,positif
sangat bantu era pandemi seperti semoga tingkat layananya,pelayanan,positif
dokter ny baik baik cepat obat kasi obat baik selalu langgan,pelayanan,positif
parah konsultasi bayar indonesia merdeka mapia kaya,harga,negatif
terima kasih bantu,pelayanan,positif
pesan tidak bisa bisa selalu respon salah coba,sistem,negatif
bagus semoga bisa lebih baik,sistem,positif
cara akses akun nomor telepon hilang mohon bantuanya,sistem,negatif
bantu tidak perlu rumah sakit bagus sembuh sakit,anekdot/serbaneka,positif
tidak sulit apotek sering pakai selalu puas tidak perlu keluar rumah,anekdot/serbaneka,positif
baik arah beli obat apotek rumah pasien terima kasih,anekdot/serbaneka,positif
aplikasi sangat bantu pandemi seperti banyak manfatnya saskit gejala ringan,anekdot/serbaneka,positif
tolong filter dasar wilayah praktik cek,anekdot/serbaneka,negatif
pakai lumayan tenang konsultasi dokter,anekdot/serbaneka,positif
keren bisa pakai asuransi,pelayanan,positif
sangat bantu pandemi tidak perlu keluar rumah konsultasi,anekdot/serbaneka,positif
dokter rutin periksa tangal sesuai hamil mohon bijak dockter,anekdot/serbaneka,positif
konsultasi suka,pelayanan,positif
emas cepat kirim cepat pepet malam malam butuh obat tidak kalah cepat terima kasih,anekdot/serbaneka,positif
sangat manfaat lebih efisien tenaga biaya terimakasih,anekdot/serbaneka,positif
dokter ramah solusi sesuai kondisi konsultasi,anekdot/serbaneka,positif
sangat bantu pandemi chat dokter cepat responsif profesional,anekdot/serbaneka,positif
bagus sangat bantu,anekdot/serbaneka,positif
sangat bantu cepat kondisi desak pasien tidak cukup datangke rumah sakit,anekdot/serbaneka,positif
sangat bantu utama kondisi dadak desak terima kasih sangat lebih semoga sukses,anekdot/serbaneka,positif
bagus bisa konsultasi seperti diskusi langsung dokter,sistem,positif
aplikasi sangat bantu,sistem,positif
takut rumahsakit dokter bagus bagus sekali terima kasih,sistem,positif
terima kasih bisa konsultasi dokter dokter ramah cepat balas chat senang senang,anekdot/serbaneka,positif
sangat bantu nali sakit kucing konsultasi dokter hewan,anekdot/serbaneka,positif
bantu sekali sakit,anekdot/serbaneka,positif
aplikasi sangat penting hidup butuh obat bisa tingal pesan,sistem,positif
dokter jelas sangat bantu rawat suami terima kasih,anekdot/serbaneka,positif
bagus bantu susah keluar cari obat aplikasiny cepat lengkap bagus,anekdot/serbaneka,positif
sangat bantu pandemi kurang kontak langsung dokter,anekdot/serbaneka,positif
dokter layan gratis respon cepat kaih bintang coba konsultasi bagus,anekdot/serbaneka,positif
bagus terima kasih layan cepat sangat bantu,anekdot/serbaneka,positif
bagus jelas dokter detail pakai gambar tubuh lebih cepat mudah,anekdot/serbaneka,positif
aplikasi sangat bantu sayang tidak bisa bayar pakai ovo senang,sistem,negatif
bagus manfaat respon cepat baik tangap sangat bantu,anekdot/serbaneka,positif
binggung aplikasi sangat bantu terima kasih yah,sistem,positif
tolong semoga bantu masyarakat banyak mudah,anekdot/serbaneka,positif
sangat bantu covid tidak perlu keluar rumah,anekdot/serbaneka,positif
bantu sekali terima kasih,anekdot/serbaneka,positif
bagus aplikasi sangat sangat bantu pelayananya cepat bagus,sistem,positif
tolong fitur gratis chat asuransi spesialis dokter jangan hanya dokter,sistem,negatif
tulis hubung dokter saldo potong tidak bisa chat diskusi dokter aplikasi jelek,sistem,negatif
bisa konsultasi cepat,anekdot/serbaneka,positif
terima kasih sangat bantu,anekdot/serbaneka,positif
responya sangat sangat sangat lama sekali,anekdot/serbaneka,negatif
dokter ramah lansung point jelas sakit tahan,pelayanan,positif
sunguh manfaat pandemi milik anak kecil sakit malam,anekdot/serbaneka,positif
terima kasih aplikasi sangat bantu konsultasi masalah sehat,anekdot/serbaneka,positif
benar benar detail bantu sekali dokter kasih resep obat,anekdot/serbaneka,positif
malam dokter tetap sabar layan konsultasi keren charles,anekdot/serbaneka,positif
ambil obat selalu jauh rumah kasihan gojek,anekdot/serbaneka,negatif
sangat sangat bantu biaya konsultasi plus obat jangkau terima kasih,anekdot/serbaneka,positif
ulas dokter baik obat rekomendasi bagus terima kasih dokter,anekdot/serbaneka,positif
sangat bantu aplikasi hubung dokter pandemi seperti,anekdot/serbaneka,positif
kasih bintang pesan bayar status batal uang belum tahu lari uang kasih bintang transaksi batal,sistem,negatif
sangat bantu pandemi seperti tidak keluar rumah,anekdot/serbaneka,positif
senang sekali konsultasi dokter bagus tenang,anekdot/serbaneka,positif
aplikasi sangat bagus,sistem,positif
sangat bantu informasi sehat butuh,anekdot/serbaneka,positif
puas sekali sangat bantu terimakasi aplikasi halodic dokter tugas,anekdot/serbaneka,positif
susah sekali hubung gopay padahal pin betul bilang salah,anekdot/serbaneka,negatif
terima kasih aplikasi sangat bantu utama pandemi,anekdot/serbaneka,positif
pesan bagus lancar cepat sekali,sistem,positif
tolong sertifikat vaksin kemarin vaksin belum keluar makan bukan keluar tolong usut jelek tolong respon kendala terima kasih,sistem,positif
terima kasih sangat bantu,anekdot/serbaneka,positif
cepat tangan terima kasih ksih sangat bantu kondisi desak,anekdot/serbaneka,positif
sangat bantu pandemi covid bagus,anekdot/serbaneka,positif
sangat bantu konsultas semoga cocok obat amin,anekdot/serbaneka,positif
sangat manfaat konsultasi sehat cepat bagus senang,sistem,positif
tolong cepat proses jangan lama lama tes pacar kemarin menunggu belum ac butuh cepat,anekdot/serbaneka,negatif
dokter tolong area luas daerah jawa timur blitar,anekdot/serbaneka,negatif
jelas sangat baik,anekdot/serbaneka,positif
sangat bantu sekali situasi pandemi seperti tidak perlu repot repot keluar rumah,anekdot/serbaneka,positif
suka mudah sibuk periksa dokter,anekdot/serbaneka,positif
dokter sangat ramah bantu terima kasih,pelayanan,positif
bagus sangat bantu,anekdot/serbaneka,positif
bagus kondisi pandemi bisa obat rumah,anekdot/serbaneka,positif
sangat bantu cari solusi sehat terima kasih,anekdot/serbaneka,positif
aplikasi cukup bantu tidak perlu sulit antre beli obat,sistem,positif
cepat responsif solusi,anekdot/serbaneka,positif
bantu sekali cukup upload resep tingal tunggu obat tidak perlu antre apotek,anekdot/serbaneka,positif
lebih bagus opsi saran driver gojek,anekdot/serbaneka,negatif
benar benar rekomen sangat bantu terima kasih banyak bagus,anekdot/serbaneka,positif
bagus rekomendasi sekali konsultasi tanpa pergi rumah sakit,anekdot/serbaneka,positif
selalu bisa andal,anekdot/serbaneka,positif
aplikasi pelan sekali sering macet tolong servernya baik terima kasih,sistem,negatif
tolong alas pesan batal tahu tahu batal,anekdot/serbaneka,negatif
lebih mudah cepat,anekdot/serbaneka,positif
sangat bantu aplikasi terima kasih dokter,anekdot/serbaneka,positif
bagus bisa bicara lebih ahli tidak diagnosis,pelayanan,positif
sangat bantu aplikasi kondisi pandemi covid,anekdot/serbaneka,positif
sangat bantu beli obat darurat terima kasih gojek,anekdot/serbaneka,positif
sangat bantu darurat konsultasi obat rumah biaya jangkau,anekdot/serbaneka,positif
bagus sangat bantu isoman,anekdot/serbaneka,positif
bagus sekali sangat bantu,anekdot/serbaneka,positif
dokter ramah,pelayanan,positif
sangat puas layan sangat baik keluarga,pelayanan,positif
kadang barang kosong,anekdot/serbaneka,negatif
solusi pandemi,anekdot/serbaneka,positif
respon dokter cepat padat jelas puas layan,pelayanan,positif
dokter responsif bagus dokter sangat galak,pelayanan,negatif
bantu sekali,anekdot/serbaneka,positif
sederhana tidak sulit,anekdot/serbaneka,positif
bantu tidak perlu rumah sakit pandemi suka,anekdot/serbaneka,positif
baik sangat care,anekdot/serbaneka,positif
tidak bisa instal mingu,sistem,negatif
konsultasi dokter ramah kirim obat sangat cepat terima kasih,pelayanan,positif
bisa surat terang sakit dokter kerja,anekdot/serbaneka,positif
dokernya ramah ramah sekali chat jam pagi layan baik,pelayanan,positif
cepat respon dokter kondisi arah resep obat,pelayanan,positif
sangat bantu sekali,anekdot/serbaneka,positif
dokter bagus hanya wilayah obat kurang luas,pelayanan,negatif
praktis sangat bantu tidak bisa keluar rumah kantor,anekdot/serbaneka,positif
sangat bantu,anekdot/serbaneka,positif
puas sekali lebih mudah konsultasi dokter,anekdot/serbaneka,positif
responya cepat,anekdot/serbaneka,positif
senang konsultasi tidak perlu anti khawatir kontak,pelayanan,positif
sangat bantu sekali,anekdot/serbaneka,positif
kirim cepat,anekdot/serbaneka,positif
sangat bantu cepat butuh obat obat konsultasi sehat,anekdot/serbaneka,positif
selamat pagi sertifikat tidak bisa buka vaksin,anekdot/serbaneka,negatif
sangat bantu terima kasih,anekdot/serbaneka,positif
sangat bantu sekali pandemi seperti,anekdot/serbaneka,positif
terima kasih sangat bantu sekali pandemi bantu,anekdot/serbaneka,positif
sangat bantu sekali,anekdot/serbaneka,positif
sangat bantu bagus bagus,anekdot/serbaneka,positif
terima kasih keluh layan cepat tangap bantu,anekdot/serbaneka,positif
sangat bantu sekali,anekdot/serbaneka,positif
chat tidak balas dokter saldo tetap kurang jelek memang,anekdot/serbaneka,negatif
sangat bantu,anekdot/serbaneka,positif
pakai aplikasi cukup lancar informatif,anekdot/serbaneka,positif
keren praktis percaya,anekdot/serbaneka,positif
amat sangat bantu,anekdot/serbaneka,positif
aplikasi sangat bantu sekali kondisi istirahat,sistem,positif
dokter bisa jelas baik semoga anak lekas sembuh,pelayanan,positif
aplikasi layan sangat bantu sekali semoga sukses,sistem,positif
aplikasi sangat bantu respon cepat kirim cepat,sistem,positif
aplikasi sangat bantu pasien tidak bisa pergi,sistem,positif
dokter baik jasa sangat jelas sangat bantu,pelayanan,positif
terima kasih mudah mudah cepat sembuh sakit,anekdot/serbaneka,positif
layan sangat baik terima kasih dokter,pelayanan,positif
sangat cepat bagus,anekdot/serbaneka,positif
sangat bantu sekali,anekdot/serbaneka,positif
aplikasi banyak manfatnya bagus sangat mudah,anekdot/serbaneka,positif
senang sekali bisa curah hati dada binggung terima kasih terima kasih,anekdot/serbaneka,positif
terima kasih sangat bantu sekali pandemi seperti,anekdot/serbaneka,positif
pelayananya sangat muas tugas sangat ramah terima kasih,pelayanan,positif
sangat sangat bantu tenang informasi solusi,anekdot/serbaneka,positif
dokter hewan ramah sekali,pelayanan,positif
sangat bantu rumah sakit takut takut,anekdot/serbaneka,positif
cepat respon dokter ramah jelas detail,anekdot/serbaneka,positif
aplikasi bagus tidak wilayah lombok barat,sistem,negatif
sangat bantu pandemi seperti,anekdot/serbaneka,positif
chat dokter gratis tidak tahu bayar bagus bagus,harga,negatif
sangat bantu dokter cukup jelas sabar,anekdot/serbaneka,positif
aplikasi sangat bantu palagi kondisi pandemi seperti rumah sakit rujuk copid,sistem,positif
informasi advise sangat bantu terima kasih dokter,anekdot/serbaneka,positif
bagus sangat bantu tidak perlu keluar rumah temu dokter,anekdot/serbaneka,positif
kok bayar gopay docternya tidak respon uang gopay kok bayar ganti dokter,anekdot/serbaneka,negatif
bantu sekali,anekdot/serbaneka,positif
bayar gagal uang potong dokter tidak tidak beres,sistem,negatif
bagus sekali sangat bantu pandemi seperti,anekdot/serbaneka,positif
bagus sangat bantu sekali terima kasih semoga makin sukses,anekdot/serbaneka,positif
