review,sentiment
"terimakasih,dokter,semoga,bermanfaat",1
"aplikasi,bagus,murah,terima,kasih",1
"membantu,bermanfaat,pandemi,obat,dianjurkan,baik,cepat,menyembuhkan,sesuai,penyakit,sasaran,terima,kasih",1
"bagus,konsultasi,jam,obat,langsung,jam,aplikasi,membantu,semoga,obat,cocok",1
"dokternya,jelas",1
"pembayaran,ovo,dana",0
"bagus,kasih,informasi,menarik,baik",1
"mantap,murah,konsultasi,dokter,bayar,gopay",1
"membantu,pengalaman",1
"baik,penanganan,suka,panik,diagnose,baik,langsung,ahlinya,teman-teman",1
"pemesanan,pengiriman,obat,cepat,membantu,keadan,mendesak,ayah,obat,jantung,secepatnya,jam,terima,kasih",1
"aplikasi,bagus,membantu",1
"aplikasi,bagus,dokternya,responya,cepat,bagus",1
"pelayanan,baik,hasil,cepat,diterima,customer",1
"chat,dokternya,membantu",1
"praktis,membantu,terima,kasih",1
"w,kirim,mata,m,yun,ukm,j,mi",0
"puas,cepat,tangap,bantu",1
"berbayar,gratis,obat,batuk,pilek,terbaik,dijual,warung,paham,perbedan,obat,lumayan,aplikasi,lihat,dokter,cantik,pengalamanya,lulusan,bintang,aplikasi",1
"terima,kasih,dokter,uji,asiah,m,sc,dokternya,baik,ramah,jelas,penjelasanya,senang,konsultasi,bu,dokter",1
"sedang,apa,mengantri,klinik,rumah,sakit,dokter,lebih,baik,tingal,klik,konsultasi,keluhan,menunggu,obat,beres,keren,terima,kasih,kasih",1
"bintang,pilihan,pembayaran,terbatas,evaluasi,pilihan,pembayaran,linkaja,transfer,rekening,virtual",0
"paket,pertangung,terimakasih,dana,diganti,proses",0
"bintang,coba,masuk,langsung,sinyal,telepon,genggam,mendukung",0
"bagus,konsultasi,langsung,dokter,spesialis,semoga,sukses",1
"konsultasi,memuaskan,lumayan,ramah",1
"penolong,aplikasi,pengguna,mudah",1
"membantu,kondisi,rumah,sakit,pasien,aman,sehat,t,jaga,terima,kasih,pertahankan,respon,cepat,dokter",1
"konsultasi,pakai,bayar,kaya,lebih,baik,langsung,rumah,sakit,langsung,kasih,obatnya,bukanya,membantu",0
"membantu,darurat,membutuhkan,obat,malam,haripun,chat,dokter,spesialis,obatny,cepat,dtangnya,terima,kasih,gosend",1
"kode,voucher,bilang,invalid",0
"proses,mudah,cepat,pemesanan,obat",1
"terima,kasih,aplikasi,mudah,konsultasi,dokter,semoga,sakit,sembuh,amin",1
"membantu,sakit,mag,kosan,berjalan,apotek,pesan,beli,gojek,puji,tuhan,langsung,minum,obat,sembuh,untung,bagus",1
"bagus,bermanfaat,teratas",1
"praktis,dokter,pelayanan,ramah,bagus",1
"praktis,puas,terima,kasih",1
"membantu,pandemi,hamil,puas,respon,baik,ramah,dokter,dokter,senang,terbaik,suka",1
"terima,kasih,apotek,pesan,obat,rutin,suami,semoga,smakin,bagus,depanya,terima,kasih,bagus",1
"membantu,konsultasi,dokter,antre,pembelian,obat,mudah,langsung,diantar,rumah",1
"dokternya,tangap,cepat,respon",1
"call,servis,dokter,menelepon,menawarkan,prodak,unlimited,perbulan,sistem,auto,debit,fasilitas,bebas,chat,dokter,fitur,aplikasi,berubah,tarif,gratis,ulasan,lengkap",0
"dokternya,balasnya,cepat,ramah",1
"barusan,telepon,mengatas,namakan,email,pribadi,data,nmor,rekening,anjungan,tunai,mandiri,bner,mohon,infonya,bner,bong,data,anjungan,tunai,mandiri,membawa,kepihak,ulasan,lengkap",0
"binggung,biaya,penanganan,biaya,ongkos,kirim,gataunya,biaya,penanganan,ongkirnya,tertawa,jatohnya,murah,terimakasih,suka",1
"respon,pelayanan,lambat,keluhan",0
"pesan,obatnya,susah,mencari,driver,pesan,offline,langsung,apotek,kasih,lihat,resepnya",0
"bagus,konsultasi,dokternya,bagus",1
"maaf,download,aplikasi,gejala,sakit,alami,kenakan,biaya,bantu",0
"bagus,terbantu,konsultasi,penyakit,obatnya,terima",1
"bagus,aplikasinya,membantu",1
"terima,kasih,serba,cepat",1
"pagi,pagi,konsultasi,bu,dokter,cantik,diagnosis,baik,resep,terjangkau,bahasa,ramah,terima,kasih,bantu",1
"maaf,mingu,hidung,mencium,bau,coba",1
"rekomendasi,unduh,kesulitan,mencari,membeli,obat,dibutuhkan",1
"membantu,terima,kasih",1
"mag,kambuh,berat,dokter,untung,selesai,konsultasi,daring,resep,langsung,diorder,gojek,terima,kasih",1
"bagus,cepat,pengiriman,semoga,obatnya,manjur,cepat,berkhasiat,secepat,pengiriman,sukses",1
"pelayanan,pengobatan,penyembuhan",1
"balita,usia,beberap,telinga,anak,sebelah,kanan,cairan,bau,anak,terkadang,memukul,telingan,telapak,tangan,kasih,obat,terima,kasih",1
"terima,kasih,aplikasi,malam,sakit,pinggang,salah,rekan,dokter,bernama,feny,membantu,sakit",1
"buatin,dokter,chat,gratis",1
"pandemi,membantu,klik,terhubung,konsultasi,obat,langsung,diantar",1
"suda,pembayaran,chat,pembayaran,berhasil,chat,dokter,sibuk",1
"kesekian,konsultasi,dokter,dokter,konsultasi,nency,binggung,mingu,dokter,dokter,spesialis,libur,praktik,terima,kasih,dokter",1
"membantu,obat,langsung,diantar,gopay,saldo,great,senang",1
"instal,aplikasi,wlopun,tertawa,bagus,lengkap,mudah,instal,coba,konsultasi,gizi,keren,dokternya,asik,terima,kasih,aditya,mulyantari",1
"pesan,obat,status,terkirim,terima,obatnya,telepon,pelayanan,ktnya,diurus,penyelesaian,ktnya,aplikasi,bagus,pelayanan,buruk",0
"hai,cari,swab,antigen,rsatau,klinik,terdekat,reading,crash,mohon,dibantu",0
"membantu,terima,kasih",1
"aplikasi,bagus,dokter,didalamnya,bertangung,bangat,semoga,aplikasi,berkembang,baik,dimasa",1
"bagus,dokter,direkomendasikan",1
"baik,diperbaiki,verifikasi,kode,otp,pembayaran,gopay,berulang,berulang,sukses,terima,kasih",0
"terbantu,pandemi,konsultasi,dokter,obat,dikirim,langsung,apotek,bayarnya,cashles",1
"mudah,repot,repot,antre,antre,rumah,sakit,klinik,klik,konsultasi,kasih,resep,obat,thanks,semoga,dokter,sukses,amin,bagus",1
"membantu,cepat,praktis,memuaskan",1
"log,out,verifikasi,kode,dikirim,sms,error",1
"era,pandemi,dokter,konsultasi,daring,membantu,terima,kasih",1
"perlayan,baik,sopan,lokasi,mudah,area,luas,memudahkan,vaksin,menjalankan,proses,m,bravo",1
"membantu,aman,selagi,pandemi,malas,antre,penjelasanya,memuaskan",1
"terbantu,aplikasi,dokternya,baik,baik",1
"konsultasi,dokter,baik,cepat,responsif,pesan,obat,status,pembayaranya,dibatalkan,jelek",1
"bagus,suka,aplikasi",1
"pembayaran,dokternya,chat,terima,kasih,pengembalian,dana",1
"bagus,pelayanan,baik,jelas,cepat",1
"membantu,pandemi,dokternya,baik,sabar,keluhan,pasien",1
"konsultasi,dokter,mudah,menenangkan,panik,pertolongan,sakit",1
"bagus,pelayananya",1
"selamat,siang,dokter,barusan,telepon,mengatasnamakan,pelayanan,dokter,klaim,dana,jt,data,lengkap,email,nomor,rekening,bank,aneh,email,nama,nomor,rek,un,ulasan,lengkap",1
"kasih,bonus,kaki,beli,obat,pakai",1
"bagus,cepat,respon,dokternya,membantu,terima,kasih",1
"terimakasih,aplikasi,bantu",1
"cepat,tangap,aplikasi,sulit",1
"terbaik,konsultasi,terbaik",1
"malam,malam,sakit,kontak,langsung,konsuli,obat,kirim,membantu,infokan,teman,teman",1
"aplikasi,orang,kelas,tibang,obat,bayar,sunguh,miris,negeri,ktika,orang,pintar,anugerah,membantu,ihklas,seakan,uwang,kuasa,tuhan",0
"membantu,memfasilitasi,pendaftara,vaksinasi,covid,lanjut,usia,apotek,butuh,obat,malas,rumah",1
"mantap,kemarin,putus,koneksi,chat,dokter,ulasan,bintang,lansung,ditelpon,dikembalikan,uangnya,mantap",1
"membantu,resep,dokter,obat,dikirim,daring,terima,kasih",1
"bagus,pandemi,membantu,terima,kasih,sukses,bantu",1
"membantu,respon,cepat,terima,kasih",1
"terbantu,adany,aplikasi,maju",1
"alamat,maaf,mencantumkan,alamat,manual",1
"aplikasi,ketiga,apotek,toko,online,sedia,barang,kondisi,edisi,th,beli,langsung,apotek,gojek,kasih,obat,edisi",0
"respon,dokter,cepat",1
"bagus,antre,rumah,sakit",1
"profesional,cepat,tangap",1
"membantu,mudah",1
"aplikasi,membantu,vet,dokter,suci,dokter,hewan,ramah,konsultasi,dokter,suci",1
"membantu,terima,kasih",1
"thanks,membantu,mendapt,resep,pergi,dokter",1
"pengalaman,aplikasi,bagus,semoga,bermanfaat,membantu,menyembuhkan",1
"mudah,konsultasi,dokter",1
"nomor,telepon,genggam,muncul,otentikasi,nomor,telepon,genggam,tolong,tim,it,back,end,diperbaiki,terima,kasih",0
"menolong,aplikasinya,darurat,anak,anak,ditingal,rumah,terima,kasih",1
"aplikasi,pintar,membantu,dimasa,pandemi,antre,apotek,apotek,antre,dikasir,apotek,tingal,pakai,gopay,terima,kasih",1
"sistem,pembayaran,pakai,gopay,kasih,pembayaran,lakukan,indomaret,alfamaret",0
"terima,kasih,mempermudah,berobat,klinik,dimasa,pandemi",1
"membantu,pengiriman,ongkosnya,mahal,kurir,reguler,tarif,ribu,kena,ribu",1
"uang,habis,ribu,konsultasi,resep,cuek,sam,dokternya,posisi,sakit",0
"mempermudah,konsultasi,janji,dokter,lingkungan,tingal",1
"beli,obat,sertakan,nota,pembelianya",0
"metode,pembayaran,sulit,kenpa,go,pay,isi,saldo,pakai,debit,teratas,rekening,bank,dam,sejisnya,hapy,hewan,bagus",0
"dokternya,baik,ramah",1
"terbaik,menurutku,andalan,diriku,jelek,belanja,apotek,zaman,pandemi,aman,beli,daring",1
"dokter,bagus,respon,cepat",1
"terima,kasih,terkhusus,wid,patria,sabar,ramah,mendengarkan,konsultasi,pasien",1
"tidak,bisa,disambung,gopay",0
"instal,sambung,gopay,tulisanya,nomor,terdaftar,nomor,gopaynya,terverifikasi,edit,bintangnya,terima,kasih",1
"konsultasi,chat,doctornya,kenakan,tarif,tarifnya",0
"bagus,pelayanan,cepat,dokter,ramah,harga,obat,jangkau",1
"membantu,musim,pandemi",1
"bagus,bagus,konsultasi,kehamilan,istri,semoga,berkah,sehat,amin",1
"aplikasi,membantu",1
"membantu,semoga,resep,obatnya,berkhasiat,kesembuhan,anak,terimakasih",1
"lambat,respon,adminya,uang,cepat,keluhan,kendala,lambat,parah,jelek",0
"harga,bagus,sayang,error,lambat,respon,ditelpon,pelayanan,susah,masuk,hasil,rapid,antigen,jam,jam",0
"bagus,pelayananya,ramah",1
"respon,costumer,servies,lambat,lambat,solusi,bermasalah,aplikasi,sinkron",0
"konsultasi,bayar,pakai,gopay,gagal,konsultasi,menu,konsultasi",1
"aplikasi,keren,membantu",1
"auntik,vaksin,mandiri,kusus,lanjut,usia,umur,aplikasi",1
"suka,pakai,aplikasi,konsultasi,murah,rumah,sakit",1
"konsultasi,beli,obat,mudah,aplikasi,report,konsultasi,beli,obat,menunggu,rumah",1
"aplikasi,membantu,suka",1
"pelayanan,bagus,puas",1
"bagus,mudahin,cek,tokonya,daerah",1
"kondisi,sulit,rumah,membantu,terima,kasih,barakalah",1
"ok,memudahkan,membantu",1
"bagus,membantu,terima,kasih,mudah,mudahan,berkembang",1
"layanan,dokter,cepat,respon,komunikasi,terima,baik,terima,kasih",1
"membantu,pandemi",1
"pesan,obat,cepat,membantu,disetiap,kondisi",1
"dokter,terlambat,postif,hamil,mohon,petunjuk,dokter",0
"aplikasinya,mudah,membantu,semoga,responsif,melayani,konsultasi,terima,kasih",1
"apotek,toko,beli,barang,harga,beli,ajar",0
"dokternya,ramah,komunikatif",1
"terima,kasih,dokter,resep",1
"bagus,pokoknya,musim,anak,sakit,mudah,nanganinya,terima,kasih,bantu",1
"membantu,telepon,dimasa,pandemi,kedepanya,semoga,pilih,apotek",1
"aplikasi,lambat,telepon,genggam,masuk,tampilan,aplikasi,redmi,note,mohon,bantuanya",1
"bayar,iklan,gratis",0
"masuk,kalender,kehamilan,menu",0
"proses,apotek",1
"membantu,tolong,mahal,mahal,konsultasi,pasien,butuh,bantuan,konsultasi",1
"asli,bagus,jam,malam,mencari,obat,pilek,anak,langsung,pakai,gojek",1
"suka,aplikasi,membantu",1
"memudahkan,konsultasi,dokter,membeli,obat,memudahkan,aplikasi,bagus",1
"gatal,bintik,nanah,selangkangan,paha,petunjuk",1
"pengguna,bagus,terima,kasih,penilaian,berubah,bagus,pelayanan",1
"bagus,dapetin,obatnya,repot,apotek,terima,kasih,bagus,konsultasi,dokter,lancar,cepat",1
"mudah,informasinya,lengkap",1
"teratas,membantu,terima,kasih",1
"akun,tersambung,gopay,saldo,gopay,isinya,mohon,diperbaiki",0
"bagus,referensi,kesehatan",1
"terima,kasih,dokternya,ramah",1
"respon,dokter,baik,chat,cepat,dibalas,konsultasi,di,mana,mudah",1
"cepat,penanganan,bagus",1
"he,pembayaran,debit,bni,suportnya,terpaksa,pakai,mandiri",1
"aplikasi,cepat,respon,pelayanan,cepat,sukses,bagus",1
"aplikasi,rongsokan,cari,obat,driver,gojek,diarahkan,apotek,tutup",0
"konsultasi,tht,langsung,responsif,kasih,resep,bagus,semoga,lekas,sembuh",1
"dokternya,respon,baik,cepat,detail,konsultasi,bagus",1
"dokternya,baik,nyaman,konsultasi,semoga,perbarui",1
"bagus,mantap,susah,berobat,aplikasi,bagus",1
"aplikasi,bagus,membantu,beli,obat,putar,putar,cari,apotek,terima,kasih",1
"membantu,sehat,penanganan,cepat,mudah,diakses,terima,kasih",1
"membantu,mudah,mudah,konsultasi,sembuh",1
"jelas,aplikasi,pelan,responsif,jelas",0
"darurat,bagus",1
"terlambat,brpa,menit,langsung,dibatalkan,jadwal,konsultasi,uang,pengembalian,dana,chat,botnya,pelayanan,payah,ngrespon",0
"terimakasih,saran,resep,terbagus,tatap,muka,dokter",1
"membantu,konsultasi,obat,langsung,diterima,terima,kasih,dokter",1
"bagus,dokternya,baik,pakai,kaget,langsung,beli,obat,pakai,gojek,keren,membantu",1
"bagus,layanan,csnya,respon,cepat,tolong,aplikasi,pelan,dokter,asuransi,diterukan",0
"bermanfaat,kesehatan",1
"dimudahkan,membeli,obat",1
"membantu,konsultasi,dokter,pelayanan,ramah,jelas,membantu,solusi",1
"mudah,cepat,informasinya",1
"bagus,konsultasi,dokter,cepat,respon,ramah,terima,kasih",1
"mantap,membantu,seumpama,rumah,sakit,puskesmas",1
"puas,pelayanan,terima,kasih,membantu",1
"aplikasi,konsultasi,anga,mintarsa,bagus,bagus,bagus,terima,kasih,dokter",1
"aplikasi,membantu,konsultasi,kesehatan",1
"membantu,solusi,baik,dokter,terpercaya,pengalaman,bagus",1
membantu,1
"penjelasan,dokter,baik,bagus",1
"aplikasi,terbaik,suka",1
"membantu,cocok,resep,dokter,terima,kasih",1
"aplikasi,membantu",1
"penjelasan,jelas,detail,mudah,mengeti",1
"bermanfaat,orang",1
"bismilah,semoga,bermanfaat",1
"cepat,keluhan,pasien",1
"dokternya,komunikatif,ramah,sabar,saranya,jelas,secara,keseluruhan,terima,kasih,dokter",1
"membantu,era,pandemi,semoga,ditingkatkan,layananya",1
"dokter,ny,baik,baik,cepat,obat,kasi,obat,terbaik,langgan",1
"parah,konsultasi,bayar,indonesia,merdeka,mapia,kaya",0
"terima,kasih,membantu",1
"pemesanan,respon,salah,coba",0
"bagus,semoga,baik",1
"mengakses,akun,nomor,telepon,hilang,mohon,bantuanya",1
"terbantu,kerumah,sakit,bagus,sembuh,sakit",1
"sulit,apotek,pakai,puas,rumah",1
"baiknya,arahkan,pembelian,obat,apotek,terdekat,rumah,pasien,terima,kasih",1
"aplikasi,membantu,pandemi,manfatnya,saskit,gejala,ringan",1
"tolong,filter,berdasarkan,wilayah,praktik,cek",0
"pakai,lumayan,tenang,konsultasi,dokternya",1
"keren,pakai,asuransi",1
"membantu,pandemi,rumah,konsultasi",1
"dokter,rutin,periksa,tangal,tentukan,sesuai,kehamilan,perbulan,mohon,kebijakan,dockter",1
"konsultasi,suka",1
"pengemasan,cepat,pengiriman,cepat,kepepet,malam,malam,butuh,obat,kalah,cepat,terima,kasih",1
"bermanfaat,efisien,tenaga,biaya,thanks",1
"dokternya,ramah,solusi,sesuai,kondisi,konsultasi",1
"membantu,pandemi,chat,dokter,cepat,responsif,profesional",1
"bagus,membantu",1
"membantu,cepat,kondisi,mendesak,pasien,datangke,rumah,sakit",1
"membantu,kondisi,mendadak,mendesak,terima,kasih,semoga,sukses",1
"bagus,konsultasi,berasa,diskusi,langsung,dokter",1
"aplikasi,membantu",1
"takut,rumahsakit,dokternya,bagus,bagus,makasih",1
"terima,kasih,konsultasi,dokter,dokternya,ramah,cepat,balas,chat,senang",1
"membantu,mengenali,penyakit,kucing,konsultasi,dokter,hewan",1
"membantu,sakit",1
"aplikasi,kehidupan,butuh,obat,tingal,pemesanan",1
"dokter,jelas,terbantu,merawat,suami,terima,kasih",1
"bagus,membantu,susah,cari,obat,aplikasiny,cepat,lengkap,bagus",1
"membantu,dimasa,pandemi,mengurangi,kontak,langsung,dokter",1
"dokter,melayani,gratis,respon,cepat,kaih,bintang,mencoba,konsultasi",1
"bagus,terima,kasih,layanan,cepat,membantu",1
"bagus,penjelasan,dokternya,detail,pakai,gambar,tubuh,cepat,mudah",1
"aplikasi,membantu,sayang,bayar,pakai,ovo",1
"bagus,bermanfaat,respon,cepat,baik,tangap,membantu",1
"binggung,ke,mana,aplikasi,membantu,terima,kasih,yah",1
"menolong,semoga,membantu,masyarakat,kemudahan",1
"membantu,covid,rumah",1
"membantu,terima,kasih",1
"bagus,aplikasi,membantu,pelayananya,cepat,bagus",1
"tolong,fitur,gratis,chat,asuransi,spesialis,dokter,dokter",1
"tulisan,terhubung,dokter,saldo,terpotong,chat,diskusi,dokternya,aplikasi,jelek",0
"konsultasi,cepat",1
"terima,kasih,membantu",1
responya,0
"dokter,ramah,lansung,point,penjelasan,penyakitnya,pertahankan",1
"sunguh,bermanfaat,pandemi,memiliki,anak,sakit,malam",1
"terima,kasih,aplikasi,membantu,konsultasi,kesehatan",1
"detail,membantu,dokternya,kasih,resep,obat",1
"malam,dokternya,sabar,melayani,konsultasi,keren,charles",1
"ambilnya,obat,rumah,kasihan,gojeknya",1
"membantu,biaya,konsultasi,plus,obat,terjangkau,terima,kasih",1
"ulasan,dokter,baik,obat,direkomendasikan,bagus,terima,kasih,dokter",1
"membantu,aplikasi,berhubungan,dokter,pandemi",1
"kasih,bintang,pemesanan,bayar,status,dibatalkan,uang,lari,ke,mana,uang,kasih,bintang,transaksi,dibatalkan",0
"membantu,keadan,pandemi,rumah",1
"senang,konsultasi,dokter,bagus,tenang",1
"aplikasi,bagus",1
"membantu,informasi,kesehatan,butuhkan",1
"puas,membantu,terimakasi,aplikasi,halodic,dokter,bertugas",1
"susah,hubungkan,gopay,pin,dibilang,salah",0
"terima,kasih,aplikasi,membantu,pandemi",1
"pesan,bagus,lancar,cepat,sampainya",1
"tolong,sertifikat,vaksin,kemarin,vaksin,makan,mengeluarkan,tolong,usut,jelek,tolong,respon,kendala,terima,kasih",0
"terimakasih,membantu",1
"cepat,penanganan,terima,kasih,ksih,terbantu,kondisi,mendesak",1
"membantu,keadan,pandemi,covid,bagus",1
"membantu,konsultas,semoga,cocok,obatnya,amin",1
"bermanfaat,konsultasi,kesehatan,cepat,bagus",1
"tolong,percepat,prosesnya,tes,pacar,kemaren,nunggu,ac,butuh,cepat",0
"dokter,tolong,area,perluas,daerah,jawa,timur,blitar",1
"penjelasan,baik",1
"membantu,situasi,pandemi,repot,repot,rumah",1
"suka,memudahkan,sibuk,memeriksakan,dokter",1
"dokternya,ramah,membantu,terima,kasih",1
"bagus,membantu",1
"bagus,kondisi,pandemi,berobat,rumah",1
"membantu,mencari,solusi,kesehatan,terima,kasih",1
"aplikasi,membantu,sulit,antre,beli,obat",1
"cepat,responsif,solusi",1
"membantu,upload,resep,tingal,menunggu,obat,antre,apotek",1
"bagus,opsi,saran,driver,gojeknya",1
"rekomen,membantu,terima,kasih,bagus",1
"bagus,rekomendasi,konsultasi,pergi,rumah,sakit",1
diandalkan,1
"aplikasinya,pelan,macet,tolong,servernya,perbaiki,terima,kasih",1
"tolong,alasan,pesanan,dibatalkan,batal",0
"mudah,cepat",1
"membantu,aplikasi,terima,kasih,dokter",1
"bagus,berbicara,ahli,diagnosis",1
"terbantu,aplikasi,kondisi,pandemi,covid",1
"membantu,beli,obat,darurat,terima,kasih,gojek",1
"membantu,darurat,konsultasi,obat,rumah,biaya,terjangkau",1
"bagus,membantu,isoman",1
"bagus,membantu",1
"dokternya,ramah",1
"puas,pelayanan,baik,keluarga",1
"kadang,barangnya,kosong",1
"solusi,pandemi",1
"respon,dokter,cepat,penyampaian,padat,jelas,puas,pelayanan",1
"dokter,responsif,bagus,dokter,galak",1
membantu,1
"sederhana,sulit",1
"terbantukan,rumah,sakit,pandemi,suka",1
"baik,care",1
"instal,mingu",0
"konsultasi,dokter,ramah,pengiriman,obat,cepat,terima,kasih",1
"surat,keterangan,sakit,dokter",1
"dokernya,ramah,ramah,chat,jam,pagi,dilayani,baik",1
"cepat,respon,dokternya,kondisi,arahan,resep,obat",1
membantu,1
"dokternya,bagus,wilayah,pengantaran,obat,luas",1
"praktis,membantu,dikala,rumah,kantor",1
membantu,1
"puas,mudah,konsultasi,dokter",1
"responya,cepat",1
"senang,konsultasi,anti,khawatir,kontak",1
membantu,1
"pengiriman,cepat",1
"membantu,cepat,kebutuhan,obat,obatan,konsultasi,kesehatan",1
"selamat,pagi,sertifikat,dibuka,vaksin",1
"membantu,terima,kasih",1
"membantu,pandemi",1
"terima,kasih,membantu,pandemi,bantu",1
membantu,1
"membantu,bagus",1
"terima,kasih,keluhan,pelayanan,cepat,menangapi,bantu",1
membantu,1
"chat,balas,dokternya,saldo,jelek",0
membantu,1
"pakai,aplikasi,lancar,informatif",1
"keren,praktis,terpercaya",1
membantu,1
"aplikasi,membantu,kondisi,istirahat",1
"dokternya,baik,semoga,anak,lekas,sembuh",1
"aplikasi,layanan,membantu,semoga,sukses",1
"aplikasi,membantu,respon,cepat,pengiriman,cepat",1
"aplikasi,membantu,pasien,berpergian",1
"dokternya,baik,penjelasanya,jelas,membantu",1
"terima,kasih,mudah,mudahan,cepat,sembuh,penyakit",1
"pelayanan,baik,terimakasih,dokter",1
"cepat,bagus",1
membantu,1
"aplikasi,manfatnya,bagus,mudah",1
"senang,curahan,hati,dada,bingung,terimakasih,terimakasih",1
"terima,kasih,membantu,pandemi",1
"pelayananya,memuaskan,petugasnya,ramah,terima,kasih",1
"membantu,tenang,informasi,solusi",1
"dokter,hewan,ramah",1
"membantu,pendemi,rumah,sakit,takut,takut",1
"cepat,respon,dokter,ramah,penjelasan,detail",1
"aplikasi,bagus,wilayah,lombok,barat",0
"membantu,pandemi",1
"chat,dokter,gratis,bayar,bagus",0
"membantu,dokternya,jelas,sabar",1
"aplikasi,membantu,palagi,kondisi,pandemi,rumah,sakit,rujukan,copid",1
"informasi,advise,membantu,terima,kasih,dokter",1
"membantu,rumah,menemui,dokter",1
"bayar,gopay,docternya,respon,kemana,uang,gopay,bayar,ganti,dokter",1
membantu,1
"pembayaran,gagal,uang,kepotong,dokter,beres",0
"bagus,membantu,pandemi",1
"bagus,membantu,terima,kasih,semoga,sukses",1
"membantu,membeli,obat,langsung",1
"bagus,responsif,aplikasinya,lambat,lambat",1
"membantu,mendesak",1
"memudahkan,terima,kasih,layananya",1
membantu,1
"bagus,aplikasi,cepat,tangap,terima,kasih",1
"pelayanan,respon,dokter,apotek,baik,cepat",1
"membantu,pandemi,saran,responsif",1
dokternya,1
"puas,konsultasi,aplikasi,layananya,cepat",1
"ketemu,pengembangan,vidio,call,keren",1
"barang,bayar,respon,jelek",0
"terima,kasih,aplikasi,terbantu",1
"bagus,pengiriman,pesanan,cepat,diskon",1
"pelayanan,baik,cepat,kirim,cepat,terima,kasih",1
"dokternya,baik,sulit,rumah",1
"dokternya,cepat,tangap,ramah,memuaskan",1
"baik,sabar",1
memudahkan,1
"membantu,kondisi,sibuk,ditambah,pandemi",1
"penyelamat,dikala,obat,dicari,apotek,terdekat,kosong,bagus",1
"terima,kasih,semoga,maju,berkembang",1
"unduh,resep,digital,dokumen,keteranganya,terunduh,masuk,dokumen,jelek",0
"aplikasi,membantu,memudahkan,masyarakat",1
"membantu,meringankan,beban,rumah",1
"konsultasi,semoga,baik",1
"bagus,dicoba",1
"membantu,mencari,informasi,kesehatan,terima,kasih",1
"membantu,senang,terima,kasih",1
"cepat,tangapi,puas,konsultasi,terima,kasih",1
bermanfaat,1
"nunggu,dokter,chat,bayar,registrasi",0
"membantu,pembelian,obat,konsultasi,dokter",1
"bagus,cepat,obatnya",1
"bagus,membantu",1
"prabayar,mengunakn,ovo,gimna,komen,dokter,hu,payah",0
"sulit,aplikasi,nyambungin,gopay,susah",0
"bermanfaat,bagus,aplikasinya",1
"aplikasi,inovasi,anak,bangsa,hebat,membantu,masyarakat,indonesia,mempermudah,akses,layanan,kesehatan,fitur,fiturnya,membantu,di,tengah,pandemi,aplikasi,membantu,berobat,mengantri,ulasan,lengkap",1
"semoga,membantu",1
"bagus,aplikasi,bagus",1
"bagus,aplikasinya",1
"keren,aplikasi,keadan,darurat",1
"lumayan,membantu",1
"puas,konsultasi,dokter,dokter",1
memuaskan,1
bermanfaat,1
"aplikasi,membantu,terima,kasih,bagus",1
membantu,1
"bicara,bicara,menyediakan,kalender,menstruasi",0
membantu,1
"terima,kasih,cepat,respon,dokter,spog,resepnya,cocok,bantu",1
"bagus,bagus",1
"penjelasan,mengerti",1
membantu,1
"lugas,jelas",1
"senang,konsultasi,mudah",1
"daftar,gagal,sinyal,lancar",0
"semoga,anak,cocok,obat,dokter,anak,resepkan",1
"membantu,mudah,bagus,pokonya",1
"pelayanan,cepat",1
membantu,1
"aplikasi,membantu,terima,kasih",1
"memudahkan,pandemi",1
"pelan,dibuka,lambat",0
"praktis,antre,dokter,cepat,respon",1
membantu,1
"dokternya,ramah,cepat,respon,terima,kasih",1
membantu,1
"beli,obat,jam,mudah,sulit,terima,kasih,bagus",1
"pakai,konsultasi,hasilnya,bagus",1
"pelayanan,prima",1
"membantu,kondisi,penyakit",1
"membantu,situasi,pandemi",1
bantu,1
bagus,1
membantu,1
"dokter,cepat,tangap,mendengarkan,keluhan",1
"membantu,sukses",1
membantu,1
membantu,1
membantu,1
membantu,1
membantu,1
membantu,1
membantu,1
membantu,1
"respon,dokter,ramah,cepat,semoga,sukses,senang",1
membantu,1
"aplikasi,dibutuhkan,rumah,sakit",1
membantu,1
"memuaskan,cepat,obat,apapun,tersedia",1
membantu,1
membantu,1
membantu,1
membantu,1
membantu,1
"membantu,sakit",1
membantu,1
"metode,perbayar",0
membantu,1
membantu,1
membantu,1
membantu,1
"membantu,berobat,pandemi",1
membantu,1
"terima,kasih,dokternya,baik,ramah",1
"aplikasi,membantu,pandemi,bagus",1
"layanan,konsultasi,kesehatan,cepat,sederhana",1
"membantu,bantu",1
"membantu,bantu",1
membantu,1
"membantu,pandemi",1
"cepat,praktis",1
"membantu,pandemi",1
"seru,diskusi,bareng,dokternya,teman,curhat",1
"dokter,baik,ramah,puas,solusi",1
membantu,1
membantu,1
"membantu,pandemi,dokternya,bagus",1
"bagus,membantu,darurat",1
"puas,dokter,kasih,arahan,terima,kasih",1
"puas,pelayananya,semoga,berkah,sehat",1
"obat,dokternya,manjur,terima,kasih,bantu",1
"dokternya,ramah,perhatian,terima,kasih",1
"membantu,pandemi",1
"membantu,dokternya,ramah",1
"terbantu,pandemi,masi,takut,rumah,sakit",1
"ramah,respon,cepat,terima,kasih",1
"singkat,padat,jelas,chat,dokter,spesialis",1
"membantu,situasi",1
