rating,review,aspect_category,word_count,avg_word
5,"'membantu','pas','pesan','obat','darurat','butuh','enam','sedih','histori','perjalanan','paket','obat','kaya','menungu','update','terima,kasih','tim','halodoc','cepat','merespon','kejelasan'",Pelayanan,22,7.681818181818182
5,"'bermanfat','sat','anak','sakit','dimalam','rs','tertawa','chat','dokter','aplikasi','halodoc','beres','pandemic','bgini','terima,kasih','bantuan','dokter','terima,kasih','aplikasi','halodoc'",Anekdot/Serbaneka,22,7.7272727272727275
5,"'mantap','cepat','konsultasi','terima,kasih','halodock'",Pelayanan,6,8.333333333333334
5,"'halo','dokter','kamar','terpisahkan','dipakai','isolasi','mandiri','angota','keluarga','kena','covid','sembilan','belas','sembuh','kamar','disterilkan','dipakai','masuk','kamar'",Anekdot/Serbaneka,19,8.421052631578947
3,"'diperbarui','aplikasi','dibuka'",Sistem,3,10.0
5,"'aplikasi','bermanfat','pembelian','obat'",Pelayanan,4,9.5
5,"'dokter','bagus','informasi','iya','menolong'",Pelayanan,5,8.2
5,"'senang','berobat','konsultasi','doktet','shanti','tandayu','internist','ramah','bertele','obat','arahan','alhamdulilah','isk','membaik','terima','kasih','halodoc','bermanfat'",Pelayanan,18,8.777777777777779
3,"'driver','gojek','kemarin','pesan','tuk','vaksin','covid','bawa','orang','lanjut,usia','mendapatkn','vaksin','tnp','membawa','orang','lanjut,usia'",Anekdot/Serbaneka,18,7.166666666666667
5,"'aplikasi','membantu','di,tengah','pandemi','covidsembilan','belas','rumah','tingal','memgunakan','aplikasi','terima,kasih','halodoc','tingkatkan','kualitas','iya'",Anekdot/Serbaneka,17,8.647058823529411
5,"'halodoc','janji','dokter','vaksin','manula','drive','thru','mudah','terima,kasih','halodoc'",Pelayanan,11,7.454545454545454
5,"'berpartisipasi','penangulangan','covid','sembilan','belas'",Anekdot/Serbaneka,5,11.0
5,"'membantu','memuaskan','informasi','pelayanan'",Pelayanan,4,10.75
5,"'kasih','bintang','kendala','pembayay','gopay','penyelesaian','tim','halodoc','cepat','membantu','terima,kasih','tim','halodoc'",Sistem,14,8.142857142857142
5,"'beruntung','pu','aplikasi','halodoc','antre','antre','rs','klinik','obat','obat','rekomendasikan','manjur'",Pelayanan,12,8.0
3,"'vaksin','sertifikat','vaksin','iya','admin'",Anekdot/Serbaneka,5,8.0
5,"'aplikasi','bagus','pelayanan','konsultasi','cepat','respon','apotek','cepat'",Pelayanan,8,8.75
5,"'pemesanan','obat','fitur','chat','tolong','dialihkan','fitur','sms','butuh','pulsa','dialihkan','fitur','gojek','fitur','chat','aplikasi','halo','doc','konfirmasi','driver','pakai','pulsa'",Sistem,22,7.636363636363637
5,"'waw','dokter','ramah','diskusi','enak','lancar','salut','ngak','sangka','bagus','ngak','jam','obat','ditangan'",Pelayanan,14,7.0
1,"'asli','parah','aplikasi','niat','mempercepat','urusan','rapid','antigen','terkendala','aplikasi','sia','sia','berharap','berharap','berangkat','kerja','parah','dana','sekr','ng','dikembalikan','halodoc'",Pelayanan,22,8.272727272727273
5,"'kali','mengunakan','aplikasi','halodoc','sat','konsultasi','dokter','bermanfat','sat','kondisi','keluhan','salah','diagnosis'",Pelayanan,13,8.76923076923077
5,"'cepat','hemat','efesien','janji','vaksinasi','covidsembilan','belas','lanjut,usia','aplikasi','membantu','tingal','janji','vaksinasi','sukses','amanah','halodoc'",Pelayanan,17,8.588235294117647
5,"'terima','kasih','halo','doc','sat','pandemi','aman','kesini','konsultasi','dokter','senior','langanan','terima','kasih'",Pelayanan,14,7.642857142857143
4,"'bagus','kadang','obat','tersedia','apotek','terdekat','pesan','daring','semoga','ke,depan'",Pelayanan,11,7.363636363636363
1,"'sumpah','chat','dokter','pakai','bayar','enga','aplikasi','membantu','orang','susah','konsultasi','bayar','kecuali','beli','obat','periksa','oke','chat','bayar','membantu','kali'",Pelayanan,21,7.571428571428571
5,"'bermanfat','aplikasi','halodoc'",Anekdot/Serbaneka,3,10.0
1,"'aplikasi','jalan','merespon','menyebalkan'",Sistem,4,10.0
5,"'konsultasi','di,sini','memuaskan','pergi','apotek','ucapkan','terima','kasi','aplikasi','halodoc','semoga','halodoc','manfat'",Pelayanan,14,8.071428571428571
5,"'bagus','aplikasi','respon','dokter'",Pelayanan,4,8.25
5,"'terima,kasih','halodoc','ngebantu','disat','urgent','long','wekend','terima,kasih','dokter','stand','beli','wekend','chat','asik','ramah','informasi','akurat'",Pelayanan,19,7.421052631578948
5,"'informasi','mudah','terjawab'",Pelayanan,3,9.333333333333334
1,"'aplikasi','berbayar','heheheheh','aplikasi','bagus','nyobain','diliat','download','sih','bagus','pas','download','berbayar','langsung','kecewa','sih','tolong','dikembangin','biar','aplikasi','berbayar','gratis','aplikasi','sblh','kasih','bintang','fitur','ta','dokter','gratis','kasih','bintang'",Anekdot/Serbaneka,32,8.28125
1,"'membantu','apan','ribet','bayar','ribet','aplikasi','berguna','sumpah','sih','ngehack','aplikasi','sumpah','janji','rapid','persulit'",Pelayanan,15,8.0
5,"'berguna','efesien','memesan','obat','dimanapun','cari','apotek','menyediakan','obat','cinta','this','kembangkan'",Pelayanan,12,8.5
5,"'membantu','pelayanan','ramah','bagus','dokter'",Pelayanan,5,8.6
5,"'puas','dokter','dokter','ramah','ramah','diaknosa','obat','alhamdulilah','cocok','semoga','dokter','sehat','amin'",Pelayanan,13,7.846153846153846
5,"'pengirim','ramah','sesuai','s','o','p','pemesan','salut','drivernya'",Pelayanan,9,6.777777777777778
5,"'membantu','dimasa','pandemi','konsultasi','obat','rumah','serasa','pu','dokter','pribadi'",Pelayanan,10,8.1
2,"'asalamualaikum','maf','berta','habis','unduh','aplikasi','halodoc','playstore','buka','aplikasi','masuk','aplikasi','halodoc','klik','chat','dokter','lihat','di,situ','pilihan','dokter','chat','konsultasi','kesehatan','sebenar','konsultasi','kesehatan','dokter','aplikasi','halodoc','membayar','chat','konsultasi','dokter','chat','halodoc'",Anekdot/Serbaneka,36,8.472222222222221
5,"'solusi','praktis','biaya','murah','dokter','responsif'",Harga,6,8.333333333333334
1,"'daring','sesi','petunjuk','konsultasi','beli','text','vc','buang','buang','uang','bayar','konsultasi'",Harga,12,7.583333333333333
1,"'uang','diterima','status','tes','antigen','dikonfirmasi','dikonfirmasi','nerima','uang','iya','ngelayanin','customer','respon','lancar','lancar','kali','kecewa','berat'",Pelayanan,18,8.444444444444445
5,"'aplikasi','halodoc','membantu','keluarga','membeli','obat','obatan','vitamin','tes','pacar','pandemic','mantap','deh','pokok'",Pelayanan,14,8.071428571428571
1,"'aplikasi','enak','sih','scheduling','dokter','antre','rs','Cuma','pelayanan','mengecewakan','hasil','tes','infokan','sms','selesai','sat','hasil','tes','hardcopy','softcopy','ambil','tes','media','chat','customer,service','respon','lambat','respon','menit','memutuskan','jalur','komunikasi','ulang','merespon','lambat','customer,service','konfirmasi','konfirmasi','terkait','arti','sla','sisi','halodoc','responsif'",Pelayanan,46,8.065217391304348
5,"'dokter','co','operative','nyaman','konsultasi','terima,kasih'",Pelayanan,7,8.0
5,"'membantu','sulit','rumah'",Anekdot/Serbaneka,3,8.0
5,"'keren','aplikasi','halodoc','membantu','sat','hectic','khusus','terima','kasih','fen','ramah','sat','konsultasi','resep','cocok'",Pelayanan,15,7.666666666666667
1,"'halo','halodoc','iwan','setiawan','be','ribu','enam','puluh','delapan','ag','salah','driver','gojek','bandar','lampung','konfirmasi','orderan','halodoc','apotek','jesaya','farma','orderan','pengambilan','obat','harap','menungu','barang','persiapkan','obat','pemesanan','tersedia','aplikasi','gojek','jalankan','holodoc','pemesanan','gojek','barang','driver','tingal','bawa','barang','menjalankan','orderan','berdasarkan','konfirmasi','pelangan','apotek','apl'",Anekdot/Serbaneka,49,8.408163265306122
2,"'niat','make','aplikasi','cepat','rumah','nyata','apotek','apotek','bumn','swasta','diskitar','kali','fitur','ngebuat','pembeliatau','driver','milih','apotek','terdekat','pakai','manual','nahan','sakit','posisi','kota'",Pelayanan,25,7.76
1,"'chat','berbayar','lebih,baik','pakai','oke','gogle','gratis'",Pelayanan,8,6.75
5,"'aplikasi','membantu','metode','pembayaran','tambahin','pembesaran','cash','tingkatkan','sukses','halodoc','terima','kasih'",Pelayanan,12,9.333333333333334
5,"'bagus','puas','halodoc','petugas','ramah','memahami','dibidang','kepemilikan','halodoc','sehinga','kustomer','layani','ramah','kustomer','merasakan','puas','halodoc','upgrade','bidang','kedokteran','update','terbaru','medicine','informasi','virus','corona','virus','vaksin','umur','servis','drivethru','dimudahkan','pengajuan','sertifikat','hasil','harga','terjangkau'",Anekdot/Serbaneka,37,9.0
5,"'terima','kasih','halodoc','membntu','era','pandemi','ribet','rs','konsultasi','diam','rumah','tingal','chat','dokter','ramah','responsif'",Pelayanan,16,7.6875
5,"'membantu','pademi'",Anekdot/Serbaneka,2,9.0
3,"'membantu','konsultasi','kesehatan'",Pelayanan,3,11.0
3,"'selamat','malam','mohon','maf','berta','halodoc','berbayar','konsultasi','salah','dokter','mengunakan','aplikasi','terima,kasih'",Pelayanan,14,8.285714285714286
5,"'mencari','obat','gampang','pelayanan','cepat'",Pelayanan,5,8.4
5,"'dokter','sabar','akurat','terima,kasih','dok','bosen','ya','dok','kali','kesehatan'",Pelayanan,11,6.7272727272727275
5,"'aplikasi','membantu','anak','anak','keluarga','sehat','berangkat','klinik','langsung','terima','kasih','halodoc'",Anekdot/Serbaneka,12,8.5
1,"'uang','pengembalian,dana','juta','pembatalan','pacar','dikirim','tangal','februari','februari','status','proses'",Pelayanan,12,8.5
5,"'membantu','musim','pandemi'",Anekdot/Serbaneka,3,8.666666666666666
5,"'alhamdulilah','dokter','ramah','puas','berkeluh','kesah','biaya','murah','di,rumah','memudahkan','diksi','resep','dikasi','penjelasan','detail','bayar','konsultasi','diskon','terima,kasih','so','halodoc'",Pelayanan,23,7.913043478260869
5,"'aplikasi','membantu','disat','pandemi','dokter','dokter','bagus','obat','obatan','efektif','apalagisuka','disc','konsultasi'",Anekdot/Serbaneka,13,8.692307692307692
5,"'membantu','sat','pandemi','sat'",Anekdot/Serbaneka,4,7.25
5,"'alhamdulilah','membantu','keluarga','setahun','mengunakan','halodoc','alhamdulilah','hasiat','obat','obatan','kasih','bagus','bagus'",Pelayanan,13,9.307692307692308
5,"'aplikasi','membantu','harga','konsultasi','bersahabat','dokter','ramah'",Pelayanan,7,9.428571428571429
5,"'dokter','ramah','respo','cepat','direkomendasikan','bersyukur','halodoc','repot','repot','kerumah','sakit','obat','langsung','dikirim'",Pelayanan,14,8.714285714285714
5,"'bagus','membantu','respon','dokter','cepat','rs','tertawa','konsultasi','obat','dikirim','rumah','terima,kasih','halodoc'",Pelayanan,14,7.785714285714286
5,"'membantu','sat','pandemi','rumah','beli','obat','anak','sakit','suruh','terima,kasih','aplikasi','membantu'",Anekdot/Serbaneka,13,7.384615384615385
5,"'membantu','konsultasi','kesehatan'",Pelayanan,3,11.0
4,"'pakai','aplk','halodoc','bingung','konsultasi','doc','ramah','terima,kasih'",Pelayanan,9,7.555555555555555
5,"'senang','deh','aplikasi','mempermudah','sehat','konsultasi','daring','disat','kondisi','pandemi'",Pelayanan,10,8.8
5,"'pertanyan','kesehatan','konsultasi','dokter','dokter','ramah','ramah','jawabanya'",Pelayanan,8,9.375
5,"'anjuran','kasih','obat','tips','berguna'",Pelayanan,5,7.4
5,"'trimaksih','mas','amirul','cepat','merespon','surat','bagus','pekerjaan','man','kesulitan','aktifkan','lokasi','login','tolong','dibantu','senoari'",Sistem,16,8.3125
5,"'mantap','secepat','kilat','penjelasan','detail'",Anekdot/Serbaneka,5,8.8
5,"'ramah','ramah','mantapo','selaumemberikan','penjelasan','butuhkan'",Pelayanan,6,10.333333333333334
5,"'membantu','kondisi','covid'",Anekdot/Serbaneka,3,8.666666666666666
4,"'maf','ta','rapid','antigen','kemayoran','metode','pembayaran','pakai','anjungan,tunai,mandiri','bri','terima,kasih'",Anekdot/Serbaneka,14,7.357142857142857
5,"'dokter','ramah','penjelasan','akurat'",Pelayanan,4,8.75
5,"'terima,kasih','dok','semoga','bermanfat'",Anekdot/Serbaneka,5,7.4
5,"'aplikasi','mantap','murah','terima,kasih'",Harga,5,7.6
5,"'membantu','bermanfat','disat','pandemi','obat','dianjurkan','cepat','menyembuhkan','sesuai','penyakit','sasaran','terima','kasih'",Pelayanan,13,9.076923076923077
5,"'mantap','konsultasi','jam','nol','sepuluh','obat','langsung','jam','sebelas','aplikasi','membantu','semoga','obat','cocok'",Pelayanan,14,7.857142857142857
5,'dokter',Pelayanan,1,8.0
1,"'pembayaran','ovo','dana','iya'",Anekdot/Serbaneka,4,7.0
5,"'bagus','kasih','informasi','menarik'",Pelayanan,4,8.5
5,"'mantap','murah','konsultasi','dokter','bayar','gopay'",Harga,6,8.166666666666666
5,"'membantu','pengalaman'",Pelayanan,2,11.0
5,"'penanganan','suka','panik','self','diagnose','berta','langsung','ahli','teman-teman'",Pelayanan,9,8.555555555555555
5,"'pemesanan','pengiriman','obat','cepat','membantu','keadan','mendesak','ayah','obat','jantung','secepat','jam','terima','kasih','halodoc'",Pelayanan,15,8.2
5,"'aplikasi','mantap','membantu'",Anekdot/Serbaneka,3,9.333333333333334
5,"'aplikasi','bagus','dokter','respon','cepat'",Pelayanan,5,8.0
5,"'pelayanan','hasil','cepat','diterima','customer'",Pelayanan,5,9.0
5,"'chat','dokter','membantu'",Pelayanan,3,8.0
5,"'praktis','membantu','terima,kasih'",Anekdot/Serbaneka,4,8.0
3,"'w','kirim','mata','m','yun','ukm','j','mi'",Anekdot/Serbaneka,8,4.5
5,"'puas','halodoc','cepat','tangap'",Anekdot/Serbaneka,4,7.5
4,"'berbayar','gratis','na','obat','batuk','pilek','terbaik','dijual','warung','ngak','paham','perbedan','obat','lumayan','lihat','dokter','cantik','pengalaman','lulusan','bintang','pas'",Pelayanan,21,7.761904761904762
5,"'terima,kasih','dokter','uji','asiah','m','sc','dokter','ramah','penjelasan','senang','konsultasi','bu','dokter'",Pelayanan,14,7.071428571428571
5,"'sedang,apa','mengantri','klinik','rumah','sakit','dokter','lebih,baik','halodoc','tingal','klik','konsultasi','keluhan','tungu','obat','beres','halodoc','keren','terima,kasih','kasih','halodoc'",Pelayanan,23,7.478260869565218
2,"'bintang','pilihan','pembayaran','terbatas','dievaluasi','pilihan','pembayaran','linkaja','transfer','mengunakan','rekening','virtual'",Sistem,12,10.25
3,"'paket','pertangung','terima,kasih','dana','diganti','proses'",Pelayanan,7,7.857142857142857
2,"'sat','bintang','coba','masuk','halodoc','langsung','sinyal','telepon,genggam','mendukung'",Sistem,10,8.1
5,"'alhamdulilah','konsultasi','langsung','dokter','spesialis','semoga','sukses','halodoc'",Pelayanan,8,10.0
5,"'kali','konsultasi','memuaskan','lumayan','ramah'",Pelayanan,5,9.0
5,"'penolong','user','friendly'",Sistem,3,8.666666666666666
5,"'membantu','sat','kondisi','dtng','rumah','sakit','pasien','aman','sehat','t','jaga','terima','kasih','halo','doc','pertahankan','respon','cepat','dokter'",Pelayanan,19,7.157894736842105
1,"'konsultasi','pakai','bayar','kaya','lebih,baik','langsung','rs','langsung','kasih','obat','buka','membantu','inimah'",Pelayanan,14,7.428571428571429
5,"'membantu','disat','urgent','membutuhkan','obat','malam','haripun','chat','dokter','spesialis','obat','cepat','terima,kasih','gosend'",Pelayanan,15,7.933333333333334
1,"'kode','voucher','bilang','invalid'",Anekdot/Serbaneka,4,8.0
5,"'proses','mudah','cepat','pemesanan','obat'",Pelayanan,5,7.8
5,"'terima,kasih','halodoc','mudah','konsultasi','dokter','semoga','sakit','sembuh','amin'",Pelayanan,10,7.8
5,"'membantu','sakit','mag','kosan','berjalan','apotek','pesan','halodoc','beli','gojek','puji','tuhan','langsung','minum','obat','sembuh','untung','halodoc'",Pelayanan,18,7.611111111111111
5,"'bagus','bermanfat','teratas'",Anekdot/Serbaneka,3,9.0
5,"'praktis','dokter','pelayanan','ramah','oke'",Pelayanan,5,8.0
5,"'praktis','puas','terima','kasih','halodoc'",Pelayanan,5,7.8
5,"'halodoc','membantu','sat','pandemi','hamil','puas','respon','ramah','dokter','dokter','halodoc','terbaik'",Anekdot/Serbaneka,12,7.916666666666667
5,"'terima,kasih','halodoc','setidak','apotek','pesan','obat','rutin','suami','semoga','smakin','bagus','terima,kasih'",Pelayanan,14,7.285714285714286
5,"'membantu','konsultasi','dokter','antre','pembelian','obat','mudah','langsung','diantar','rumah'",Pelayanan,10,8.7
5,"'dokter','tangap','cepat','respon'",Pelayanan,4,7.75
2,"'halo','doc','cal','center','halo','dokter','menelepon','menawarkan','prodak','unlimited','perbulan','puluh','sembilan','nol','sistem','auto','debit','fasilitas','bebas','chat','dokter','fitur','aplikasi','berubah','tarif','fre','ulasan','lengkap'",Sistem,28,7.857142857142857
5,"'dokter','balas','cepat','ramah'",Pelayanan,4,7.25
3,"'halo','doc','barusan','telepon','mengatas','namakan','halodoc','email','pribadi','data','nmor','rekening','anjungan,tunai,mandiri','bner','halodoc','mohon','informasi','bner','iya','bong','data','anjungan,tunai,mandiri','membawa','kepihak','ulasan','lengkap'",Anekdot/Serbaneka,30,7.666666666666667
5,"'bingung','biaya','penanganan','biaya','ongkos,kirim','tidak,tahu','biaya','penanganan','ongkos,kirim','tertawa','jatoh','murah','tengkyu','halodoc'",Harga,17,7.764705882352941
1,"'respon','customer,service','lambat','keluhan'",Pelayanan,5,8.4
3,"'pesan','obat','susah','mencari','driver','pesan','ofline','sih','langsung','apotek','kasih','lihat','resep'",Pelayanan,13,7.384615384615385
5,"'mantap','konsultasi','dokter','enak'",Pelayanan,4,8.5
2,"'mf','download','aplikasi','pingn','gejala','sakit','alami','kenakan','biaya','bulanan'",Anekdot/Serbaneka,10,7.8
5,"'alhamdulilah','terbantu','konsultasi','penyakit','obat','terima'",Pelayanan,6,10.0
5,"'alhamdulilah','aplikasi','membantu'",Anekdot/Serbaneka,3,11.333333333333334
5,"'terima','kasih','serba','cepat'",Anekdot/Serbaneka,4,7.25
5,"'pagi','pagi','konsultasi','bu','dokter','cantik','diagnosis','resep','terjangkau','bahasa','ramah','terima','kasih','iya','dok'",Pelayanan,15,7.6
5,"'halodoc','map','sebelumnyah','ta','mingu','hidung','mencium','bau','coba','doc'",Anekdot/Serbaneka,10,7.1
5,"'rekomendasi','didownload','kesulitan','mencari','membeli','obat','dibutuhkan'",Pelayanan,7,10.285714285714286
5,"'membantu','terima','kasih','halodoc'",Anekdot/Serbaneka,4,8.5
5,"'mag','kambuh','berat','dokter','untung','halodoc','selesai','konsultasi','daring','resep','langsung','diorder','lewar','gojek','terima,kasih'",Pelayanan,16,7.9375
5,"'mantap','super','cepat','pengiriman','semoga','obat','manjur','cepat','berkhasiat','secepat','pengiriman','sukses','halodoc'",Pelayanan,13,8.692307692307692
5,"'pelayanan','pengobatan','penyembuhan'",Pelayanan,3,12.0
5,"'halo','doc','balita','usia','puluh','beberap','telinga','anak','sebelah','kanan','cairan','bau','sih','anak','kdang','memukul','telingan','telapak','tangan','iya','doc','dikasih','obat','terima','kasih'",Anekdot/Serbaneka,25,7.16
5,"'terima','kasih','aplikasi','halodoc','sat','malam','sakit','pingang','salah','rekan','dokter','bernama','fen','membantu','sakit'",Pelayanan,15,7.666666666666667
5,"'buatin','dokter','chat','gratis','donk'",Anekdot/Serbaneka,5,7.2
5,"'pandemi','membantu','klik','halodoc','terhubung','konsultasi','obat','langsung','diantar'",Anekdot/Serbaneka,9,9.11111111111111
4,"'suda','pembayaran','chat','pembayaran','berhasil','chat','dokter','sibuk'",Pelayanan,8,8.375
5,"'kesekian','kali','konsultasi','dokter','dokter','halodoc','kali','konsultasi','nency','sp','a','bingung','mingu','dokter','dokter','spesialis','libur','praktik','terima','kasih','iya','dok'",Pelayanan,22,7.681818181818182
5,"'membantu','obat','langsung','diantar','sat','gopay','halodoc','saldo','great'",Pelayanan,9,7.777777777777778
5,"'instal','aplikasi','wlopun','tertawa','bagus','lengkap','mudah','instal','coba','konsultasi','gizi','ah','keren','dokter','asik','terima','kasih','aditya','mulyantari','sp'",Pelayanan,20,7.7
1,"'pesan','obat','halodoc','status','terkirim','terima','obat','ditlp','customer,service','diurus','boro','boro','penyelesaian','aplikasi','bagus','pelayanan','buruk'",Pelayanan,18,8.166666666666666
3,"'hai','halodoc','cari','swab','antigen','rsatau','klinik','terdekat','reading','iya','crash','mohon','dibantu'",Sistem,13,7.538461538461538
5,"'membantu','terima,kasih','halodoc'",Anekdot/Serbaneka,4,8.0
5,"'aplikasi','bagus','dokter','di,dalam','bertangung','bangat','semoga','aplikasi','berkembang','dimasa'",Pelayanan,11,8.363636363636363
5,"'bagus','dokter','direkomendasikan'",Pelayanan,3,11.0
3,"'diperbaiki','verifikasi','kode','otp','pembayaran','gopay','berulang','berulang','sukses','terima','kasih'",Sistem,11,8.818181818181818
5,"'terbantu','sat','pandemi','konsultasi','dokter','obat','dikirim','langsung','apotek','bayar','cashles'",Pelayanan,11,8.454545454545455
5,"'mudah','mengunakan','halodoc','repot','repot','antre','antre','rs','klinik','klik','konsultasi','ksh','resep','obat','thanks','halodoc','semoga','dokter','sukses','amin'",Pelayanan,20,7.55
5,"'membantu','cepat','praktis','memuaskan'",Anekdot/Serbaneka,4,9.25
5,"'log','out','sat','verifikasi','kode','dikirim','sms','error'",Sistem,8,6.75
5,"'era','pandemi','dokter','konsultasi','daring','membantu','terima','kasih'",Pelayanan,8,8.375
5,"'perlayan','sopan','lokasi','mudah','area','luas','sehinga','memudahkan','vaksin','menjalankan','proses','m','bravo'",Pelayanan,13,8.0
5,"'membantu','aman','selagi','pandemi','malas','antre','penjelasan','memuaskan'",Anekdot/Serbaneka,8,8.75
5,"'terbantu','aplikasi','dokter'",Pelayanan,3,9.333333333333334
4,"'konsultasi','dokter','cepat','direspon','pesan','obat','status','pembayaran','dibatalkan','ih','sebel'",Pelayanan,11,8.454545454545455
5,"'bagus','suka','aplikasi'",Anekdot/Serbaneka,3,7.666666666666667
4,"'pembayaran','dokter','chat','terima,kasih','pengembalian,dana'",Pelayanan,7,8.142857142857142
5,"'bagus','pelayanan','cepat'",Pelayanan,3,8.333333333333334
5,"'membantu','sat','pandemi','dokter','sabar','keluhan','pasien'",Pelayanan,7,8.0
5,"'konsultasi','dokter','mudah','menenangkan','sat','panik','sehinga','pertolongan','sat','sakit'",Pelayanan,10,8.6
5,"'bagus','bnget','pelayanan'",Pelayanan,3,8.333333333333334
4,"'selamat','siang','halo','dokter','barusan','telepon','mengatasnamakan','customer,service','halo','dokter','claim','dana','jt','data','lengkap','email','nomor','rekening','bank','aneh','email','nama','nomor','rek','un','ulasan','lengkap'",Anekdot/Serbaneka,28,7.5
5,"'dikasih','bonus','kaki','beli','obat','pakai','halo','doc'",Pelayanan,8,6.5
5,"'alhamdulilah','cepat','respon','dokter','pertanyan','membantu','terima,kasih','halodoc'",Pelayanan,9,8.88888888888889
5,"'terima,kasih','aplikasi','membantu'",Anekdot/Serbaneka,4,8.25
5,"'cepat','tangap','ribet'",Sistem,3,7.333333333333333
5,"'terbaik','konsultasi','terbaik'",Pelayanan,3,10.0
5,"'sat','malam','malam','sakit','kontak','halodoc','langsung','konsuli','obat','kirim','membantu','hinga','infokan','teman','teman'",Pelayanan,15,7.666666666666667
1,"'aplikasi','orang','kelas','tibang','na','obat','bayar','sunguh','miris','negeri','ktika','orang','pintar','anugerah','membantu','ihklas','seakan','uwang','kuasa','tuhan'",Anekdot/Serbaneka,20,7.55
5,"'membantu','memfasilitasi','pendaftara','vaksinasi','covid','lanjut,usia','apotek','sat','butuh','obat','malas','rumah'",Pelayanan,13,8.23076923076923
5,"'mantap','kemarin','putus','koneksi','chat','dokter','ulasan','bintang','lansung','ditelpon','halodoc','dikembalikan','uang','mantap'",Pelayanan,14,8.571428571428571
5,"'membantu','diresepkan','dokter','obat','dikirim','daring','terima','kasih','halodoc'",Pelayanan,9,8.555555555555555
5,"'alhamdulilah','sat','pandemi','sat','halodoc','membantu','terima','kasih','sukses'",Pelayanan,9,8.333333333333334
5,"'membantu','respon','cepat','terima,kasih'",Pelayanan,5,7.6
5,"'sngt','terbntu','skli','aplikasi','maju','halo','doc'",Anekdot/Serbaneka,7,6.857142857142857
4,"'halo','kak','alamat','map','mencantumkan','alamat','manual','kak'",Anekdot/Serbaneka,8,7.375
1,"'aplikasi','ketiga','apotek','toko,online','sedia','barang','kondisi','edisi','th','beli','langsung','apotek','halodoc','gojek','dikasih','obat','edisi','enam'",Pelayanan,19,7.421052631578948
5,"'respon','dokter','cepat'",Pelayanan,3,7.666666666666667
5,"'bagus','antre','rumah','sakit'",Pelayanan,4,7.0
5,"'profesional','cepat','tangap'",Anekdot/Serbaneka,3,9.333333333333334
5,"'membantu','mudah'",Sistem,2,8.5
5,"'aplikasi','membantu','vet','dokter','suci','dokter','hewan','ramah','konsultasi','dokter','suci'",Pelayanan,11,7.909090909090909
5,"'kali','mengunakan','halodoc','membantu','terima,kasih','halodoc'",Anekdot/Serbaneka,7,8.428571428571429
5,"'thanks','halodoc','membantu','mendapt','resep','pergi','dokter'",Pelayanan,7,8.285714285714286
5,"'pengalaman','mengunakan','aplikasi','bagus','semoga','bermanfat','membantu','menyembuhkan'",Pelayanan,8,10.5
5,"'mudah','berkonsultasi','dokter'",Pelayanan,3,10.0
1,"'nomor','telepon,genggam','muncul','otentikasi','nomor','telepon,genggam','tolong','tim','it','back','end','diperbaiki','iya','terima,kasih'",Sistem,17,7.294117647058823
5,"'menolong','aplikasi','sat','darurat','anak','anak','ditingal','rumah','terima','kasih','halodoc'",Pelayanan,11,7.909090909090909
5,"'aplikasi','pintar','membantu','dimasa','pandemi','antre','apotek','apotek','antre','dikasir','apotek','tingal','pakai','gopay','terima','kasih','halodoc'",Pelayanan,17,8.117647058823529
1,"'halodoc','sistem','pembayaran','pakai','gopay','kasih','pembayaran','lakukan','indomaretatau','alfamaret'",Sistem,10,9.7
5,"'terima,kasih','halodoc','mempermudah','berobat','klinik','dimasa','pandemi'",Pelayanan,8,8.625
4,"'membantu','sebenar','pengiriman','ongkos','mahal','mengunakan','kurir','reguler','tarif','sepuluh','ribu','kena','ribu'",Pelayanan,13,8.307692307692308
1,"'uang','habis','puluh','ribu','konsultasi','resep','dicuekin','sam','dokter','posisi','sakit'",Pelayanan,11,7.545454545454546
5,"'mempermudah','konsultasi','janji','dokter','lingkungan','tingal'",Pelayanan,6,10.0
2,"'kali','beli','obat','halodoc','kali','disertaka','nota','pembelian'",Pelayanan,8,7.625
3,"'metode','pembayaran','menyulitakan','kenpa','tertawa','go','pay','isi','saldo','pakai','debit','teratas','up','rekening','bank','dam','sejis','pdahal','hapy','hewan','dsni'",Pelayanan,21,7.285714285714286
5,"'dokter','ramah'",Pelayanan,2,7.5
5,"'terbaik','sih','menurutku','andalan','diriku','gasuka','belanja','apotek','zaman','pandemi','aman','beli','daring'",Pelayanan,13,7.923076923076923
5,"'dokter','bagus','respon','cepat'",Pelayanan,4,7.5
5,"'terima,kasih','halodoc','terkhusus','wid','patria','sp','s','sabar','ramah','mendengarkan','konsultasi','pasien'",Pelayanan,13,7.769230769230769
3,"'tidak,bisa','disambung','gopay','iya'",Pelayanan,5,6.8
5,"'instal','kak','iya','sambung','gopay','tulisan','nomor','terdaftar','nomor','gopay','terverifikasi','edit','bintang','terima,kasih','kak'",Sistem,16,7.6875
3,"'na','konsulatau','chat','doctor','kenakan','tarif','iya','tarif','seratus'",Pelayanan,9,7.444444444444445
5,"'alhamdulilah','pelayanan','cepat','dokter','ramah','harga','obat','jangkau'",Pelayanan,8,8.625
5,"'membantu','musim','pandemi'",Anekdot/Serbaneka,3,8.666666666666666
5,"'oke','bagus','konsultasi','kehamilan','istri','semoga','berkah','sehat','iya','amin'",Pelayanan,10,7.6
