rating,review,aspect_category,polarity
5,"[""'apliaksi'"", "" 'membantu'"", "" 'sat'"", "" 'darurat'"", "" 'tengkyu'"", "" 'halodoc'"", "" 'ditungu'"", "" 'promo'"", "" 'menarik'""]",Pelayanan,positif
5,"[""'alhamdulilah'"", "" 'memudahkan'"", "" 'konsultasi'"", "" 'dokter'"", "" 'spesialis'""]",Pelayanan,positif
5,"[""'aplikasi'"", "" 'dokter'"", "" 'keluarga'"", "" 'sahabat'"", "" 'dijangkau'"", "" 'berjarak'"", "" 'pu'"", "" 'aplikasi'"", "" 'sakit'"", "" 'pencuri'"", "" 'panik'"", "" 'pastikan'"", "" 'saldo'"", "" 'gopay'"", "" 'sederhana'"", "" 'hub'"", "" 'dokter'"", "" 'infokan'"", "" 'keluhan'"", "" 'dibantu'"", "" 'obati'"", "" 'tungu'"", "" 'obat'"", "" 'dikirim'"", "" 'instant'"", "" 'beli'"", "" 'gojek'"", "" 'sunguh'"", "" 'terobosan'"", "" 'bermanfat'"", "" 'era'"", "" 'pandemi'"", "" 'mjd'"", "" 'berjarak'"", "" 'halodoc'"", "" 'mendekatkn'"", "" 'dokter'"", "" 'sukses'"", "" 'halodoc'""]",Anekdot/Serbaneka,positif
1,"[""'sih'"", "" 'dokter'"", "" 'ngelewatin'"", "" 'chat'"", "" 'gtu'"", "" 'terima'"", "" 'ajuan'"", "" 'saldo'"", "" 'diambil'"", "" 'uang'"", "" 'diambil'"", "" 'konsultasi'"", "" 'tolong'"", "" 'customer'"", "" 'pelayanan'"", "" 'sih'"", "" 'keluhan'"", "" 'rugi'"", "" 'mengecewakan'"", "" 'halodoc'""]",Pelayanan,negatif
2,"[""'kemarin'"", "" 'kamis'"", "" 'tanggal'"", "" 'maret'"", "" 'puluh'"", "" 'puluh'"", "" 'jam'"", "" 'puluh'"", "" 'wita'"", "" 'telepon'"", "" 'mengatasnamakan'"", "" 'cal'"", "" 'center'"", "" 'halo'"", "" 'dokter'"", "" 'halodoc'"", "" 'menginfokan'"", "" 'fitur'"", "" 'halodoc'"", "" 'menyuruh'"", "" 'aktivasi'"", "" 'biaya'"", "" 'paket'"", "" 'bulanan'"", "" 'rp'"", "" 'puluh'"", "" 'sembilan'"", "" 'nol'"", "" 'auto'"", "" 'debit'"", "" 'bank'"", "" 'infokan'"", "" 'email'"", "" 'aktif'"", "" 'terdaftar'"", "" 'percaya'"", "" 'halodoc'"", "" 'menyetujui'"", "" 'informasi'"", "" 'gmailatau'"", "" 'email'"", "" 'dana'"", "" 'terpotong'""]",Anekdot/Serbaneka,negatif
5,"[""'membant'"", "" 'konsultasi'"", "" 'rumah'"", "" 'kondisi'"", "" 'covid'""]",Pelayanan,positif
1,"[""'parah'"", "" 'vaksin'"", "" 'lanjut usia'"", "" 'dosis'"", "" 'di sini'"", "" 'parah'"", "" 'nungu'"", "" 'jam'"", "" 'tertawa'"", "" 'antre'"", "" 'heran'"", "" 'vaksin'"", "" 'lancar'"", "" 'habis'"", "" 'buruk'"", "" 'kasian'"", "" 'orgtua'"", "" 'vaksin'"", "" 'di sini'"", "" 'lebih baik'"", "" 'aplikasi'"", "" 'sebelah'""]",Pelayanan,positif
4,"[""'dokter'"", "" 'di sini'"", "" 'luamayan'"", "" 'berpengalaman'"", "" 'fitur'"", "" 'fitur'"", "" 'membantu'""]",Pelayanan,positif
5,"[""'thankyou'"", "" 'halodoc'"", "" 'membantu'"", "" 'panik'"", "" 'keluhan'""]",Anekdot/Serbaneka,positif
2,"[""'kali'"", "" 'instal'"", "" 'daftarin'"", "" 'vaksin'"", "" 'lanjut usia'"", "" 'tangal'"", "" 'bertuliskan'"", "" 'slot'"", "" 'tersedia'"", "" 'isi'"", "" 'data'"", "" 'upload'"", "" 'ktp'"", "" 'giliran'"", "" 'submit'"", "" 'penuh'"", "" 'tulis'"", "" 'auto'"", "" 'recheck'"", "" 'eh'"", "" 'tep'"", "" 'tersedia'"", "" 'slot'"", "" 'resubmit'"", "" 'penuh'"", "" 'banget'"", "" 'perbaiki'""]",Sistem,negatif
5,"[""'membantu'"", "" 'pembelian'"", "" 'obat'"", "" 'kota'""]",Pelayanan,positif
5,"[""'membantu'"", "" 'memudahkan'"", "" 'pasien'"", "" 'keluarga'"", "" 'pelayanan'"", "" 'kesehatan'""]",Pelayanan,positif
5,"[""'konsultasi'"", "" 'memuaskan'"", "" 'direkomendasikan'"", "" 'sat'"", "" 'rumah'"", "" 'mengurangi'"", "" 'mobilitas'"", "" 'semoga'"", "" 'dokter'"", "" 'dokter'"", "" 'halodoc'"", "" 'sehat'"", "" 'membantu'"", "" 'melayani'"", "" 'keluhan'"", "" 'pasien'"", "" 'membutuhkan'"", "" 'direkomendasikan'""]",Pelayanan,positif
5,"[""'kasih'"", "" 'bintang'"", "" 'semoga'"", "" 'aplikasi'"", "" 'pelayanan'""]",Pelayanan,positif
5,"[""'membantu'"", "" 'dokter'"", "" 'enak'"", "" 'cepat'"", "" 'respon'""]",Pelayanan,positif
5,"[""'puas'"", "" 'pelayanan'"", "" 'dilapangan'"", "" 'terkait'"", "" 'vaksin'"", "" 'terima'"", "" 'lancar'"", "" 'cepat'"", "" 'petugas'"", "" 'ramah'"", "" 'sabar'"", "" 'penuh'"", "" 'perhatian'"", "" 'terima kasih'"", "" 'halodoc'"", "" 'salam'"", "" 'sehat'""]",Pelayanan,positif
4,"[""'tolong'"", "" 'kasih'"", "" 'chat'"", "" 'docter'"", "" 'pembayaran'""]",Pelayanan,negatif
5,"[""'konsultasi'"", "" 'dokter'"", "" 'menghemat'"", "" 'thanks'"", "" 'halodoc'""]",Pelayanan,positif
5,"[""'terbaik'"", "" 'situasi'"", "" 'apapun'"", "" 'jam'"", "" 'konsultasi'""]",Pelayanan,positif
5,"[""'menyenangkan'"", "" 'langsung'"", "" 'konsultasi'"", "" 'dokter'"", "" 'rumah'""]",Pelayanan,positif
1,"[""'janji'"", "" 'sesuai'"", "" 'jadwal'"", "" 'tersedia'"", "" 'lab'"", "" 'prodia'"", "" 'mega'"", "" 'galaxy'"", "" 'sby'"", "" 'sebelas'"", "" 'maret'"", "" 'jam'"", "" 'sembilan'"", "" 'pagi'"", "" 'h'"", "" 'prodia'"", "" 'tutup'"", "" 'heran'"", "" 'jadwal'"", "" 'tersedia'"", "" 'aplikasi'"", "" 'halodoc'"", "" 'orang'"", "" 'kecele'"", "" 'chat'"", "" 'bantuan'"", "" 'halodoc'"", "" 'slow'"", "" 'respon'"", "" 'tujuh'"", "" 'jam'"", "" 'solusi'"", "" 'sms'"", "" 'halodoc'"", "" 'membatalkanatau'"", "" 'mereschedul'"", "" 'coba'"", "" 'aplikasi'"", "" 'aplikasi'"", "" 'pembatalan'"", "" 'h'"", "" 'berlaku'"", "" 'hinga'"", "" 'jam'"", "" 'jdwl'"", "" 'konsultasi'"", "" 'reshedule'"", "" 'jam'"", "" 'jdwl'"", "" 'konsultasi'"", "" 'ampun'"", "" 'ampun'"", "" 'deh'""]",Pelayanan,negatif
5,"[""'semoga'"", "" 'halodoc'"", "" 'membantu'"", "" 'pasien'"", "" 'konsultasi'"", "" 'rumah'"", "" 'terima'"", "" 'kasih'""]",Pelayanan,positif
5,"[""'pesan'"", "" 'obat'"", "" 'halodoc'"", "" 'pelayanan'"", "" 'cepat'"", "" 'respon'"", "" 'langsung'"", "" 'dikirim'"", "" 'pas'"", "" 'urgent'""]",Pelayanan,positif
5,"[""'suka'"", "" 'aplikasi'"", "" 'membantu'"", "" 'pelayanan'"", "" 'bagus'"", "" 'kali'"", "" 'case'"", "" 'kirim'"", "" 'barang'"", "" 'kekurangan'"", "" 'langsung'"", "" 'kirim'"", "" 'kesokan'"", "" 'sukses'"", "" 'halodoc'"", "" 'ditingkatkan'"", "" 'pelayanan'""]",Pelayanan,positif
5,"[""'menolong'"", "" 'pertolongan'"", "" 'kucing'"", "" 'drh'"", "" 'membantu'""]",Pelayanan,positif
5,"[""'dokter'"", "" 'ramah'"", "" 'melayani'"", "" 'bijaksna'"", "" 'terima'"", "" 'kasih'"", "" 'halodoc'""]",Pelayanan,positif
5,"[""'terima'"", "" 'kasih'"", "" 'vaksin'"", "" 'covid'"", "" 'efek'"", "" 'segnifikan'""]",Anekdot/Serbaneka,positif
5,"[""'alhamdulilah'"", "" 'membantu'"", "" 'urusan'"", "" 'kesehatan'"", "" 'jam'""]",Pelayanan,positif
5,"[""'enak'"", "" 'dipakai'"", "" 'aplikasi'"", "" 'cari'"", "" 'obat'"", "" 'harga'"", "" 'terjangkau'""]",Harga,positif
5,"[""'keren'"", "" 'cepat'"", "" 'respon'"", "" 'konsultasi'"", "" 'dokter'"", "" 'kandungan'""]",Pelayanan,positif
5,"[""'kasih'"", "" 'bintang'"", "" 'kasih'"", "" 'sepuluh'"", "" 'aplikasi'"", "" 'terbaik'"", "" 'pembelian'"", "" 'kebutuhan'"", "" 'medis'"", "" 'disat'"", "" 'darurat'"", "" 'rumah'"", "" 'bagus'"", "" 'masukan'"", "" 'tertawa'"", "" 'semoga'"", "" 'apotek'"", "" 'aplikasi'"", "" 'jarak'"", "" 'pickup'"", "" 'obat'""]",Pelayanan,netral
5,"[""'puas'"", "" 'konsultasi'"", "" 'dokter'"", "" 'halodoc'"", "" 'pas'"", "" 'papua'"", "" 'susah'"", "" 'nebus'"", "" 'obat'"", "" 'tertawa'"", "" 'nunjukin'"", "" 'chat'"", "" 'obat'"", "" 'untung'"", "" 'tanda'"", "" 'tangan'""]",Pelayanan,negatif
2,"[""'niat'"", "" 'instal'"", "" 'aplikasi'"", "" 'mempermudah'"", "" 'beli'"", "" 'obat'"", "" 'kondisi'"", "" 'sakit'"", "" 'kos'"", "" 'beli'"", "" 'estimasi'"", "" 'aplikasi'"", "" 'cocok'"", "" 'kondisi'"", "" 'urgent'"", "" 'beli'"", "" 'obat'"", "" 'orang'"", "" 'sakit'"", "" 'parah'"", "" 'terlanjur'"", "" 'wasalam'"", "" 'obat'"", "" 'mengedit'"", "" 'ulasan'"", "" 'aplikasi'"", "" 'halodoc'"", "" 'diperbaiki'"", "" 'sistemnya'""]",Sistem,negatif
3,"[""'selamat'"", "" 'siang'"", "" 'salam'"", "" 'telepon'"", "" 'mengatas'"", "" 'namakan'"", "" 'halodoc'"", "" 'biaya'"", "" 'claim'"", "" 'pengaktifan'"", "" 'biaya'"", "" 'bulanan'"", "" 'menyebut'"", "" 'nomor'"", "" 'rek'"", "" 'sistem'"", "" 'pemotongan'"", "" 'puluh'"", "" 'sembilan'"", "" 'ribu'"", "" 'mohon'"", "" 'konfirmasi'"", "" 'halodoc'"", "" 'takut'"", "" 'saldo'"", "" 'tepotong'"", "" 'terima'"", "" 'kasih'""]",Anekdot/Serbaneka,netral
5,"[""'membantu'"", "" 'sat'"", "" 'pandemi'"", "" 'terima kasih'"", "" 'halodoc'""]",Anekdot/Serbaneka,positif
4,"[""'konsultasi'"", "" 'dokter'"", "" 'nyaman'"", "" 'sat'"", "" 'keluhan'"", "" 'foto'"", "" 'langsung'"", "" 'area'"", "" 'sakit'"", "" 'pertanyan'"", "" 'dokter'"", "" 'detail'"", "" 'semoga'"", "" 'resep'"", "" 'cocok'"", "" 'mengatasi'"", "" 'keluhan'"", "" 'terima kasih'"", "" 'dok'""]",Pelayanan,positif
5,"[""'praktis'"", "" 'oke'"", "" 'dokter'"", "" 'keluhan'"", "" 'terima kasih'"", "" 'halodoc'""]",Pelayanan,positif
5,"[""'terima kasih'"", "" 'halodoc'"", "" 'aplikasi'"", "" 'terpercaya'"", "" 'chat'"", "" 'langsung'"", "" 'dokter'""]",Pelayanan,positif
3,"[""'coba'"", "" 'kaji'"", "" 'vaksin'"", "" 'mitra'"", "" 'ojol'"", "" 'sejati'"", "" 'mitra'"", "" 'pakai'"", "" 'ojol'"", "" 'mencari'"", "" 'rezeki'"", "" 'gojek'"", "" 'grab'"", "" 'indriver'"", "" 'maxim'"", "" 'ntr'"", "" 'wajib'"", "" 'vaksin'"", "" 'mitran'"", "" 'repot'"", "" 'batalin'"", "" 'krj'"", "" 'vaksin'"", "" 'biar'"", "" 'mitra'"", "" 'vaksin'"", "" 'aparatur'"", "" 'pemerintah'""]",Anekdot/Serbaneka,negatif
5,"[""'halo'"", "" 'dokter'"", "" 'anak'"", "" 'bayi'"", "" 'berusia'"", "" 'anak'"", "" 'rawat'"", "" 'rumah'"", "" 'sakit'"", "" 'hasil'"", "" 'rongsen'"", "" 'mengidap'"", "" 'penyakit'"", "" 'radang'"", "" 'paru'"", "" 'tolong'"", "" 'dokter'"", "" 'anak'"", "" 'sembuh'"", "" 'total'"", "" 'penyakit'"", "" 'trimaksih'""]",Anekdot/Serbaneka,netral
5,"[""'respon'"", "" 'dokter'"", "" 'terima'"", "" 'kasih'"", "" 'halodoc'""]",Pelayanan,positif
5,"[""'aplikasi'"", "" 'berguna'"", "" 'terima'"", "" 'kasih'"", "" 'mengadakan'"", "" 'kegiatan'"", "" 'vaksin'"", "" 'serentak'"", "" 'prambanan'"", "" 'sleman'"", "" 'terima'"", "" 'kasih'"", "" 'pemerintahan'"", "" 'diy'"", "" 'yogyakarta'"", "" 'sponsor'"", "" 'kegiatan'"", "" 'semoga'"", "" 'pembuatan'"", "" 'kegiatan'"", "" 'pahala'"", "" 'berlimpah'"", "" 'tuhan'"", "" 'maha'"", "" 'esa'"", "" 'terima'"", "" 'kasih'"", "" 'terbaik'"", "" 'regard'"", "" 'beny'""]",Pelayanan,positif
2,"[""'posisi'"", "" 'pengambilan'"", "" 'obat'"", "" 'rumah'"", "" 'menungu'""]",Pelayanan,negatif
1,"[""'janji'"", "" 'buka'"", "" 'pas'"", "" 'jam'"", "" 'dokter'"", "" 'ngak'"", "" 'balas'"", "" 'balas'"", "" 'tbtb'"", "" 'dibatalkan'"", "" 'tulisan'"", "" 'aplikasi'"", "" 'daring'"", "" 'mengecewakan'"", "" 'mendownload'"", "" 'butuh'"", "" 'mah'"", "" 'ngak'"", "" 'berguna'"", "" 'donasikan'"", "" 'menu'"", "" 'donasi'"", "" 'pilihan'"", "" 'pembayaran'"", "" 'saldo'"", "" 'halodoc'"", "" 'menunjukan'"", "" 'pelayanan'"", "" 'sebanding'"", "" 'aplikasi'"", "" 'sebelah'""]",Pelayanan,negatif
1,"[""'halo'"", "" 'doc'"", "" 'klg'"", "" 'periksa'"", "" 'pacar'"", "" 'hasil'"", "" 'h'"", "" 'periksa'"", "" 'tanggal'"", "" 'maret'"", "" 'jam'"", "" 'puluh'"", "" 'drive'"", "" 'thru'"", "" 'kemayoran'"", "" 'tanggal'"", "" 'maret'"", "" 'jam'"", "" 'delapan'"", "" 'hsl'"", "" 'sih'"", "" 'butuh'"", "" 'hsl'"", "" 'cepat'"", "" 'pelayanan'"", "" 'pemeriksan'"", "" 'covid'"", "" 'dihalo'"", "" 'doc'"", "" 'menurun'"", "" 'iya'"", "" 'periksa'"", "" 'gratis'"", "" 'lho'""]",Pelayanan,negatif
5,"[""'pengalaman'"", "" 'asyik'"", "" 'konsultasi'"", "" 'dokter'"", "" 'pilihan'""]",Pelayanan,positif
1,"[""'mohon'"", "" 'maf'"", "" 'kasih'"", "" 'bintang'"", "" 'jelek'"", "" 'pelayanan'"", "" 'pesan'"", "" 'vitamin'"", "" 'tangal'"", "" 'estimasi'"", "" 'tangal'"", "" 'skrng'"", "" 'proses'"", "" 'tolong'"", "" 'customer service'"", "" 'telepon'"", "" 'chat'"", "" 'cek'"", "" 'cek'"", "" 'cek'"", "" 'pembatalan'"", "" 'pesanan'"", "" 'beli'"", "" 'e'"", "" 'comerce'"", "" 'saldo'"", "" 'tarik'"", "" 'rekening'"", "" 'tolong'"", "" 'tingkatkan'"", "" 'pelayanan'"", "" 'tolong'"", "" 'kirim'"", "" 'pesanan'""]",Pelayanan,negatif
5,"[""'membantu'"", "" 'terima'"", "" 'ksh'"", "" 'dokter'"", "" 'aplikasi'""]",Pelayanan,positif
5,"[""'memudahkan'"", "" 'konsultasi'"", "" 'dokter'"", "" 'bertemu'"", "" 'langsung'""]",Pelayanan,positif
5,"[""'konsultasi'"", "" 'keluhan'"", "" 'mudah'"", "" 'ribet'"", "" 'antre'"", "" 'rumah'"", "" 'sakit'""]",Pelayanan,positif
1,"[""'dokter'"", "" 'gratis'"", "" 'iya'""]",Pelayanan,negatif
5,"[""'tertolong'"", "" 'zaman'"", "" 'covid'"", "" 'takut'"", "" 'rumah'"", "" 'sakit'"", "" 'lho'"", "" 'konsultasi'"", "" 'hewan'"", "" 'peliharan'"", "" 'konsultasi'"", "" 'gigi'"", "" 'pokok'"", "" 'tertolong'"", "" 'terima'"", "" 'kasih'"", "" 'halo'"", "" 'doc'""]",Pelayanan,positif
5,"[""'penjelasan'"", "" 'dokter'"", "" 'lengkap'"", "" 'ramah'"", "" 'terima kasih'""]",Pelayanan,positif
5,"[""'halodoc'"", "" 'terbaik'"", "" 'diandalkan'""]",Anekdot/Serbaneka,positif
5,"[""'malam'"", "" 'malam'"", "" 'sat'"", "" 'sakit'"", "" 'bingung'"", "" 'na'"", "" 'ke mana'"", "" 'halodoc'"", "" 'keluhan'"", "" 'obat'"", "" 'langsung'"", "" 'diantar'"", "" 'tertawa'"", "" 'kendala'"", "" 'pengiriman'"", "" 'kadang'"", "" 'driver'"", "" 'kontak'"", "" 'langsung'"", "" 'teleponya'""]",Pelayanan,negatif
5,"[""'daring'"", "" 'sat'"", "" 'pilihan'"", "" 'aman'""]",Pelayanan,positif
5,"[""'membantu'"", "" 'transaksi'"", "" 'biaya'"", "" 'permudah'"", "" 'iya'""]",Harga,negatif
5,"[""'percakapan'"", "" 'dokter'"", "" 'arahan'"", "" 'bagus'""]",Pelayanan,positif
5,"[""'ta'"", "" 'vaksin'"", "" 'csembilan'"", "" 'belas'"", "" 'tanggal'"", "" 'sembilan'"", "" 'maret'"", "" 'nol'"", "" 'daftar'"", "" 'vaksin'"", "" 'kode'"", "" 'kupon'"", "" 'dikirim'"", "" 'urus'"", "" 'terima'"", "" 'kasih'""]",Anekdot/Serbaneka,netral
5,"[""'membantu'"", "" 'berkonsultasi'"", "" 'langsung'"", "" 'dokter'""]",Pelayanan,positif
5,"[""'manteb'"", "" 'sih'"", "" 'dokter'"", "" 'susah'"", "" 'mahal'""]",Harga,positif
2,"[""'bayar'"", "" 'dokter'"", "" 'sibuk'"", "" 'chat'"", "" 'ulang'"", "" 'digubris'"", "" 'nyapa'"", "" 'bilang'"", "" 'dokter'"", "" 'sibuk'"", "" 'gopay'"", "" 'kpotong'"", "" 'pengembalian'"", "" 'dana'"", "" 'mohon'"", "" 'diprtimbngkan'"", "" 'dokter'"", "" 'gubris'"", "" 'dilaporkan'"", "" 'sibuk'"", "" 'sedang apa'"", "" 'coba'"", "" 'berani'"", "" 'daftar'"", "" 'halodoc'"", "" 'risiko'"", "" 'nerima'"", "" 'permintan'"", "" 'konsultasi'"", "" 'pasien'"", "" 'manapun'"", "" 'donk'"", "" 'diemin'"", "" 'gajls'"", "" 'pengembalian dana'"", "" 'flexible'"", "" 'kali'"", "" 'xempat'"", "" 'jam'"", "" 'respon'"", "" 'sesi'"", "" 'berbayar'"", "" 'hak'"", "" 'pasien'"", "" 'jangn'"", "" 'makan'"", "" 'gaji'"", "" 'buta'"", "" 'chat'"", "" 'puluh'"", "" 'diam'"", "" 'diam'""]",Pelayanan,negatif
1,"[""'tangal'"", "" 'delapan'"", "" 'maret'"", "" 'puluh'"", "" 'puluh'"", "" 'saldo'"", "" 'anjungan tunai mandiri'"", "" 'ambil'"", "" 'puluh'"", "" 'sembilan'"", "" 'nol'"", "" 'program'"", "" 'adakan'"", "" 'halodocter'"", "" 'kemarin'"", "" 'telepon'"", "" 'mengatasnamakan'"", "" 'customer service'"", "" 'halodocter'"", "" 'rugikan'"", "" 'berhenti'"", "" 'berhenti'"", "" 'langanan'""]",Pelayanan,negatif
1,"[""'transaksi'"", "" 'gagal'"", "" 'saldo'"", "" 'kepotong'"", "" 'pas'"", "" 'diliat'"", "" 'riwayat'"", "" 'transaksi'""]",Sistem,negatif
2,"[""'layanan'"", "" 'proses'"", "" 'cepat'"", "" 'catatan'"", "" 'pasien'"", "" 'status'"", "" 'gejala'"", "" 'covid'"", "" 'dokter'"", "" 'kasih'"", "" 'himbauan'"", "" 'mengasih'"", "" 'pil'"", "" 'tidur'"", "" 'sesuai'"", "" 'dosis'"", "" 'perlukan'"", "" 'orsng'"", "" 'sakit'"", "" 'butuh'"", "" 'istirahat'""]",Pelayanan,positif
4,"[""'beli'"", "" 'obat'"", "" 'layanan'"", "" 'dokter'"", "" 'bagus'"", "" 'ganguan'"", "" 'iya'"", "" 'ganti'"", "" 'nomor'"", "" 'nomor'"", "" 'ganti'"", "" 'pakai'"", "" 'email'"", "" 'riwayat'"", "" 'transaksi'"", "" 'hilang'"", "" 'tertawa'"", "" 'aplikasi'""]",Pelayanan,negatif
5,"[""'senang'"", "" 'mengunakan'"", "" 'aplikasi'"", "" 'cepat'"", "" 'respon'"", "" 'obat'"", "" 'langsung'"", "" 'diantar'"", "" 'resep'"", "" 'pelayanan'"", "" 'jam'"", "" 'dokter'"", "" 'informatif'"", "" 'terima'"", "" 'kasih'"", "" 'halodoc'""]",Pelayanan,positif
1,"[""'halodoc'"", "" 'pembayaran'"", "" 'diperluas'"", "" 'iya'"", "" 'gopay'"", "" 'bca'"", "" 'mandiri'"", "" 'debit'"", "" 'maksud'"", "" 'ragu'"", "" 'cobain'"", "" 'aplikasi'"", "" 'dokter'"", "" 'langsung'"", "" 'pandemi'"", "" 'pembayaran'"", "" 'di mana'"", "" 'indomaret'"", "" 'alfamart'"", "" 'dan sebagainya'"", "" 'kota'"", "" 'akses'"", "" 'gampang'"", "" 'desa'"", "" 'susah'"", "" 'inti'"", "" 'ditingkatkan'"", "" 'mohon'""]",Sistem,negatif
5,"[""'membantu'"", "" 'lanjut usia'"", "" 'biaya'"", "" 'kesehatan'"", "" 'terbatas'""]",Anekdot/Serbaneka,positif
5,"[""'sat'"", "" 'konsultasi'"", "" 'dokter'"", "" 'tertawa'"", "" 'line'"", "" 'memudahkan'"", "" 'pilihan'"", "" 'dokter'"", "" 'range'"", "" 'biaya'"", "" 'disesuaikan'"", "" 'terima'"", "" 'kasih'"", "" 'halo'"", "" 'doc'""]",Pelayanan,positif
4,"[""'aplikasi'"", "" 'membantu'"", "" 'kalangan'"", "" 'luas'"", "" 'terbatas'"", "" 'khusus'"", "" 'milenial'"", "" 'konsultasi'"", "" 'tipis'"", "" 'tipis'"", "" 'saran'"", "" 'muculkan'"", "" 'saldo'"", "" 'profile'"", "" 'pemilik'"", "" 'akun'"", "" 'permudah'"", "" 'mengisi'"", "" 'saldo'"", "" 'berbagi'"", "" 'bank'"", "" 'aplikasi'"", "" 'bayar'"", "" 'bayar'""]",Sistem,netral
5,"[""'membantu'"", "" 'sat'"", "" 'pandemi'""]",Anekdot/Serbaneka,positif
5,"[""'bermanfat'"", "" 'orang'"", "" 'membutuhkan'"", "" 'bantuan'"", "" 'cepat'""]",Anekdot/Serbaneka,positif
5,"[""'cangih'"", "" 'langsung'"", "" 'konsultasi'"", "" 'dokter'"", "" 'ahli'"", "" 'rumah'"", "" 'sakit'"", "" 'respon'"", "" 'cepat'"", "" 'dokter'"", "" 'membantu'"", "" 'membutuhkan'"", "" 'pelayanan'"", "" 'kesehatan'""]",Pelayanan,positif
1,"[""'kali'"", "" 'janji'"", "" 'ravid'"", "" 'tutup'""]",Anekdot/Serbaneka,negatif
1,"[""'aplikasi'"", "" 'ambil'"", "" 'antrian'"", "" 'daring'"", "" 'iya'"", "" 'aplikasi'"", "" 'terintegras'"", "" 'dita'"", "" 'hasil'"", "" 'cek'"", "" 'upayakan'"", "" 'laporan'"", "" 'laporan'"", "" 'laporan'"", "" 'laporan'"", "" 'sehat'"", "" 'ribet'"", "" 'halodoc'"", "" 'expetasi'"", "" 'sebenar'"", "" 'tujuan'"", "" 'utama'"", "" 'halodoc'"", "" 'boh'"", "" 'iya'"", "" 'fair'"", "" 'slogan'"", "" 'customer'"", "" 'klinik'"", "" 'bolak'"", "" 'na'"", "" 'hasil'"", "" 'test'"", "" 'sedang apa'"", "" 'pakai'"", "" 'daring'""]",Pelayanan,negatif
5,"[""'semenjak'"", "" 'halodoc'"", "" 'terbantu'"", "" 'konsultasi'"", "" 'beli'"", "" 'obat'"", "" 'rumah'"", "" 'antre'"", "" 'rumah'"", "" 'sakit'"", "" 'apotek'"", "" 'enak'"", "" 'diskon'"", "" 'sesi'"", "" 'konsultasi'"", "" 'dokter'"", "" 'makasi'"", "" 'iya'"", "" 'halodoc'"", "" 'memudahkan'"", "" 'hidup'"", "" 'semoga'"", "" 'promo'"", "" 'sukses'"", "" 'halodoc'""]",Pelayanan,positif
1,"[""'mengalami'"", "" 'kekesalan'"", "" 'mendaftar'"", "" 'vaksinasi'"", "" 'lanjut usia'"", "" 'berhubung'"", "" 'lanjut usia'"", "" 'janji'"", "" 'tangal'"", "" 'vaksinasi'"", "" 'semingu'"", "" 'dibatalkan'""]",Pelayanan,negatif
1,"[""'aplikasi'"", "" 'jelek'"", "" 'aktivasi'"", "" 'loading'"", "" 'terusan'"", "" 'diklik'""]",Sistem,negatif
5,"[""'puas'"", "" 'bagus'"", "" 'ulasan'"", "" 'cocok'"", "" 'ramah'"", "" 'cocok'"", "" 'obat'""]",Pelayanan,positif
5,"[""'terima'"", "" 'kasih'"", "" 'konsultasi'"", "" 'halodoc'"", "" 'membantu'""]",Pelayanan,positif
5,"[""'pelayanan'"", "" 'halo'"", "" 'doc'"", "" 'memudahkan'"", "" 'obat'"", "" 'keliling'"", "" 'apotek'"", "" 'lengkap'"", "" 'halodoc'"", "" 'solusi'"", "" 'terbaik'"", "" 'kelengkapan'"", "" 'obat'"", "" 'terima'"", "" 'kasih'"", "" 'halodoc'""]",Pelayanan,positif
5,"[""'membantu'"", "" 'pas'"", "" 'pesan'"", "" 'obat'"", "" 'darurat'"", "" 'butuh'"", "" 'enam'"", "" 'sedih'"", "" 'histori'"", "" 'perjalanan'"", "" 'paket'"", "" 'obat'"", "" 'kaya'"", "" 'menungu'"", "" 'update'"", "" 'terima kasih'"", "" 'tim'"", "" 'halodoc'"", "" 'cepat'"", "" 'merespon'"", "" 'kejelasan'""]",Pelayanan,negatif
5,"[""'bermanfat'"", "" 'sat'"", "" 'anak'"", "" 'sakit'"", "" 'dimalam'"", "" 'rumah sakit'"", "" 'tertawa'"", "" 'chat'"", "" 'dokter'"", "" 'aplikasi'"", "" 'halodoc'"", "" 'beres'"", "" 'pandemic'"", "" 'bgini'"", "" 'terima kasih'"", "" 'bantuan'"", "" 'dokter'"", "" 'terima kasih'"", "" 'aplikasi'"", "" 'halodoc'""]",Anekdot/Serbaneka,positif
5,"[""'mantap'"", "" 'cepat'"", "" 'konsultasi'"", "" 'terima kasih'"", "" 'halodock'""]",Pelayanan,positif
5,"[""'halo'"", "" 'dokter'"", "" 'kamar'"", "" 'terpisahkan'"", "" 'dipakai'"", "" 'isolasi'"", "" 'mandiri'"", "" 'angota'"", "" 'keluarga'"", "" 'kena'"", "" 'covid'"", "" 'sembilan'"", "" 'belas'"", "" 'sembuh'"", "" 'kamar'"", "" 'disterilkan'"", "" 'dipakai'"", "" 'masuk'"", "" 'kamar'""]",Anekdot/Serbaneka,positif
3,"[""'diperbarui'"", "" 'aplikasi'"", "" 'dibuka'""]",Sistem,negatif
5,"[""'aplikasi'"", "" 'bermanfat'"", "" 'pembelian'"", "" 'obat'""]",Pelayanan,positif
5,"[""'dokter'"", "" 'bagus'"", "" 'informasi'"", "" 'iya'"", "" 'menolong'""]",Pelayanan,positif
