review,aspect_category,polarity
"Malam2 saat sakit dan bingung nanya kemana, ada halodoc yang siap menjawab semua keluhan dan obat pun langsung diantar, hanya ada kendala di pengiriman kadang driver tidak bisa kontak langsung teleponnya",Pelayanan,Negatif
Yang jelas lewat online untuk saat ini adalah pilihan yang tepat dan aman,Pelayanan,Positif
Cukup membantu tapi transaksi biaya nya lebih di permudah lagi ya,Harga,Negatif
Percakapan dengan dokter sangat jelas dan arahannya bagus.....,Pelayanan,Positif
"Mau tanya, vaksin c19 ke 1 saya tgl 29 Maret 2021, mau daftar utk vaksin ke2 ga bisa,karena kode kupon belom dikirim, sudah lewat 3 hari,gimana urusnya,terima kasih",Anekdot/Serbaneka,Positif
"Sangat membantu, bisa berkonsultasi langsung tanpa ke dokter.",Pelayanan,Positif
Manteb sih. Ke dokter ga susah dan g mahal juga 👍👍👍👍,Harga,Positif
"kenapa sudah bayar tapi dokternya sibuk? Chat ulang ga digubris. Blum juga nyapa udah bilang dokternya sibuk. Pdhal gopay sudah kpotong. Pengembalian dana 5 hari terlalu lama.Mohon diprtimbngkan jika dokter tdk mau gubris,lebih baik dilaporkan saja.Sibuk ngapain coba? kalo berani daftar halodoc sdh resiko hrs nerima permintaan konsultasi pasien manapun donk jgn diemin gajls.REFUND lebih flexible 1x24 jam.RESPON Selama sesi berbayar adalah hak pasien, JANGN MAKAN GAJI BUTA. CHAT 30 MNT DIEM2 BAE?",Pelayanan,Negatif
"Tepat hari ini tanggal 8 Maret 2021 saldo di ATM saya di ambil 39.000 karna program yang sedang di adakan oleh hallodocter karna kemaren ada yang telfon dan mengatasnamakan CS hallodocter. Saya merasa di rugikan dan saya ingin berhenti , bagaimana cara untuk berhenti dari langganan itu ????",Pelayanan,Negatif
"Transaksi gagal tp saldo tetap kepotong, pas diliat riwayat transaksinya gak ada",Sistem,Negatif
"layanan proses cepat, catatan untuk pasien dengan status gejala covid, para dokter di kasih himbauan untuk mengasih pil tidur, sesuai dosis yang di perlukan, orsng sakit butuh istirahat yang cukup",Pelayanan,Positif
"Semua untuk beli obat dan layanan dokter bagus, tetapi ada satu gangguan cukup besar ya itu tidak bisa ganti nomor jadi kalau nomor ganti tidak bisa pakai email lama dan semua riwayat transaksi sebelumnya hilang. Hanya satu masalah ini dengan aplikasi",Pelayanan,Negatif
"Selalu senang menggunakan aplikasi ini.. fast respon, obat juga bs lgsg diantar setelah di beri resep, pelayanan 24 jam dan sering mendapatkan dokter yang baik serta informatif...terima kasih halodoc",Pelayanan,Positif
"Halodoc, pembayarannya apa tidak diperluas lagi? Masa iya cuma gopay, bca, mandiri dan debit yang saya gak tau apa maksudnya. Saya jadi ragu mau cobain apknya, mau ke dokter langsung juga jauh dan pandemi gini. Kalau bisa pembayarannya dilakukan dimana aja, indomaret, alfamart, dsb. Kalo di kota akses emang gampang, nah kalo di desa gimana? Susah juga jadinya. Intinya ditingkatkan lagi plissss",Sistem,Negatif
sangat membantu terutama utk lansia dan biaya kesehatannya terbatas,Anekdot/Serbaneka,Positif
"Sama seperti saat kita konsultasi dgn dokter pada umumnya, hanya dilakukan secara on line. Sangat memudahkan sekali. Banyak pilihan dokter dan range biaya yg bisa disesuaikan. Terima kasih Halo Doc.",Pelayanan,Positif
"Aplikasi cukup membantu dan bisa digunakan oleh kalangan luas terbatas khususnya milenial, untuk konsultasi tipis-tipis. Saran, muculkan saldo nya di profile pemilik akun dan permudah lagi cara mengisi saldo dari berbagi bank dan aplikasi bayar2 lainnya.",Sistem,Positif
"Sangat membantu sekali, apalagi saat masa pandemi spt ini.",Anekdot/Serbaneka,Positif
Sangat bermanfaat buat orang yg membutuhkan bantuan secara Cepat,Anekdot/Serbaneka,Positif
Sangat canggih bisa langsung konsultasi dengan dokter ahlinya tanpa harus datang ke rumah sakit.respon cepat dari dokter juga sangat membantu saya yg memang sedang membutuhkan pelayanan kesehatan,Pelayanan,Positif
2x sudah bikin janji tapi tempat ravid nya tutup..,Anekdot/Serbaneka,Negatif
"Bikin Aplikasi Ambil Antrian Online aja ya , kalo gak bisa jadi aplikasi yang terintegras . Ditanya mana hasil cek nya , jawab nya sedang kami upayakan, gitu aja terus cuma bikin laporan laporan laporan dan laporan.. Sehat tanpa Ribet dengan halodoc , expetasi kami pun sama sebenarnya dengan tujuan utama halodoc cuma boh ya fair lah sama slogan nya . Kalo customer tetep kudu ke klinik bolak balik nanya hasil test udh keluar apa belum , ngapain pake online .",Pelayanan,Negatif
Semenjak ada halodoc merasa terbantu banget apalagi bs konsultasi beli obat dari rmh tanpa hrs antri ke rmh sakit ataupun ke apotik. Yang lebih enak nya lagi ada diskon utk sesi konsultasi dgn dokter nya. Makasi ya halodoc memudahkan hidup semoga makin banyak promo² nya. Sukses slalu halodoc 👍,Pelayanan,Positif
Saya mengalami kekesalan dengan appsnya. Saya mendaftar untuk vaksinasi lansia berhubung saya sudah lansia. Saya buat janji pada tanggal 25 untuk vaksinasi sejak seminggu yang lalu tapi tiba-tiba dibatalkan,Pelayanan,Negatif
"Aplikasinya jelek bgt, sudah aktivasi malah loading terus terusan, gk bisa diklik lagi",Sistem,Negatif
"Puas n Bgs ulasannya, saya cocok.Dr nya ramah dan cocok obatnya.",Pelayanan,Positif
"Terima kasih ,dg konsultasi lewat Halodoc sangat membantu kami",Pelayanan,Positif
"Pelayanan halo doc sangat memudahkan mendapatkan obat, karena saya sudah keliling 4 apotek tidak terlalu lengkap tapi halodoc menjadi solusi terbaik dengan kelengkapan obatnya. Terima kasih, Halodoc",Pelayanan,Positif
Sangat membantu.. tapi pas saya pesen obat lamaaa banget sampainya padahal lagi darurat segera butuh 🥺 udah 6 hari ini belum sampai :(( Trus tidak ada histori perjalanan paket obatnya sampe mana jadi kaya menunggu ga pasti sampenya kapan.. Update : Terimakasih tim halodoc cepat merespon dan memberi kejelasan 😊🙏,Pelayanan,Negatif
"Sangat bermanfaat di saat anak kami sakit dimalam hari,kami tidak perlu ke RS.hanya chat dgn dokter melalui aplikasi Halodoc smuanya beres ,apalagi di masa pandemic bgini,thx bantuannya para dokter dan thx juga utk aplikasi Halodoc",Anekdot/Serbaneka,Positif
"Mantap, cepat konsultasi nya.. Terimakasih halodock.",Pelayanan,Positif
Halo dokter. Satu kamar kami terpisahkan. Dipakai untuk isolasi mandiri. Karena satu anggota keluarga kami kena covid 19. Sudah sembuh sekarang kamar itu mau disterilkan. Berapa hari setelah dipakai boleh masuk kamar tersebutlah,Anekdot/Serbaneka,Positif
Setelah diperbarui aplikasi tidak bisa dibuka,Sistem,Negatif
Aplikasi ini bermanfaat bagi saya terutama dalam pembelian obat.,Pelayanan,Positif
dokter nya bagus..informasi n ya jelas dan sangat menolong,Pelayanan,Positif
Saya senang berobat dan konsul sama doktet shanti tandayu internist yang ramah dan sangat jelas tidak bertele² dalam memberi obat dan arahan. Alhamdulilah isk saya sudah membaik. Terima kasih halodoc sangat bermanfaat bagi saya. 👍👍👍👍👍,Pelayanan,Positif
Sy driver gojek kmrn dpt pesan tuk vaksin covid tp harus bawa 2 orang lansia. Apa sy bs mendapatkn vaksin tnp membawa 2 org lansia ?,Anekdot/Serbaneka,Positif
"Aplikasi ini sangat membantu ditengah pandemi covid19 ini, kita gk perlu keluar rumah tinggal memggunakan aplikasi ini. Thanks halodoc, tingkatkan terus kualitasnya ya.",Anekdot/Serbaneka,Positif
"Dgn halodoc janji dgn dokter , vaksin manula drive thru semua lbh mudah..terimakasih halodoc",Pelayanan,Positif
Selalu ingin berpartisipasi dalam penanggulangan covid 19,Anekdot/Serbaneka,Positif
Sangat membantu dan memuaskan informasi dan pelayanan nya,Pelayanan,Positif
"Sebelumnya saya kasih bintang 1, soalnya ad kendala dengan pembayay melalui gopay. Tapi penyelesaian masalah dari tim halodoc sangat cepat dan sangat membantu, terimakasih buat tim halodoc👍",Sistem,Positif
"Sangat beruntung punya aplikasi Halodoc, krna gak perlu antri2 lagi di RS atau klinik. Dan obat2 nya juga yg di rekomendasikan bener2 manjur.",Pelayanan,Positif
Sudah vaksin tapi belum keluar sertifikat vaksinnya kenapa ya min,Anekdot/Serbaneka,Positif
"Aplikasinya bagus dan pelayanan konsultasinya cepat, respon apotiknya cepat",Pelayanan,Positif
untuk pemesanan obat untuk fitur chatnya tolong jangan dialihkan ke fitur SMS dong karena itu butuh pulsa kalo bisa dialihkan ke fitur gojeknya atau buat fitur chat sendiri dari aplikasi halo doc jadi kita bisa konfirmasi ke driver tanpa harus pake pulsa,Sistem,Negatif
Waw. Dokter nya ramah. Diskusi enak n lancar...salut. ngak sangka bagus sekali. Ngak sampai 2 jam obat sudah ditangan......,Pelayanan,Positif
"Asli parah aplikasi ini, niat nya mau mempercepat untuk urusan rapid antigen tapi malah terkendala di aplikasi ini, sia2 sdh berharap berharap berangkat kerja malah tidak jadi. Dan parahnya dana sampai sekràng belum dikembalikan dari pihak halodoc",Pelayanan,Negatif
"Ini baru pertama kali menggunakan aplikasi halodoc, terutama saat konsultasi dengan dokter. sangat bermanfaat sekali saat kondisi seperti ini, tapi harus benar2 menjelaskan keluhannya agar tidak salah diagnosa.",Pelayanan,Positif
Cepat tepat hemat dan efesien utk buat janji vaksinasi covid19 lansia... Aplikasi ini sangat membantu dan skrg tinggal buat janji vaksinasi yg kedua.. Sukses dan selalu amanah buat Halodoc...👍🙏🙏,Pelayanan,Positif
Terima kasih hallo doc...di saat pandemi paling aman kesini...saya selalu konsul dengan dokter senior yang sudah menjadi langganan kami selama 1 tahun ini...terima kasih banyak,Pelayanan,Positif
Bagus...cuma kadang obat tdk tersedia di apotik terdekat harus pesen online...moga kedepan lebih baik...,Pelayanan,Negatif
Sumpah kenapa sekarang chat Ama dokter doang pake bayar dulu engga .aplikasi ini GX membantu orang susah mau konsultasi aja bayar .kecuali beli obat atau periksa oke lah tp ini cuma chat bayar .GX membantu sama se x,Pelayanan,Negatif
Sangat bermanfaat sekali aplikasi Halodoc,Anekdot/Serbaneka,Positif
Aplikasinya gak jalan.gak merespon. Menyebalkan.,Sistem,Negatif
Konsultasi disini memuaskan tanpa pergi ke apotek saya ucapkan terima kasi atas ada aplikasi halodoc ini! Semoga halodoc bisa membuat banyak manfaat lagi,Pelayanan,Positif
bagus banget aplikasi nya dan respon dokternya pun baik,Pelayanan,Positif
"Thanks Halodoc.. Bener-bener ngebantu disaat urgent seperti long weekend sekarang Thanks buat dokter yang stand by walaupun weekend, chat nya juga asik dan ramah, info yang diberikan juga akurat banget",Pelayanan,Positif
Informasi yg di dapat kan mudah terjawab,Pelayanan,Positif
"Aplikasi nya berbayar heheheheh...... Gak tau jg apk ini bagus atau ngga soalnya ngga terlalu nyobain, diliat sblm download sih bagus tp pas udh download ternyata berbayar, langsung kecewa sih. Tolong dikembangin lagi biar apk nya gk berbayar atau bisa gratis gitu, kayak apk sblh :"". Kasih bintang 1 dulu, kalo udh ada fitur tanya dokter GRATIS baru kasih bintang 5 :)",Anekdot/Serbaneka,Negatif
"Membantu apaan? Lama gak jelas ribet? Udah mau bayar ada aja ini itu nyaa ribet, aplikasi ini gak berguna sumpah, boleh gak sih ngehack apk ini sumpah mau buat janji rapid di persulit",Pelayanan,Negatif
App yang sangat useful dan efesien karena bisa memesan obat dimanapun tanpa harus keluar untuk cari apotek yang menyediakan obatnya ❤️ love this app! Kembangkan terus!,Pelayanan,Positif
Sangat membantu ....pelayanan ramah good dokter ....,Pelayanan,Positif
"Saya puas dengan dokter dokternya , baik dan ramah - ramah .. .. Sejauh ini diaknosa dan obatnya alhamdulillah cocok .. Semoga para dokternya sehat selalu ... Aamiin",Pelayanan,Positif
Pengirim yg ramah dan sesuai S.O.P...memastikan bener pemesannya...salut buat drivernya,Pelayanan,Positif
Sangat membantu sekali dimasa pandemi seperti ini. Bisa konsultasi bahkan mendapatkan obat tanpa perlu keluar rumah. Serasa punya dokter pribadi,Pelayanan,Positif
"Assalamualaikum , maaf sebelum nya saya mau bertanya , tadi saya habis unduh aplikasi halodoc di playstore terus saya buka aplikasinya dan setelah masuk aplikasi halodoc lalu saya klik chat dengan dokter dan setelah itu saya lihat disitu ada pilihan dokter yang akan di chat untuk konsultasi kesehatan dan saya sebenarnya ingin sekali konsultasi kesehatan dengan dokter di aplikasi halodoc tetapi harus membayar dulu baru boleh chat dan konsultasi dengan dokter di chat halodoc ?",Anekdot/Serbaneka,Positif
Solusi yang praktis biaya murah dokter yang responsif,Harga,Positif
Sy mau online sekarang tiba-tiba sesi berakhir. Tidak ada petunjuk bahwa konsultasi by text atau VC atau apa. Buang-buang uang aja. Bayar tapi ga dapat konsultasi.,Harga,Negatif
"Wah uang sudah diterima tapi status tes antigennya gak dikonfirmasi2. maunya nerima duit aja ya tp gak mau ngelayanin customer dan responnya sangat lama. Padahal sebelumnya lancar2 aja, tp kali ini bikin kecewa berat",Pelayanan,Negatif
"Aplikasi Halodoc sangat membantu sekali bagi saya dan keluarga membeli obat2an,vitamin,tes PCR dll.Apalagi masa pandemic begini.Mantap deh pokoknya!!!",Pelayanan,Positif
"aplikasi ini memang enak sih untuk scheduling dengan dokter tanpa antri di rs nya. cuman belakangan service nya mengecewakan 1. hasil tes di infokan melalui sms jika sudah selesai, saat ini tidak ada 2. hasil tes hardcopy. tidak ada lagi softcopy jadi harus ambil di tempat tes lagi 3. media chat dengan cs responnya lambat, and klo kita tidak respon 1 menit mereka memutuskan jalur komunikasi dan harus ulang lagi, sementara mereka merespon nya sangat lambat . 4. cs tidak bisa memberikan konfirmasi konfirmasi ke bagian terkait, artinya tidak ada SLA di sisi halodoc untuk responsif nya",Pelayanan,Negatif
"Dokter nya co operative sx, & sgt nyaman utk konsul, makasih",Pelayanan,Positif
Sangat membantu untuk saya yg sulit keluar rumah.,Anekdot/Serbaneka,Positif
"Keren bgt aplikasi halodoc bs membantu di saat hectic dan khususnya saya mengucapkan terima kasih kepada dr. Fenny yg sangat ramah saat memberikan konsultasi, trus resepnya pun sangat cocok untuk saya",Pelayanan,Positif
"Hallo halodoc saya Iwan Setiawan BE 4068 AG salah satu driver gojek bandar Lampung ,saya mau konfirmasi saya dapat orderan halodoc di apotek jesaya farma orderan pengambilan obat ,saya di harap menunggu karna barang sedang di persiapkan ternyata obat yg di order tidak tersedia sementara aplikasi gojek saya sdh saya jalankan kalau holodoc order gojek,barang sdh ready driver tinggal bawa karna barang tidak ada dan saya tetap menjalankan orderan berdasarkan konfirmasi pelanggan dan pihak apotik apl",Anekdot/Serbaneka,Negatif
"Niat make aplikasi ini supaya cepat karna di rumah sendirian ,tp nyatanya apoteknya jaaaauhhhh bgtt . Pdhl ada apotek bumn dan swasta diskitar aku, lain kali mungkin bisa ada fitur yg ngebuat pembeli/driver yg milih apotek terdekat pakai manual. Kalau gini saya harus nahan rasa sakit lebih lamaa pdhl posisi saya di kota .",Pelayanan,Negatif
"Chat aja berbayar, mending pake oke google aja gratis",Pelayanan,Negatif
"Sementara ini aplikasi sangat membantu , cuma metode pembayarannya aja yang perlu di tambahin lagi kalau ada pembesaran cash malah lebih baik... Semakin di tingkatkan dan sukses buat halodoc Terima kasih",Pelayanan,Negatif
"Sangat bagus dan puas dengan Halodoc , petugas nya ramah dan memahami dibidangnya , mempunyai rasa kepemilikan Halodoc sehingga kustomer di layani dengan ramah sampai kustomer merasakan puas dengan Halodoc , terus upgrade bidang kedokteran dan update yang terbaru medicine maupun informasi virus Corona dan virus lainnya , vaksin untuk semua umur , servis drivethru dimudahkan pengajuan nya maupun sertifikat hasilnya , harga yang terjangkau untuk semua nya .",Anekdot/Serbaneka,Positif
"Terima kasih halodoc, sangat membntu sekali di era pandemi ini. Gk ribet hrs ke RS untuk konsultasi, diem di rmh tinggal chat saja, dokternya ramah & responsif❤️",Pelayanan,Positif
Sangat Membantu apalagi di masa pademi seperti ini,Anekdot/Serbaneka,Positif
Sangat membantu untuk.konsultasi masalah kesehatan,Pelayanan,Positif
"Selamat malam, mohon maaf sebelumnya, saya mau bertanya. Apakah di halodoc ini berbayar? Misalkan ketika akan konsultasi dengan salah satu dokter. Soalnya saya belum pernah menggunakan aplikasi ini. Trimakasih",Pelayanan,Positif
Mencari obat lebih gampang dan pelayanannya cepat,Pelayanan,Positif
Dokternya sabar setiap ngasih jawaban jelas n akurat baik pula mksh dok jangan pernah bosen y dok setiap x sy ingin menanyakan tentang kesehatan 😁🙏🙏,Pelayanan,Positif
Buat saya aplikasi ini sangat membantu.anak anak dan keluarga sehat semua tanpa harus berangkat ke klinik secara langsung..terima kasih halodoc😇,Anekdot/Serbaneka,Positif
"Uang refund saya sebesar 1,1 juta karena pembatalan PCR Kok belum dikirim??? Sejak tanggal 3 februari sampai 25 februari Statusnya masih proses aja ?????",Pelayanan,Negatif
"Membantu sekali, apa lg untuk musim pandemi gini",Anekdot/Serbaneka,Negatif
Alhamdulillah Dokternya ramah dan sy puas berkeluh kesah..biaya jg murah dan bs dilakukan dirumah itu sangat memudahkan..diksi resep jg dan dikasi penjelasan detail..bayar konsulnya ada yg diskon wah wah thank U so much Halodoc,Pelayanan,Positif
"Aplikasi ini sangat membantu apalagi disaat pandemi sprt skrg ini, dan dokter2nya bagus, obat2an nya juga tepat dan efektif, apalagisuka ada disc besar utk konsultasi",Anekdot/Serbaneka,Positif
Sangat membantu di saat pandemi seperti saat ini,Anekdot/Serbaneka,Positif
"Alhamdulillah sangat membantu, saya dan keluarga udah setahun menggunakan halodoc dan Alhamdulillah terasa hasiat dari obat-obatan yg di kasih bagus2",Pelayanan,Positif
Aplikasi sangat membantu harga Konsul yg bersahabat dokter nya ramah,Pelayanan,Positif
"Dokternya Ramah, responya juga cepat, Recomended bgt 👍bersyukur juga bisa ada halodoc jadi gak usah repot2 kerumah sakit obatnya juga bisa langsung dikirim 👍👍👍",Pelayanan,Positif
"Sangat bagus, membantu sekali. Respon dokter pun cepat. Tidak perlu ke RS sekarang bisa. Hanya konsultasi, obat dikirim ke rumah. Terimakasih Halodoc.",Pelayanan,Positif
"benar2 sangat membantu..apa lagi di saat pandemi sprti ini..tdk sempat ke luar rmh beli obat,ank sdg sakit,tdk ada yg bs di suruh..😭trimakasih utk aplikasi ini bnr2 sangat membantu saya...👍👍🙏",Anekdot/Serbaneka,Positif
Sangat membantu dalam konsultasi tentang kesehatan,Pelayanan,Positif
"Mungkin krn baru pakai Aplk Halodoc makanya agak rada bingung tp konsultasi dgn Doc cukup baik, ramah, dan jelas , Thanks",Pelayanan,Positif
"Senang deh, adanya aplikasi kayak gini bisa mempermudah untuk tetap sehat, karena bisa konsultasi online disaat kondisi lg pandemi gini",Pelayanan,Positif
Cukup baik dalam pertanyaan tentang kesehatan maupun konsultasi ke dokter.. dokternya pun ramah2 dan cukup baik dalam memberikan jawabannya,Pelayanan,Positif
Anjuran kasih obat dan tips nya sangat berguna,Pelayanan,Positif
"trimaksih utk mas Amirul yg sdh cepat merespon surat sy. Good Job Man.. 👍👍🤭. kesulitan sy, sy sdh aktifkan lokasi... tapi ttp gak bs login... tolong dibantu.. SenoARi",Sistem,Negatif
"Mantap...secepat kilat, penjelasan detail",Anekdot/Serbaneka,Positif
dr nya ramah2 mantappo... sellaumemberikan penjelasan yang di butuhkan,Pelayanan,Positif
Sangat membantu sekali dalam kondisi covid ini,Anekdot/Serbaneka,Positif
"maaf mau tanya,,, untuk rapid antigen yg di Kemayoran,,untuk metode pembayaran bisa pake ATM BRI ngga?TRIms",Anekdot/Serbaneka,Positif
Dokter ramah dan memberi penjelasan dgn akurat,Pelayanan,Positif
Thanks dok..semoga bs bermanfaat untuk saya,Anekdot/Serbaneka,Positif
"Aplikasi mantap murah, terimakasih",Harga,Positif
Sangat membantu dan bermanfaat disaat pandemi seperti ini. Obat yang dianjurkan sangat baik dan cepat menyembuhkan sesuai penyakit. Tepat sasaran. Terima kasih,Pelayanan,Positif
Mantap konsultasi jam 00.10 obat lgsg dtg jam 01.11. Aplikasi sangat membantu semoga obat yg diberikan cocok,Pelayanan,Positif
Dokternya menjelaskan dengan jelas,Pelayanan,Positif
Pembayaran melalui ovo atau dana tidak ada ya,Anekdot/Serbaneka,Positif
Bagus bisa kasih informasi yg menarik & baik.,Pelayanan,Positif
Mantep murah bisa konsultasi dgn dokter bayar lewat gopay,Harga,Positif
Sangat membantu ketika pengalaman saya kurang,Pelayanan,Positif
"Cukup baik utk penanganan pertama apalagi utk kita yg suka panik dan jangan sampai self diagnose, lebih baik bertanya langsung pd ahlinya guys!",Pelayanan,Positif
Pemesanan dan pengiriman obat sangat cepat.sangat membantu dalam keadaan mendesak.ayah saya perlu obat jantung secepatnya.ga sampe 1 jam dah sampe.terima kasih halodoc,Pelayanan,Positif
Aplikasi mantaapp... Dan sangat membantu.....,Anekdot/Serbaneka,Positif
Aplikasi nya bagus dokternya pun responnya cepat 👍👍👍,Pelayanan,Positif
Service baik dan hasil cepat diterima customer,Pelayanan,Positif
Chat dgn para dokternya sangat membantu..,Pelayanan,Positif
Praktis sangat membantu terimakasih,Anekdot/Serbaneka,Positif
"W kirim. Mata , Mm k. Yun ukm, j mi",Anekdot/Serbaneka,Positif
"Puas banget dengan halodoc, cepat tanggap 🙏🙏👍👍",Anekdot/Serbaneka,Positif
"Semua berbayar ga ada yg gratis, sy cuma mau nanya obat batuk pilek yg terbaik yg dijual di warung, karna nggak paham perbedaan masing"" obat Tp lumayan lah app nya bisa liat dokter yg cantik dengan pengalamannya dan tau dia lulusan mana 😁 Saya rasa bintang 4 sudah sangat pas untuk app ini",Pelayanan,Negatif
"Makasih untuk ibu dokter Dr. Uji Asiah,M.Sc.Spa Dokternya baik,ramah dan sangat jelas dalam memberikan penjelasannya,sng bisa konsul sm bu dokter🙏🏻",Pelayanan,Positif
"Ngapain harus ngantri ke klinik atau rumah sakit atau ke dokter, mending Halodoc aja. Tinggal klik konsultasi keluhan, tunggu obat, beres... Halodoc, keren, terimakasih kasih, Halodoc",Pelayanan,Positif
"Bintang 2 dulu, karena pilihan pembayaran sangat terbatas. Segera dievaluasi lagi dan dapat ditambahkan pilihan pembayaran seperti LinkAja / Transfer menggunakan Rekening Virtual.",Sistem,Negatif
"Paket saya ga sampe , tidak ada pertanggung jawabannya !!! --> thanks akhirnya dana saya diganti juga walaupun lama banget dan proses nya panjang",Pelayanan,Negatif
Untuk saat ini saya beri 2 bintang karena dari tadi saya coba masuk ke halodoc tp malah keluar langsung padahal sinyal hp saya mendukung,Sistem,Negatif
Alhamdulillah bisa konsultasi langsung dengan dokter spesialis yang di inginkan. Semoga sukses terus halodoc.,Pelayanan,Positif
Pertama kali konsultasi memuaskan lumayan ramah,Pelayanan,Positif
Penolong banget.... App yang user friendly bgt,Sistem,Positif
Sangat membantu saat kondisi seperti ini tanpa hrs dtng k rumah sakit pasien aman sehat t jaga.terima kasih hallo doc pertahankan respon cepat dengan dokter,Pelayanan,Positif
"Mau konsultasi aja harus pake bayar segala,kalo kaya gitu mending langsung ke RS aja,bisa langsung di kasih obatnya,bukanya membantu inimah",Pelayanan,Negatif
"Amat sangat membantu disaat urgent membutuhkan obat, malam haripun masih bisa chat dg dokter spesialis, dan obatny jg cepat dtangnya, trimakasih jg utk gosend.",Pelayanan,Positif
Kode voucher trus di bilang invalid,Anekdot/Serbaneka,Positif
Proses mudah dan cepat dalam pemesanan obat,Pelayanan,Positif
"Terimakasih dengan adanya app halodoc saya lebih mudah konsul dengan dokter. Semoga sakit yang ada pada diri saya, segera sembuh. Amin",Pelayanan,Positif
Bisa membantu waktu saya sakit maag di kosan dan tidak bisa berjalan ke apotik lalu saya pesan via halodoc by gojek. Puji Tuhan langsung saya minum obat nya dan sembuh. Untung ada halodoc 😍🤗,Pelayanan,Positif
Bagus bermanfaat sekali... Toppp,Anekdot/Serbaneka,Positif
Praktis dan dokter pelayanan ramah dan oke👍,Pelayanan,Positif
praktis dan puas.. terima kasih halodoc,Pelayanan,Positif
"HALODOC sangat membantu di saat pandemi seperti ini ,,apalagi saya yg sedang hamil.. selalu puas mendapatkan respon baik dan ramah dari dokter dokter nya 😊😊 HALODOC THE BEST 😍",Anekdot/Serbaneka,Positif
Terimakasih halodoc.. setidaknya saya tidak harus ke apotik utk pesan obat rutin suami saya ini.. semoga smakin bagus ke depannya.. terimakasih 😇,Pelayanan,Positif
"Membantu sekali untuk konsultasi dokter, tidak perlu antri lama, pembelian obat pun sangat mudah, langsung diantar sampai depan rumah..",Pelayanan,Positif
Dokternya selalu tanggap dan cepat respon,Pelayanan,Positif
"Halo doc Beberapa waktu lalu call center dari halo dokter menelepon saya dan menawarkan prodak unlimited perbulan 39.000 dengan sistem auto debit... fasilitas bebas chat kapan saja dengan semua dokter... Akan tetapi sampai sekarang fitur d aplikasi saya tidak berubah.. tetep ada tarif nya tidak free...
Ulasan Lengkap",Sistem,Negatif
"Dokternya balasnya cepat, dan ramah..",Pelayanan,Positif
"Halo doc,saya barusan dapet telpon mengatas namakan halodoc dia minta email pribadi data diri saya dan juga nmor rekening atm saya,apakah bner ini dari halodoc mohon infonya..? Klo bner iya saya tidak apa2 tapi klo sampe boong atau apa ada2 dengan data saya dan atm saya,saya akan membawa ini kepihak...
Ulasan Lengkap",Anekdot/Serbaneka,Negatif
Bingung awalnya. Ada biaya penanganan. Tp kok ngga ada biaya ongkir. Gataunya biaya penanganan tuh termasuk ongkirnya hahaha. Jatohnya lebih murah. Tengkyu halodoc ❤,Harga,Positif
Respon CS sangat lambat jika ada keluhan,Pelayanan,Negatif
Gimana ini pesan obatnya susah terus .. sedang mencari driver terus .. kalo pesan offline bisa gak sih? Langsung k apotik trus kasih liat resepnya?,Pelayanan,Negatif
Mantap. Konsultasi sama dokternya enak,Pelayanan,Positif
Mf saya baru saja download aplikasi ini. Karena saya pingn tahu gejala sakit yg saya alami. Apakah d kenakan biaya bulanan🙏,Anekdot/Serbaneka,Negatif
"Alhamdulillah saya terbantu walau saya konsultasi dini hari atas penyakit saya, sekaligus sama obatnya saya terima.",Pelayanan,Positif
Alhamdulillah aplikasinya sangat membantu,Anekdot/Serbaneka,Positif
Terima kasih semua serba cepet,Anekdot/Serbaneka,Positif
"Pagi2 konsultasi dengan bu dokter yang cantik, memberikan diagnosa yang baik, resep terjangkau, bahasa yang ramah, terima kasih ya dok🙏🙏👍👍👍",Pelayanan,Positif
"Halodoc maap sebelumnyah saya mau tanya,,udah hampir 2 Minggu hidung saya tidak bisa mencium bau,,coba jelaskan doc?",Anekdot/Serbaneka,Positif
Sangat-sangat rekomendasi bgt utk didownload terutama yg kesulitan mencari dan membeli obat yg sangat dibutuhkan..,Pelayanan,Positif
"Sangat Membantu, Terima Kasih Halodoc",Anekdot/Serbaneka,Positif
Maag saya kambuh dan berat sekali rasanya ke dokter. Untung ada halodoc. Selesai konsultasi online resep lgsg bisa diorder lewar gojek. Makasih banyak.,Pelayanan,Positif
"Mantap, super cepat pengiriman nya. Semoga obatnya juga manjur dan cepet berkhasiat secepat pengiriman nya. Sukses trs halodoc.",Pelayanan,Positif
Untuk pelayanan pengobatan dan penyembuhan.,Pelayanan,Positif
"Halo doc,saya ibu dari balita usia 33 bln,beberap hari ini telinga anak saya sebelah kanan keluar cairan dan bau. Si anak sering kdang memukul telingan dengan telapak tangan kira-kira kenapa ya doc,trs kira-kira dikasih obat apa yg tepat. Terima kasih sebelumnya",Anekdot/Serbaneka,Positif
"Terima kasih kepada aplikasi halodoc, karena di saat tengah malam saya sakit pinggang salah satu rekan dokter yg bernama dr.Fenny sangat membantu sakit saya",Pelayanan,Positif
Buatin dokter yg bisa chat gratis donk...,Anekdot/Serbaneka,Positif
"Di masa pandemi seperti ini begitu sangat membantu, cukup klik halodoc bisa terhubung dan konsultasi, obat langsung diantar..",Anekdot/Serbaneka,Positif
